time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-03-11,12.0,6.9,1.1,11
2016-03-12,20.0,6.5,0.6,11
2016-03-13,4.0,4.6,0.4,11
2016-03-14,0.0,7.2,1.5,11
2016-03-15,0.0,7.8,2.2,11
2016-03-16,0.0,10.7,-1.5,11
2016-03-17,0.0,11.7,-1.6,11
