time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-03-11,25.3,8.6,1.4,11
2016-03-12,3.1,6.3,2.0,11
2016-03-13,19.0,3.6,0.8,11
2016-03-14,0.9,6.1,-0.9,11
2016-03-15,0.0,6.3,-0.5,11
2016-03-16,0.0,7.1,-1.4,11
2016-03-17,0.0,9.6,-2.4,11
