pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -21.21, 80.9, -16.4, 2.3, 73.93, 0.194, 38.24, -23.0, 0.2, -21.2, -21.2, -23.0, 0.0, 38.0, 0.0, 81.0,2021-01-22 00:00:00, -6999.0, -6999.0,4
None, -21.72, 80.0, -16.4, 2.8, 42.92, 0.386, 175.6, -24.0, 0.4, -21.7, -21.8, -24.0, 0.0, 176.0, 0.0, 80.0,2021-01-22 01:00:00, -6999.0, -6999.0,4
None, -22.32, 79.99, -16.4, 1.2, 57.56, 0.025, 301.0, -25.0, 0.0, -22.3, -22.5, -25.0, 0.0, 301.0, 0.0, 80.0,2021-01-22 02:00:00, -6999.0, -6999.0,4
None, -22.93, 79.77, -16.4, 1.2, 48.99, 0.021, 308.1, -25.0, 0.0, -22.9, -23.1, -25.0, 0.0, 308.0, 0.0, 80.0,2021-01-22 03:00:00, -6999.0, -6999.0,4
None, -23.1, 79.15, -16.4, 2.2, 32.95, 0.177, 327.2, -25.0, 0.2, -23.1, -23.3, -25.0, 0.0, 327.0, 0.0, 79.0,2021-01-22 04:00:00, -6999.0, -6999.0,4
None, -23.25, 79.21, -16.4, 2.8, 47.36, 0.427, 346.3, -26.0, 0.4, -23.3, -23.3, -26.0, 0.0, 346.0, 0.0, 79.0,2021-01-22 05:00:00, -6999.0, -6999.0,4
None, -22.72, 79.45, -16.4, 4.4, 13.31, 0.566, 343.9, -25.0, 0.6, -22.7, -23.3, -25.0, 0.0, 344.0, 0.0, 79.0,2021-01-22 06:00:00, -6999.0, -6999.0,4
None, -20.68, 81.4, -20.9, 4.7, 37.59, 1.091, 342.3, -23.0, 1.1, -20.7, -22.8, -23.0, 0.0, 342.0, 0.0, 81.0,2021-01-22 07:00:00, -6999.0, -6999.0,4
None, -20.0, 81.0, -20.0, 6.8, 15.85, 2.979, 340.9, -22.0, 3.0, -20.0, -22.8, -22.0, 0.0, 341.0, 0.0, 81.0,2021-01-22 08:00:00, -6999.0, -6999.0,4
None, -17.71, 81.4, -17.7, 8.8, 20.83, 3.709, 321.3, -20.0, 3.7, -17.7, -22.8, -20.0, 0.0, 321.0, 0.0, 81.0,2021-01-22 09:00:00, -6999.0, -6999.0,4
None, -16.36, 81.5, -16.4, 12.6, 26.05, 4.469, 329.8, -19.0, 4.5, -16.4, -22.8, -19.0, 0.0, 330.0, 0.0, 82.0,2021-01-22 10:00:00, -6999.0, -6999.0,4
None, -14.55, 78.95, -14.6, 11.5, 17.59, 6.881, 334.8, -17.0, 6.9, -14.6, -22.8, -17.0, 0.0, 335.0, 0.0, 79.0,2021-01-22 11:00:00, -6999.0, -6999.0,4
None, -11.6, 76.03, -11.6, 20.1, 25.24, 8.57, 332.1, -14.0, 8.6, -11.6, -22.8, -14.0, 0.0, 332.0, 0.0, 76.0,2021-01-22 12:00:00, -6999.0, -6999.0,4
None, -10.83, 72.5, -10.6, 19.0, 34.11, 6.981, 352.7, -14.0, 7.0, -10.8, -22.8, -14.0, 0.0, 353.0, 0.0, 73.0,2021-01-22 13:00:00, -6999.0, -6999.0,4
None, -11.92, 80.8, -10.4, 22.3, 56.48, 5.284, 333.1, -13.0, 5.3, -11.9, -22.8, -13.0, 0.0, 333.0, 0.0, 81.0,2021-01-22 14:00:00, -6999.0, -6999.0,4
None, -10.04, 72.3, -9.7, 22.2, 44.41, 7.128, 336.9, -13.0, 7.1, -10.0, -22.8, -13.0, 0.0, 337.0, 0.0, 72.0,2021-01-22 15:00:00, -6999.0, -6999.0,4
None, -10.61, 73.47, -9.7, 29.1, 40.16, 10.24, 351.3, -14.0, 10.2, -10.6, -22.8, -14.0, 0.0, 351.0, 0.0, 73.0,2021-01-22 16:00:00, -6999.0, -6999.0,4
None, -11.75, 77.33, -9.7, 36.9, 21.32, 15.09, 0.424, -15.0, 15.1, -11.8, -22.8, -15.0, 0.0, 0.0, 0.0, 77.0,2021-01-22 17:00:00, -6999.0, -6999.0,4
None, -11.96, 79.05, -9.7, 33.9, 21.0, 19.78, 355.8, -15.0, 19.8, -12.0, -22.8, -15.0, 0.0, 356.0, 0.0, 79.0,2021-01-22 18:00:00, -6999.0, -6999.0,4
None, -12.41, 80.5, -12.0, 34.7, 21.44, 16.34, 355.1, -15.0, 16.3, -12.4, -12.6, -15.0, 0.0, 355.0, 0.0, 81.0,2021-01-22 19:00:00, -6999.0, -6999.0,4
None, -12.91, 80.0, -12.0, 35.4, 26.44, 10.92, 4.358, -15.0, 10.9, -12.9, -13.0, -15.0, 0.0, 4.0, 0.0, 80.0,2021-01-22 20:00:00, -6999.0, -6999.0,4
None, -13.72, 79.18, -12.0, 23.1, 44.82, 6.379, 329.9, -17.0, 6.4, -13.7, -14.4, -17.0, 0.0, 330.0, 0.0, 79.0,2021-01-22 21:00:00, -6999.0, -6999.0,4
None, -16.26, 83.4, -12.0, 10.7, 54.01, 2.023, 233.9, -18.0, 2.0, -16.3, -16.2, -18.0, 0.0, 234.0, 0.0, 83.0,2021-01-22 22:00:00, -6999.0, -6999.0,4
None, -16.83, 83.6, -12.0, 7.2, 54.17, 1.726, 214.4, -19.0, 1.7, -16.8, -16.8, -19.0, 0.0, 214.0, 0.0, 84.0,2021-01-22 23:00:00, -6999.0, -6999.0,4
None, -15.76, 82.4, -12.0, 8.5, 26.67, 3.324, 297.6, -18.0, 3.3, -15.8, -16.8, -18.0, 0.0, 298.0, 0.0, 82.0,2021-01-23 00:00:00, -6999.0, -6999.0,4
None, -15.53, 79.75, -12.0, 11.2, 19.73, 5.756, 323.1, -18.0, 5.8, -15.5, -16.8, -18.0, 0.0, 323.0, 0.0, 80.0,2021-01-23 01:00:00, -6999.0, -6999.0,4
None, -15.31, 79.16, -12.0, 10.2, 25.25, 4.278, 323.7, -18.0, 4.3, -15.3, -16.8, -18.0, 0.0, 324.0, 0.0, 79.0,2021-01-23 02:00:00, -6999.0, -6999.0,4
None, -15.58, 75.28, -12.0, 9.7, 24.62, 4.192, 331.2, -19.0, 4.2, -15.6, -16.8, -19.0, 0.0, 331.0, 0.0, 75.0,2021-01-23 03:00:00, -6999.0, -6999.0,4
None, -15.83, 73.77, -12.0, 10.7, 20.69, 5.334, 341.9, -19.0, 5.3, -15.8, -16.8, -19.0, 0.0, 342.0, 0.0, 74.0,2021-01-23 04:00:00, -6999.0, -6999.0,4
None, -16.04, 73.49, -12.0, 10.3, 22.28, 5.15, 346.7, -19.0, 5.2, -16.0, -16.8, -19.0, 0.0, 347.0, 0.0, 73.0,2021-01-23 05:00:00, -6999.0, -6999.0,4
None, -16.22, 72.37, -12.0, 11.0, 17.45, 6.408, 331.9, -19.0, 6.4, -16.2, -16.8, -19.0, 0.0, 332.0, 0.0, 72.0,2021-01-23 06:00:00, -6999.0, -6999.0,4
None, -16.64, 72.2, -16.1, 11.6, 14.38, 6.56, 324.6, -20.0, 6.6, -16.6, -16.7, -20.0, 0.0, 325.0, 0.0, 72.0,2021-01-23 07:00:00, -6999.0, -6999.0,4
None, -16.61, 70.99, -16.1, 9.4, 17.26, 4.508, 311.2, -20.0, 4.5, -16.6, -16.7, -20.0, 0.0, 311.0, 0.0, 71.0,2021-01-23 08:00:00, -6999.0, -6999.0,4
None, -16.31, 71.45, -16.1, 8.5, 18.14, 4.876, 314.7, -20.0, 4.9, -16.3, -16.9, -20.0, 0.0, 315.0, 0.0, 71.0,2021-01-23 09:00:00, -6999.0, -6999.0,4
None, -14.78, 72.28, -14.8, 8.6, 59.79, 2.719, 271.7, -18.0, 2.7, -14.8, -16.9, -18.0, 0.0, 272.0, 0.0, 72.0,2021-01-23 10:00:00, -6999.0, -6999.0,4
None, -12.68, 72.8, -12.4, 21.1, 42.4, 7.35, 344.5, -16.0, 7.4, -12.7, -16.9, -16.0, 0.0, 345.0, 0.0, 73.0,2021-01-23 11:00:00, -6999.0, -6999.0,4
None, -11.01, 67.69, -11.1, 21.4, 30.62, 8.94, 338.3, -15.0, 8.9, -11.0, -16.9, -15.0, 0.0, 338.0, 0.0, 68.0,2021-01-23 12:00:00, -6999.0, -6999.0,4
None, -10.95, 69.37, -10.2, 15.5, 29.78, 6.566, 359.2, -15.0, 6.6, -11.0, -16.9, -15.0, 0.0, 359.0, 0.0, 69.0,2021-01-23 13:00:00, -6999.0, -6999.0,4
None, -10.34, 67.66, -10.2, 21.7, 26.01, 9.31, 355.3, -14.0, 9.3, -10.3, -16.9, -14.0, 0.0, 355.0, 0.0, 68.0,2021-01-23 14:00:00, -6999.0, -6999.0,4
None, -10.04, 69.6, -9.9, 28.4, 22.64, 13.07, 356.6, -14.0, 13.1, -10.0, -16.9, -14.0, 0.0, 357.0, 0.0, 70.0,2021-01-23 15:00:00, -6999.0, -6999.0,4
None, -10.47, 74.4, -9.9, 28.1, 27.38, 10.05, 351.4, -14.0, 10.1, -10.5, -16.9, -14.0, 0.0, 351.0, 0.0, 74.0,2021-01-23 16:00:00, -6999.0, -6999.0,4
