CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -12.46, 86.1, None, None, None, 0.0, 28.18, 0.0, 0.0, 47.04, -14.0, 0.0, -12.5, -13.4, None, None, 47.0, -11.5, None, None, 86.0, None,2021-01-22 00:00:00, 171.0, None, 170.8,4
None, -13.1, 85.0, None, None, None, 0.0, 52.9, 0.0, 0.0, 344.6, -15.0, 0.0, -13.1, -13.4, None, None, 345.0, -11.5, None, None, 85.0, None,2021-01-22 01:00:00, 171.0, None, 170.8,4
None, -13.06, 84.6, None, None, None, 0.0, 19.64, 0.0, 0.0, 303.3, -15.0, 0.0, -13.1, -13.4, None, None, 303.0, -11.5, None, None, 85.0, None,2021-01-22 02:00:00, 171.0, None, 170.6,4
None, -11.75, 77.52, None, None, None, 0.0, 26.39, 0.0, 0.0, 307.0, -15.0, 0.0, -11.8, -13.4, None, None, 307.0, -11.5, None, None, 78.0, None,2021-01-22 03:00:00, 170.0, None, 170.3,4
None, -13.4, 80.8, None, None, None, 0.0, 6.859, 0.0, 0.0, 285.6, -16.0, 0.0, -13.4, -13.5, None, None, 286.0, -11.5, None, None, 81.0, None,2021-01-22 04:00:00, 171.0, None, 170.5,4
None, -12.19, 76.17, None, None, None, 0.0, 2.247, 0.0, 0.0, 287.5, -15.0, 0.0, -12.2, -13.5, None, None, 288.0, -11.5, None, None, 76.0, None,2021-01-22 05:00:00, 170.0, None, 170.0,4
None, -11.72, 72.76, None, None, None, 0.0, 3.001, 1.0, 0.0, 287.6, -15.0, 0.0, -11.7, -13.5, None, None, 288.0, -11.5, None, None, 73.0, None,2021-01-22 06:00:00, 170.0, None, 170.3,4
None, -11.67, 73.74, None, None, None, 0.0, 2.805, 0.0, 0.0, 286.9, -15.0, 0.0, -11.7, -12.0, None, None, 287.0, -11.4, None, None, 74.0, None,2021-01-22 07:00:00, 170.0, None, 170.2,4
None, -11.58, 72.24, None, None, None, 0.0, 3.078, 0.0, 0.0, 286.1, -15.0, 0.0, -11.6, -12.6, None, None, 286.0, -11.4, None, None, 72.0, None,2021-01-22 08:00:00, 170.0, None, 169.8,4
None, -11.14, 68.06, None, None, None, 0.0, 5.084, 1.0, 0.0, 274.3, -15.0, 0.0, -11.1, -12.6, None, None, 274.0, -11.2, None, None, 68.0, None,2021-01-22 09:00:00, 170.0, None, 170.2,4
None, -9.6, 62.2, None, None, None, 0.0, 12.24, 0.0, 0.0, 270.9, -15.0, 0.0, -9.6, -12.6, None, None, 271.0, -9.6, None, None, 62.0, None,2021-01-22 10:00:00, 170.0, None, 170.3,4
None, -8.85, 66.42, None, None, None, 0.0, 10.03, 0.0, 0.0, 249.5, -14.0, 0.0, -8.9, -12.6, None, None, 250.0, -9.0, None, None, 66.0, None,2021-01-22 11:00:00, 170.0, None, 170.1,4
None, -8.68, 64.6, None, None, None, 5.9, 24.2, 0.0, 0.396, 258.1, -14.0, 0.4, -8.7, -12.6, None, None, 258.0, -8.4, None, None, 65.0, None,2021-01-22 12:00:00, 170.0, None, 170.0,4
None, -7.02, 72.12, None, None, None, 3.4, 34.32, 1.0, 0.017, 273.9, -11.0, 0.0, -7.0, -12.6, None, None, 274.0, -7.0, None, None, 72.0, None,2021-01-22 13:00:00, 170.0, None, 170.2,4
None, -7.704, 66.06, None, None, None, 9.8, 28.84, 0.0, 2.245, 297.8, -12.0, 2.2, -7.7, -12.6, None, None, 298.0, -6.6, None, None, 66.0, None,2021-01-22 14:00:00, 170.0, None, 170.1,4
