RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
19.74, None, None, None,1.84,128.3, None, None, -5.0, None, None, None, None, None, None, None, None,18.3, None, None, None, None,42.06, None, None, None, None,2017-08-08 11:00:00, None,32
18.18, None, None, None,1.78,134.7, None, None, -4.0, None, None, None, None, None, None, None, None,20.71, None, None, None, None,47.23, None, None, None, None,2017-08-08 12:00:00, None,32
17.31, None, None, None,1.845,149.8, None, None, -4.0, None, None, None, None, None, None, None, None,21.51, None, None, None, None,42.11, None, None, None, None,2017-08-08 13:00:00, None,32
16.31, None, None, None,1.876,108.8, None, None, -3.0, None, None, None, None, None, None, None, None,23.67, None, None, None, None,40.39, None, None, None, None,2017-08-08 14:00:00, None,32
14.66, None, None, None,2.029,117.9, None, None, -3.0, None, None, None, None, None, None, None, None,26.25, None, None, None, None,36.95, None, None, None, None,2017-08-08 15:00:00, None,32
14.3, None, None, None,1.547,141.0, None, None, -4.0, None, None, None, None, None, None, None, None,24.84, None, None, None, None,46.33, None, None, None, None,2017-08-08 16:00:00, None,32
13.94, None, None, None,1.026,178.7, None, None, -5.0, None, None, None, None, None, None, None, None,24.79, None, None, None, None,39.26, None, None, None, None,2017-08-08 17:00:00, None,32
14.0, None, None, None,1.0,177.2, None, None, -4.0, None, None, None, None, None, None, None, None,24.82, None, None, None, None,40.36, None, None, None, None,2017-08-08 18:00:00, None,32
14.23, None, None, None,1.272,17.81, None, None, -4.0, None, None, None, None, None, None, None, None,24.67, None, None, None, None,58.59, None, None, None, None,2017-08-08 19:00:00, None,32
15.37, None, None, None,5.437,338.3, None, None, -6.0, None, None, None, None, None, None, None, None,21.06, None, None, None, None,20.42, None, None, None, None,2017-08-08 20:00:00, None,32
16.21, None, None, None,3.834,296.9, None, None, -7.0, None, None, None, None, None, None, None, None,18.88, None, None, None, None,27.25, None, None, None, None,2017-08-08 21:00:00, None,32
16.69, None, None, None,2.604,241.0, None, None, -8.0, None, None, None, None, None, None, None, None,17.68, None, None, None, None,31.07, None, None, None, None,2017-08-08 22:00:00, None,32
17.06, None, None, None,4.015,212.5, None, None, -8.0, None, None, None, None, None, None, None, None,16.82, None, None, None, None,10.69, None, None, None, None,2017-08-08 23:00:00, None,32
17.65, None, None, None,1.237,210.0, None, None, -9.0, None, None, None, None, None, None, None, None,15.67, None, None, None, None,19.37, None, None, None, None,2017-08-09 00:00:00, None,32
18.07, None, None, None,1.865,207.9, None, None, -9.0, None, None, None, None, None, None, None, None,15.07, None, None, None, None,24.79, None, None, None, None,2017-08-09 01:00:00, None,32
18.49, None, None, None,1.365,206.6, None, None, -9.0, None, None, None, None, None, None, None, None,14.26, None, None, None, None,31.83, None, None, None, None,2017-08-09 02:00:00, None,32
18.9, None, None, None,2.395,206.3, None, None, -9.0, None, None, None, None, None, None, None, None,13.88, None, None, None, None,17.12, None, None, None, None,2017-08-09 03:00:00, None,32
19.04, None, None, None,0.493,294.3, None, None, -10.0, None, None, None, None, None, None, None, None,13.2, None, None, None, None,34.93, None, None, None, None,2017-08-09 04:00:00, None,32
19.65, None, None, None,0.611,229.3, None, None, -9.0, None, None, None, None, None, None, None, None,13.33, None, None, None, None,41.58, None, None, None, None,2017-08-09 05:00:00, None,32
20.67, None, None, None,0.337,259.3, None, None, -9.0, None, None, None, None, None, None, None, None,12.58, None, None, None, None,56.42, None, None, None, None,2017-08-09 06:00:00, None,32
20.84, None, None, None,1.349,223.9, None, None, -9.0, None, None, None, None, None, None, None, None,12.78, None, None, None, None,49.55, None, None, None, None,2017-08-09 07:00:00, None,32
