pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
4.9, 14.6, 14.62, 94.0, 0.0, None, 23.6, 94.0, 14.4,2022-08-13 00:00:00, None, 14.0,33
15.3, 13.5, 13.47, 97.5, 10.4, None, 23.6, 98.0, 13.4,2022-08-13 01:00:00, None, 13.0,33
15.3, 13.1, 13.07, 94.4, 0.0, None, 23.6, 94.0, 13.1,2022-08-13 02:00:00, None, 12.0,33
15.3, 12.0, 11.99, 87.1, 0.0, None, 23.6, 87.0, 11.9,2022-08-13 03:00:00, None, 10.0,33
15.3, 12.2, 12.2, 84.8, 0.0, None, 23.6, 85.0, 11.8,2022-08-13 04:00:00, None, 10.0,33
15.3, 12.4, 12.37, 80.6, 0.0, None, 23.6, 81.0, 11.8,2022-08-13 05:00:00, None, 9.0,33
15.3, 12.2, 12.24, 81.1, 0.0, None, 23.6, 81.0, 11.8,2022-08-13 06:00:00, None, 9.0,33
15.3, 13.3, 13.27, 73.84, 0.0, None, 13.2, 74.0, 12.2,2022-08-13 07:00:00, None, 9.0,33
15.3, 13.8, 13.76, 73.29, 0.0, None, 13.8, 73.0, 12.2,2022-08-13 08:00:00, None, 9.0,33
15.3, 14.2, 14.2, 74.61, 0.0, None, 14.5, 75.0, 12.2,2022-08-13 09:00:00, None, 10.0,33
15.3, 15.3, 15.25, 64.65, 0.0, None, 15.5, 65.0, 12.2,2022-08-13 10:00:00, None, 9.0,33
15.3, 16.8, 16.78, 53.39, 0.0, None, 16.8, 53.0, 12.2,2022-08-13 11:00:00, None, 7.0,33
15.3, 16.8, 16.84, 50.17, 0.0, None, 17.5, 50.0, 12.2,2022-08-13 12:00:00, None, 6.0,33
15.3, 17.7, 17.65, 47.63, 0.0, None, 18.0, 48.0, 12.2,2022-08-13 13:00:00, None, 6.0,33
15.3, 17.9, 17.86, 46.79, 0.0, None, 18.2, 47.0, 12.2,2022-08-13 14:00:00, None, 7.0,33
15.3, 18.3, 18.26, 44.42, 0.0, None, 18.6, 44.0, 12.2,2022-08-13 15:00:00, None, 6.0,33
15.3, 17.8, 17.82, 42.9, 0.0, None, 18.9, 43.0, 12.2,2022-08-13 16:00:00, None, 5.0,33
15.3, 18.4, 18.35, 43.25, 0.0, None, 18.9, 43.0, 12.2,2022-08-13 17:00:00, None, 6.0,33
15.3, 17.4, 17.44, 43.41, 0.0, None, 18.9, 43.0, 12.2,2022-08-13 18:00:00, None, 5.0,33
15.3, 16.1, 16.11, 46.67, 0.0, None, 17.5, 47.0, 16.2,2022-08-13 19:00:00, None, 5.0,33
13.9, 14.6, 14.57, 49.45, 0.0, None, 17.5, 49.0, 14.5,2022-08-13 20:00:00, None, 4.0,33
11.5, 12.2, 12.16, 61.37, 0.0, None, 17.5, 61.0, 12.2,2022-08-13 21:00:00, None, 5.0,33
11.5, 12.2, 12.15, 61.11, 0.0, None, 17.5, 61.0, 12.1,2022-08-13 22:00:00, None, 5.0,33
10.4, 11.5, 11.48, 65.2, 0.0, None, 17.5, 65.0, 11.3,2022-08-13 23:00:00, None, 5.0,33
10.4, 10.4, 10.37, 71.35, 0.0, None, 17.5, 71.0, 10.5,2022-08-14 00:00:00, None, 5.0,33
0.0, 9.6, 9.56, 75.67, 0.0, None, 17.5, 76.0, 9.5,2022-08-14 01:00:00, None, 5.0,33
0.0, 9.0, 9.04, 78.2, 0.0, None, 17.5, 78.0, 8.7,2022-08-14 02:00:00, None, 6.0,33
