ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
0.0,0.0,-27.0,0.0,2016-12-16,88.0,-16.0,51,,,,,,,,,,,,,
3.0,0.0,-25.0,3.0,2016-12-17,87.0,-9.0,51,,,,,,,,,,,,,
8.0,0.0,-17.0,8.0,2016-12-18,90.0,-7.5,51,,,,,,,,,,,,,
8.0,0.0,-13.5,8.0,2016-12-19,89.0,-5.5,51,,,,,,,,,,,,,
4.0,0.0,-11.5,4.0,2016-12-20,97.0,-5.5,51,,,,,,,,,,,,,
0.0,0.0,-10.5,0.0,2016-12-21,100.0,-6.5,51,,,,,,,,,,,,,
0.0,0.0,-12.0,0.0,2016-12-22,95.0,-7.0,51,,,,,,,,,,,,,
0.0,0.0,-23.0,0.0,2016-12-16,41.0,-18.0,51,,,,,,,,,,,,,
8.0,0.0,-26.0,8.0,2016-12-17,41.0,-12.0,51,,,,,,,,,,,,,
3.0,0.0,-20.5,3.0,2016-12-18,48.0,-6.0,51,,,,,,,,,,,,,
8.0,0.0,-12.0,8.0,2016-12-19,47.0,0.0,51,,,,,,,,,,,,,
6.0,0.0,-7.5,6.0,2016-12-20,52.0,-1.5,51,,,,,,,,,,,,,
0.0,0.0,-7.0,0.0,2016-12-21,55.0,-3.0,51,,,,,,,,,,,,,
0.0,0.0,-9.0,0.0,2016-12-22,51.0,-4.5,51,,,,,,,,,,,,,
0.0,0.0,-26.5,0.0,2016-12-16,106.0,-18.0,51,,,,,,,,,,,,,
8.0,0.0,-22.5,8.0,2016-12-17,106.0,-11.5,51,,,,,,,,,,,,,
10.0,0.0,-15.0,10.0,2016-12-18,112.0,-8.5,51,,,,,,,,,,,,,
4.0,0.0,-11.0,4.0,2016-12-19,113.0,-8.5,51,,,,,,,,,,,,,
17.0,0.0,-10.5,17.0,2016-12-20,117.0,-7.0,51,,,,,,,,,,,,,
0.0,0.0,-10.0,0.0,2016-12-21,120.0,-8.5,51,,,,,,,,,,,,,
0.0,0.0,-11.0,0.0,2016-12-22,120.0,-8.5,51,,,,,,,,,,,,,
