pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None, 1156.0, 11.0, None, None, None,2017-07-30 00:00:00, 13.4, None, 23.0, None,31
None, None, 1155.0, 10.0, None, None, None,2017-07-30 01:00:00, 13.2, None, None, None,31
None, None, 1156.0, 10.0, None, None, None,2017-07-30 02:00:00, 11.8, None, None, None,31
None, None, 1156.0, 8.0, None, None, None,2017-07-30 03:00:00, 10.9, None, None, None,31
None, None, 1157.0, 7.0, None, None, None,2017-07-30 04:00:00, 10.2, None, 25.0, None,31
None, None, 1157.0, 7.0, None, None, None,2017-07-30 05:00:00, 9.3, None, None, None,31
None, None, 1157.0, 7.0, None, None, None,2017-07-30 06:00:00, 8.6, None, 27.0, None,31
None, None, 1157.0, 7.0, None, None, None,2017-07-30 07:00:00, 8.2, None, 26.0, None,31
None, None, 1157.0, 6.0, None, None, None,2017-07-30 08:00:00, 8.4, None, 24.0, None,31
None, None, 1157.0, 6.0, None, None, None,2017-07-30 09:00:00, 7.9, None, None, None,31
None, None, 1158.0, 6.0, None, None, None,2017-07-30 10:00:00, 7.5, None, 23.0, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-30 11:00:00, 7.2, None, None, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-30 12:00:00, 6.9, None, 25.0, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-30 13:00:00, 6.9, None, 27.0, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-30 14:00:00, 7.1, None, 23.0, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-30 15:00:00, 7.3, None, None, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-30 16:00:00, 7.6, None, 25.0, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-30 17:00:00, 7.8, None, 23.0, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-30 18:00:00, 8.0, None, 24.0, None,31
None, None, 1157.0, 5.0, None, None, None,2017-07-30 19:00:00, 8.6, None, None, None,31
None, None, 1157.0, 5.0, None, None, None,2017-07-30 20:00:00, 9.3, None, 27.0, None,31
None, None, 1157.0, 5.0, None, None, None,2017-07-30 21:00:00, 9.4, None, 25.0, None,31
None, None, 1157.0, 5.0, None, None, None,2017-07-30 22:00:00, 9.4, None, 25.0, None,31
None, None, 1157.0, 5.0, None, None, None,2017-07-30 23:00:00, 9.8, None, 24.0, None,31
None, None, 1157.0, 5.0, None, None, None,2017-07-31 00:00:00, 9.9, None, None, None,31
None, None, 1157.0, 5.0, None, None, None,2017-07-31 01:00:00, 9.4, None, 26.0, None,31
None, None, 1157.0, 5.0, None, None, None,2017-07-31 02:00:00, 9.7, None, None, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-31 03:00:00, 8.9, None, None, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-31 04:00:00, 8.7, None, 16.0, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-31 05:00:00, 8.3, None, 11.0, None,31
None, None, 1158.0, 5.0, None, None, None,2017-07-31 06:00:00, 8.2, None, 24.0, None,31
