WDIR_VECT,time,TEMP_MEAN,week_of_year
12.0,2019-11-12 00:00:00,8.7,46
25.2,2019-11-12 01:00:00,8.6,46
145.0,2019-11-12 09:00:00,8.1,46
141.4,2019-11-12 10:00:00,8.2,46
111.8,2019-11-12 11:00:00,8.3,46
121.1,2019-11-12 12:00:00,8.4,46
115.3,2019-11-12 13:00:00,8.5,46
116.6,2019-11-12 14:00:00,8.5,46
124.6,2019-11-12 15:00:00,8.4,46
112.7,2019-11-12 16:00:00,8.4,46
103.8,2019-11-12 17:00:00,8.5,46
51.4,2019-11-12 18:00:00,8.4,46
32.9,2019-11-12 19:00:00,8.6,46
13.4,2019-11-12 20:00:00,8.4,46
18.2,2019-11-12 21:00:00,8.5,46
18.7,2019-11-12 22:00:00,8.4,46
14.6,2019-11-13 14:00:00,11.5,46
291.7,2019-11-13 15:00:00,11.2,46
271.9,2019-11-13 16:00:00,9.6,46
328.9,2019-11-13 17:00:00,9.1,46
8.0,2019-11-13 18:00:00,8.9,46
35.2,2019-11-13 19:00:00,8.8,46
290.8,2019-11-13 20:00:00,9.1,46
5.5,2019-11-13 21:00:00,8.4,46
6.6,2019-11-13 22:00:00,7.6,46
4.3,2019-11-13 23:00:00,7.2,46
356.3,2019-11-14 00:00:00,7.0,46
357.9,2019-11-14 01:00:00,6.8,46
1.3,2019-11-14 02:00:00,6.8,46
8.5,2019-11-14 03:00:00,6.8,46
171.5,2019-11-15 12:00:00,9.6,46
153.8,2019-11-15 13:00:00,10.0,46
19.3,2019-11-15 14:00:00,10.0,46
11.3,2019-11-15 15:00:00,10.1,46
6.7,2019-11-15 16:00:00,10.4,46
6.1,2019-11-15 17:00:00,10.4,46
4.7,2019-11-15 18:00:00,9.9,46
4.7,2019-11-15 19:00:00,9.6,46
9.1,2019-11-15 20:00:00,9.4,46
10.8,2019-11-15 21:00:00,8.9,46
6.4,2019-11-15 22:00:00,8.4,46
6.0,2019-11-15 23:00:00,8.3,46
3.3,2019-11-16 00:00:00,8.1,46
6.2,2019-11-16 01:00:00,8.0,46
23.3,2019-11-16 10:00:00,8.7,46
22.3,2019-11-16 11:00:00,8.9,46
14.4,2019-11-16 12:00:00,9.1,46
29.7,2019-11-16 13:00:00,9.2,46
21.6,2019-11-16 14:00:00,9.4,46
22.2,2019-11-16 15:00:00,9.4,46
20.1,2019-11-16 16:00:00,9.3,46
7.4,2019-11-16 17:00:00,9.2,46
15.2,2019-11-16 18:00:00,9.1,46
18.1,2019-11-16 19:00:00,9.0,46
21.1,2019-11-16 20:00:00,8.9,46
20.6,2019-11-16 21:00:00,8.9,46
22.9,2019-11-16 22:00:00,9.0,46
27.0,2019-11-16 23:00:00,9.1,46
33.9,2019-11-17 00:00:00,9.3,46
45.8,2019-11-17 01:00:00,9.5,46
37.5,2019-11-17 02:00:00,9.7,46
36.6,2019-11-17 03:00:00,9.7,46
38.3,2019-11-17 04:00:00,9.7,46
36.0,2019-11-17 05:00:00,9.8,46
47.7,2019-11-17 06:00:00,9.9,46
80.5,2019-11-17 07:00:00,10.2,46
45.1,2019-11-17 08:00:00,10.1,46
31.4,2019-11-17 09:00:00,10.1,46
21.4,2019-11-17 10:00:00,10.2,46
9.2,2019-11-17 11:00:00,10.3,46
12.4,2019-11-17 12:00:00,10.3,46
5.7,2019-11-17 13:00:00,10.3,46
8.9,2019-11-17 14:00:00,10.5,46
3.9,2019-11-17 15:00:00,10.8,46
17.5,2019-11-17 16:00:00,11.0,46
125.8,2019-11-17 17:00:00,11.0,46
42.4,2019-11-17 18:00:00,10.9,46
52.2,2019-11-17 19:00:00,10.8,46
191.7,2019-11-17 20:00:00,10.6,46
106.0,2019-11-17 21:00:00,10.4,46
210.4,2019-11-17 22:00:00,10.2,46
112.5,2019-11-17 23:00:00,10.1,46
341.1,2019-11-18 00:00:00,10.0,46
357.6,2019-11-18 01:00:00,9.8,46
15.3,2019-11-18 02:00:00,9.7,46
11.2,2019-11-18 03:00:00,9.5,46
21.6,2019-11-18 04:00:00,9.4,46
97.9,2019-11-18 05:00:00,9.3,46
96.5,2019-11-18 06:00:00,9.4,46
21.0,2019-11-18 07:00:00,9.3,46
20.0,2019-11-18 08:00:00,9.1,46
27.6,2019-11-18 09:00:00,8.9,46
349.7,2019-11-18 10:00:00,9.0,46
9.5,2019-11-18 11:00:00,8.9,46
17.4,2019-11-18 12:00:00,8.9,46
61.4,2019-11-18 13:00:00,9.7,46
86.3,2019-11-18 14:00:00,9.8,46
17.3,2019-11-18 15:00:00,9.3,46
18.1,2019-11-18 16:00:00,9.1,46
26.8,2019-11-18 17:00:00,9.4,46
22.4,2019-11-18 18:00:00,9.3,46
19.5,2019-11-18 19:00:00,8.9,46
18.6,2019-11-18 20:00:00,8.5,46
34.0,2019-11-18 21:00:00,8.4,46
25.4,2019-11-18 22:00:00,8.2,46
8.9,2019-11-18 23:00:00,8.1,46
