pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 15.51, 39.26, 26.1, None, 48.81, 0.119, 269.1, 2.0, None, 15.5, 15.5, 1013.1, 0.2, 2.0, 946.0, None, None, 39.0,2021-07-23 00:00:00, None, None, 946.0,30
None, 14.78, 40.65, 26.1, None, 29.12, 0.013, 258.3, 2.0, None, 14.8, 14.8, 1014.2, 0.1, 2.0, 947.0, None, None, 41.0,2021-07-23 01:00:00, None, None, 947.0,30
None, 13.68, 46.15, 26.1, None, 69.73, 0.007, 233.6, 2.0, None, 13.7, 13.7, 1014.2, 0.0, 2.0, 947.0, None, None, 46.0,2021-07-23 02:00:00, None, None, 947.0,30
None, 13.3, 46.42, 26.1, None, 22.18, 0.028, 242.2, 2.0, None, 13.3, 13.4, 1014.2, 0.1, 2.0, 947.0, None, None, 46.0,2021-07-23 03:00:00, None, None, 947.0,30
None, 12.54, 50.07, 26.1, None, 40.71, 0.022, 233.4, 3.0, None, 12.5, 12.5, 1015.3, 0.0, 3.0, 948.0, None, None, 50.0,2021-07-23 04:00:00, None, None, 948.0,30
None, 12.18, 55.8, 26.1, None, 74.56, 0.0, 4.429, 4.0, None, 12.2, 12.1, 1015.4, 0.1, 4.0, 948.0, None, None, 56.0,2021-07-23 05:00:00, None, None, 948.0,30
None, 12.19, 54.65, 26.1, None, 29.66, 0.015, 274.5, 3.0, None, 12.2, 12.1, 1016.5, -0.1, 3.0, 949.0, None, None, 55.0,2021-07-23 06:00:00, None, None, 949.0,30
None, 12.91, 63.09, 12.8, None, 69.79, 0.01, 220.5, 6.0, None, 12.9, 12.1, 1016.6, -0.3, 6.0, 949.0, None, None, 63.0,2021-07-23 07:00:00, None, None, 949.0,30
None, 14.1, 59.0, 14.0, None, 51.43, 0.099, 140.7, 6.0, None, 14.1, 12.1, 1016.6, -0.3, 6.0, 949.0, None, None, 59.0,2021-07-23 08:00:00, None, None, 949.0,30
None, 16.03, 48.16, 16.0, None, 31.83, 0.453, 156.3, 5.0, None, 16.0, 12.1, 1016.6, -0.6, 5.0, 949.0, None, None, 48.0,2021-07-23 09:00:00, None, None, 949.0,30
