CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-2.366,84.0, None, None, None,23.08, None,152.1,6.217, None, None, -4.0, None, None,2016-04-29 00:00:00,18
-3.544,96.6, None, None, None,29.75, None,280.1,3.999, None, None, -4.0, None, None,2016-04-29 01:00:00,18
-3.402,96.0, None, None, None,60.88, None,252.5,1.115, None, None, -4.0, None, None,2016-04-29 02:00:00,18
-3.261,94.4, None, None, None,20.58, None,269.2,2.728, None, None, -4.0, None, None,2016-04-29 03:00:00,18
-4.062,99.3, None, None, None,16.37, None,289.6,5.115, None, None, -4.0, None, None,2016-04-29 04:00:00,18
-4.062,100.0, None, None, None,25.96, None,332.3,6.167, None, None, -4.0, None, None,2016-04-29 05:00:00,18
-3.968,100.0, None, None, None,18.21, None,2.669,4.764, None, None, -4.0, None, None,2016-04-29 06:00:00,18
-4.015,99.7, None, None, None,18.52, None,318.0,4.785, None, None, -4.0, None, None,2016-04-29 07:00:00,18
-3.355,98.3, None, None, None,8.82, None,308.3,7.44, None, None, -4.0, None, None,2016-04-29 08:00:00,18
-3.03,97.1, None, None, None,17.58, None,335.4,9.55, None, None, -3.0, None, None,2016-04-29 09:00:00,18
-2.813,96.5, None, None, None,20.72, None,332.8,8.9, None, None, -3.0, None, None,2016-04-29 10:00:00,18
-2.766,97.5, None, None, None,12.41, None,313.5,9.29, None, None, -3.0, None, None,2016-04-29 11:00:00,18
-2.25,96.3, None, None, None,11.94, None,307.3,9.57, None, None, -3.0, None, None,2016-04-29 12:00:00,18
-2.354,97.5, None, None, None,13.28, None,314.3,9.78, None, None, -3.0, None, None,2016-04-29 13:00:00,18
-1.357,96.8, None, None, None,14.5, None,321.6,11.99, None, None, -2.0, None, None,2016-04-29 14:00:00,18
-0.952,95.6, None, None, None,17.8, None,314.6,6.774, None, None, -1.0, None, None,2016-04-29 15:00:00,18
-0.718,94.5, None, None, None,22.79, None,5.855,10.03, None, None, -1.0, None, None,2016-04-29 16:00:00,18
-1.377,96.1, None, None, None,44.72, None,354.6,4.122, None, None, -2.0, None, None,2016-04-29 17:00:00,18
-2.317,98.5, None, None, None,70.4, None,115.3,0.643, None, None, -2.0, None, None,2016-04-29 18:00:00,18
-2.861,99.2, None, None, None,79.2, None,183.1,0.146, None, None, -3.0, None, None,2016-04-29 19:00:00,18
-3.228,99.6, None, None, None,65.88, None,3.081,1.219, None, None, -3.0, None, None,2016-04-29 20:00:00,18
-3.45,99.5, None, None, None,15.55, None,286.8,1.778, None, None, -4.0, None, None,2016-04-29 21:00:00,18
-3.544,99.5, None, None, None,17.34, None,274.6,4.966, None, None, -4.0, None, None,2016-04-29 22:00:00,18
-3.826,99.5, None, None, None,10.79, None,285.9,5.66, None, None, -4.0, None, None,2016-04-29 23:00:00,18
-3.732,99.2, None, None, None,6.687, None,284.0,5.127, None, None, -4.0, None, None,2016-04-30 00:00:00,18
-3.92,99.0, None, None, None,7.7, None,288.2,4.176, None, None, -4.0, None, None,2016-04-30 01:00:00,18
-3.826,98.9, None, None, None,13.29, None,310.7,2.153, None, None, -4.0, None, None,2016-04-30 02:00:00,18
-3.92,99.1, None, None, None,15.75, None,324.5,3.756, None, None, -4.0, None, None,2016-04-30 03:00:00,18
-4.015,99.1, None, None, None,5.661, None,307.5,4.723, None, None, -4.0, None, None,2016-04-30 04:00:00,18
-4.203,99.1, None, None, None,18.15, None,332.9,8.14, None, None, -4.0, None, None,2016-04-30 05:00:00,18
-4.062,99.1, None, None, None,17.49, None,354.2,12.32, None, None, -4.0, None, None,2016-04-30 06:00:00,18
-3.826,98.9, None, None, None,11.4, None,356.8,11.23, None, None, -4.0, None, None,2016-04-30 07:00:00,18
-3.355,98.0, None, None, None,18.52, None,20.4,10.05, None, None, -4.0, None, None,2016-04-30 08:00:00,18
-2.884,97.9, None, None, None,46.64, None,37.36,4.901, None, None, -3.0, None, None,2016-04-30 09:00:00,18
-1.489,95.7, None, None, None,22.8, None,150.0,3.132, None, None, -2.0, None, None,2016-04-30 10:00:00,18
0.154,93.6, None, None, None,21.43, None,151.1,2.559, None, None, -1.0, None, None,2016-04-30 11:00:00,18
1.912,82.7, None, None, None,18.06, None,148.0,4.427, None, None, -1.0, None, None,2016-04-30 12:00:00,18
0.946,74.5, None, None, None,22.53, None,155.4,3.509, None, None, -3.0, None, None,2016-04-30 13:00:00,18
2.491,69.93, None, None, None,41.4, None,156.2,1.43, None, None, -2.0, None, None,2016-04-30 14:00:00,18
-0.933,92.3, None, None, None,54.99, None,248.4,1.321, None, None, -2.0, None, None,2016-04-30 15:00:00,18
0.215,81.3, None, None, None,39.66, None,283.5,1.092, None, None, -3.0, None, None,2016-04-30 16:00:00,18
-0.436,89.2, None, None, None,36.49, None,278.3,1.977, None, None, -2.0, None, None,2016-04-30 17:00:00,18
-1.377,93.7, None, None, None,26.19, None,356.7,5.254, None, None, -2.0, None, None,2016-04-30 18:00:00,18
-0.812,90.4, None, None, None,16.77, None,307.0,8.04, None, None, -2.0, None, None,2016-04-30 19:00:00,18
-1.686,91.4, None, None, None,18.7, None,312.8,8.78, None, None, -3.0, None, None,2016-04-30 20:00:00,18
-2.248,88.2, None, None, None,10.6, None,1.256,15.15, None, None, -4.0, None, None,2016-04-30 21:00:00,18
-2.696,93.7, None, None, None,10.11, None,13.09,16.08, None, None, -3.0, None, None,2016-04-30 22:00:00,18
-2.413,90.0, None, None, None,8.17, None,5.166,13.23, None, None, -4.0, None, None,2016-04-30 23:00:00,18
-2.648,85.8, None, None, None,22.35, None,18.32,6.603, None, None, -4.0, None, None,2016-05-01 00:00:00,18
-2.601,82.5, None, None, None,36.11, None,38.45,3.467, None, None, -5.0, None, None,2016-05-01 01:00:00,18
-2.366,78.8, None, None, None,32.48, None,128.7,1.994, None, None, -5.0, None, None,2016-05-01 02:00:00,18
-2.735,78.1, None, None, None,43.19, None,33.5,2.032, None, None, -6.0, None, None,2016-05-01 03:00:00,18
-2.924,85.2, None, None, None,27.46, None,17.48,8.94, None, None, -5.0, None, None,2016-05-01 04:00:00,18
-2.836,82.7, None, None, None,3.787, None,13.16,16.85, None, None, -5.0, None, None,2016-05-01 05:00:00,18
-1.894,73.6, None, None, None,3.113, None,16.1,13.01, None, None, -6.0, None, None,2016-05-01 06:00:00,18
-1.581,75.0, None, None, None,10.04, None,28.86,10.8, None, None, -5.0, None, None,2016-05-01 07:00:00,18
-0.056,63.26, None, None, None,37.68, None,76.7,4.445, None, None, -5.0, None, None,2016-05-01 08:00:00,18
0.812,54.88, None, None, None,18.99, None,140.5,4.128, None, None, -7.0, None, None,2016-05-01 09:00:00,18
None,72.6, None, None, None,12.78, None,146.9,5.749, None, None, -3.0, None, None,2016-05-01 10:00:00,18
3.186,65.12, None, None, None,11.78, None,153.8,7.19, None, None, -3.0, None, None,2016-05-01 11:00:00,18
5.373,51.78, None, None, None,11.77, None,153.6,6.812, None, None, -4.0, None, None,2016-05-01 12:00:00,18
4.812,43.63, None, None, None,15.45, None,147.2,6.983, None, None, -6.0, None, None,2016-05-01 13:00:00,18
7.2,36.12, None, None, None,10.24, None,147.7,10.36, None, None, -7.0, None, None,2016-05-01 14:00:00,18
5.351,45.85, None, None, None,60.77, None,221.6,1.887, None, None, -5.0, None, None,2016-05-01 15:00:00,18
