RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
19.13, None, None, None,1.396,235.8, None, None, -17.0, None, None, None, None, None, None, None, None,4.621, None, None, None, None,52.05, None, None, None, None,2016-04-29 00:00:00, None,18
19.25, None, None, None,4.66,247.8, None, None, -17.0, None, None, None, None, None, None, None, None,4.403, None, None, None, None,26.27, None, None, None, None,2016-04-29 01:00:00, None,18
19.35, None, None, None,2.481,305.6, None, None, -17.0, None, None, None, None, None, None, None, None,4.076, None, None, None, None,43.84, None, None, None, None,2016-04-29 02:00:00, None,18
21.47, None, None, None,7.11,341.0, None, None, -17.0, None, None, None, None, None, None, None, None,3.152, None, None, None, None,25.98, None, None, None, None,2016-04-29 03:00:00, None,18
23.45, None, None, None,2.492,110.0, None, None, -16.0, None, None, None, None, None, None, None, None,2.98, None, None, None, None,48.77, None, None, None, None,2016-04-29 04:00:00, None,18
32.26, None, None, None,3.779,115.9, None, None, -13.0, None, None, None, None, None, None, None, None,2.153, None, None, None, None,44.81, None, None, None, None,2016-04-29 05:00:00, None,18
41.45, None, None, None,9.01,102.1, None, None, -10.0, None, None, None, None, None, None, None, None,2.171, None, None, None, None,23.94, None, None, None, None,2016-04-29 06:00:00, None,18
40.26, None, None, None,3.902,89.0, None, None, -9.0, None, None, None, None, None, None, None, None,2.751, None, None, None, None,38.71, None, None, None, None,2016-04-29 07:00:00, None,18
31.74, None, None, None,2.328,222.5, None, None, -12.0, None, None, None, None, None, None, None, None,3.304, None, None, None, None,20.07, None, None, None, None,2016-04-29 08:00:00, None,18
26.36, None, None, None,2.664,262.3, None, None, -13.0, None, None, None, None, None, None, None, None,4.813, None, None, None, None,20.38, None, None, None, None,2016-04-29 09:00:00, None,18
23.95, None, None, None,3.123,291.2, None, None, -14.0, None, None, None, None, None, None, None, None,4.839, None, None, None, None,27.74, None, None, None, None,2016-04-29 10:00:00, None,18
