CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 5.823, 86.4, None,2016-04-29 00:00:00, None, None,12.39, 17.25,141.7, None, None, None, None, None, None,18
None, 5.687, 84.0, None,2016-04-29 01:00:00, None, None,12.38, 16.5,151.6, None, None, None, None, None, None,18
None, 5.605, 83.6, None,2016-04-29 02:00:00, None, None,12.24, 16.37,154.9, None, None, None, None, None, None,18
None, 5.382, 85.2, None,2016-04-29 03:00:00, None, None,13.56, 14.31,157.5, None, None, None, None, None, None,18
None, 4.935, 90.5, None,2016-04-29 04:00:00, None, None,13.55, 14.12,161.9, None, None, None, None, None, None,18
None, 4.851, 90.9, None,2016-04-29 05:00:00, None, None,13.64, 15.04,160.7, None, None, None, None, None, None,18
None, 4.789, 91.7, None,2016-04-29 06:00:00, None, None,15.34, 14.63,155.8, None, None, None, None, None, None,18
None, 5.028, 91.0, None,2016-04-29 07:00:00, None, None,16.72, 10.79,161.3, None, None, None, None, None, None,18
None, 5.159, 91.8, None,2016-04-29 08:00:00, None, None,18.9, 9.76,166.1, None, None, None, None, None, None,18
None, 5.23, 91.7, None,2016-04-29 09:00:00, None, None,17.37, 11.46,162.7, None, None, None, None, None, None,18
None, 5.582, 91.7, None,2016-04-29 10:00:00, None, None,17.28, 11.57,163.7, None, None, None, None, None, None,18
None, 5.501, 92.8, None,2016-04-29 11:00:00, None, None,18.25, 7.928,172.9, None, None, None, None, None, None,18
None, 5.574, 93.0, None,2016-04-29 12:00:00, None, None,24.16, 7.189,166.6, None, None, None, None, None, None,18
None, 5.707, 93.4, None,2016-04-29 13:00:00, None, None,21.54, 7.962,174.3, None, None, None, None, None, None,18
None, 6.849, 91.5, None,2016-04-29 14:00:00, None, None,27.88, 6.2,179.5, None, None, None, None, None, None,18
None, 7.089, 89.6, None,2016-04-29 15:00:00, None, None,24.63, 7.089,182.5, None, None, None, None, None, None,18
None, 5.856, 92.2, None,2016-04-29 16:00:00, None, None,17.1, 12.35,165.6, None, None, None, None, None, None,18
None, 5.837, 92.8, None,2016-04-29 17:00:00, None, None,20.63, 11.74,161.6, None, None, None, None, None, None,18
None, 5.685, 94.2, None,2016-04-29 18:00:00, None, None,15.16, 11.62,163.7, None, None, None, None, None, None,18
None, 5.514, 94.8, None,2016-04-29 19:00:00, None, None,14.38, 10.25,160.5, None, None, None, None, None, None,18
None, 5.224, 95.9, None,2016-04-29 20:00:00, None, None,15.93, 11.6,168.2, None, None, None, None, None, None,18
None, 5.074, 96.5, None,2016-04-29 21:00:00, None, None,12.85, 11.43,164.1, None, None, None, None, None, None,18
None, 4.863, 96.8, None,2016-04-29 22:00:00, None, None,11.88, 12.68,157.9, None, None, None, None, None, None,18
None, 4.597, 96.9, None,2016-04-29 23:00:00, None, None,15.76, 12.07,155.5, None, None, None, None, None, None,18
None, 4.611, 96.8, None,2016-04-30 00:00:00, None, None,10.96, 12.47,161.4, None, None, None, None, None, None,18
None, 4.413, 96.7, None,2016-04-30 01:00:00, None, None,11.12, 11.86,162.2, None, None, None, None, None, None,18
None, 4.349, 96.1, None,2016-04-30 02:00:00, None, None,11.4, 10.22,168.8, None, None, None, None, None, None,18
None, 4.49, 95.1, None,2016-04-30 03:00:00, None, None,10.25, 9.42,166.8, None, None, None, None, None, None,18
None, 4.227, 95.7, None,2016-04-30 04:00:00, None, None,10.5, 7.454,161.6, None, None, None, None, None, None,18
None, 4.261, 96.0, None,2016-04-30 05:00:00, None, None,16.9, 5.262,164.5, None, None, None, None, None, None,18
None, 4.67, 96.2, None,2016-04-30 06:00:00, None, None,64.54, 1.282,74.42, None, None, None, None, None, None,18
None, 4.656, 96.1, None,2016-04-30 07:00:00, None, None,42.9, 1.533,351.2, None, None, None, None, None, None,18
None, 4.993, 96.5, None,2016-04-30 08:00:00, None, None,27.78, 2.537,342.7, None, None, None, None, None, None,18
None, 6.474, 90.4, None,2016-04-30 09:00:00, None, None,32.32, 3.337,9.64, None, None, None, None, None, None,18
None, 6.962, 82.3, None,2016-04-30 10:00:00, None, None,24.08, 6.003,30.63, None, None, None, None, None, None,18
None, 9.54, 61.62, None,2016-04-30 11:00:00, None, None,31.23, 4.252,30.46, None, None, None, None, None, None,18
None, 11.03, 62.75, None,2016-04-30 12:00:00, None, None,32.79, 3.26,351.0, None, None, None, None, None, None,18
None, 13.99, 43.92, None,2016-04-30 13:00:00, None, None,48.41, 3.763,28.53, None, None, None, None, None, None,18
None, 14.96, 38.83, None,2016-04-30 14:00:00, None, None,47.14, 4.912,13.55, None, None, None, None, None, None,18
None, 15.4, 31.93, None,2016-04-30 15:00:00, None, None,46.56, 6.001,294.8, None, None, None, None, None, None,18
