RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
94.0, None, None, None, 1.968, 62.22, 6.0, 6.8, None, 827.0, None, None, None, None, None, None, None, 7.303, None, 10.8, 94.0, 27.18, None, 7.3, 1022.5, 0.0, None,2022-10-01 00:00:00, 827.0,40
88.7, None, None, None, 5.852, 45.45, 6.0, 6.8, None, 827.0, None, None, None, None, None, None, None, 8.07, None, 10.8, 89.0, 25.48, None, 8.1, 1022.2, 0.0, None,2022-10-01 01:00:00, 827.0,40
89.6, None, None, None, 4.822, 54.76, 6.0, 6.8, None, 827.0, None, None, None, None, None, None, None, 7.603, None, 10.8, 90.0, 25.06, None, 7.6, 1022.2, 0.0, None,2022-10-01 02:00:00, 827.0,40
91.1, None, None, None, 4.435, 46.45, 6.0, 6.8, None, 826.0, None, None, None, None, None, None, None, 6.989, None, 10.8, 91.0, 26.95, None, 7.0, 1021.0, 0.0, None,2022-10-01 03:00:00, 826.0,40
91.8, None, None, None, 1.196, 75.65, 5.0, 6.3, None, 827.0, None, None, None, None, None, None, None, 6.232, None, 10.8, 92.0, 22.78, None, 6.2, 1022.3, -0.1, None,2022-10-01 04:00:00, 827.0,40
91.3, None, None, None, 1.844, 63.21, 5.0, 6.0, None, 828.0, None, None, None, None, None, None, None, 6.387, None, 10.8, 91.0, 32.24, None, 6.4, 1023.5, 0.0, None,2022-10-01 05:00:00, 828.0,40
90.6, None, None, None, 3.085, 56.8, 5.0, 6.0, None, 827.0, None, None, None, None, None, None, None, 6.763, None, 10.8, 91.0, 39.2, None, 6.8, 1022.4, 0.0, None,2022-10-01 06:00:00, 827.0,40
90.0, None, None, None, 1.12, 80.3, 5.0, 5.7, None, 828.0, None, None, None, None, None, None, None, 6.066, None, 7.0, 90.0, 38.93, None, 6.1, None, None, None,2022-10-01 07:00:00, None,40
88.6, None, None, None, 2.35, 69.21, 5.0, 5.7, None, 827.0, None, None, None, None, None, None, None, 7.045, None, 7.0, 89.0, 41.08, None, 7.0, 1022.7, 0.0, None,2022-10-01 08:00:00, 827.0,40
85.2, None, None, None, 5.79, 45.32, 6.0, 5.7, None, 828.0, None, None, None, None, None, None, None, 7.871, None, 8.4, 85.0, 35.76, None, 7.9, 1023.9, 0.1, None,2022-10-01 09:00:00, 828.0,40
