pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 19.5, None, None, None, None, None, None, -154.7, None, 0.0,2022-10-01 00:00:00, 0.0, None, None,40
None, None, 19.5, None, None, None, None, 11.4, None, 142.0, None, -1.0,2022-10-01 01:00:00, -1.0, None, None,40
None, None, 19.5, None, None, None, None, 10.1, None, -0.2, None, 0.0,2022-10-01 02:00:00, -1.0, None, None,40
None, None, 19.5, None, None, None, None, None, None, -44.3, None, 1.0,2022-10-01 03:00:00, 0.0, -0.176, None,40
None, None, 19.5, None, None, None, None, 8.2, None, -19.3, None, 0.0,2022-10-01 04:00:00, 0.0, None, None,40
None, None, 19.5, None, None, None, None, 8.7, None, 164.3, None, 0.0,2022-10-01 05:00:00, 0.0, -0.244, None,40
None, None, 19.5, None, None, None, None, None, None, -57.0, None, 0.0,2022-10-01 06:00:00, 0.0, None, None,40
None, None, 8.0, None, None, None, None, None, None, 29.4, None, 0.0,2022-10-01 07:00:00, 0.0, None, None,40
None, None, 9.4, None, None, None, None, None, None, None, None, 0.0,2022-10-01 09:00:00, 0.0, None, None,40
None, None, 12.2, None, None, None, None, None, None, 3.2, None, 0.0,2022-10-01 10:00:00, 0.0, None, None,40
None, None, 15.4, None, None, None, None, None, None, 10.3, None, 0.0,2022-10-01 11:00:00, 0.0, None, None,40
None, None, 22.4, None, None, None, None, None, None, None, None, 0.0,2022-10-01 13:00:00, 0.0, -0.153, None,40
None, None, 24.2, None, None, None, None, None, None, 17.8, None, 0.0,2022-10-01 14:00:00, -1.0, None, None,40
None, None, 25.2, None, None, None, None, 25.0, None, 70.2, None, 0.0,2022-10-01 15:00:00, -1.0, -0.839, None,40
None, None, 25.3, None, None, None, None, 25.3, None, 0.0, None, 0.0,2022-10-01 16:00:00, -1.0, -0.876, None,40
None, None, 26.2, None, None, None, None, None, None, -125.2, None, 0.0,2022-10-01 17:00:00, -1.0, None, None,40
None, None, 26.2, None, None, None, None, 19.7, None, 96.7, None, 1.0,2022-10-01 18:00:00, 0.0, -0.362, None,40
None, None, 19.7, None, None, None, None, None, None, -136.9, None, 0.0,2022-10-01 19:00:00, 0.0, None, None,40
None, None, 19.7, None, None, None, None, 16.2, None, 129.2, None, 0.0,2022-10-01 20:00:00, 0.0, None, None,40
None, None, 19.7, None, None, None, None, None, None, 16.9, None, 0.0,2022-10-01 21:00:00, 0.0, None, None,40
None, None, 19.7, None, None, None, None, 14.1, None, 18.6, None, 0.0,2022-10-01 22:00:00, 0.0, -0.167, None,40
None, None, 19.7, None, None, None, None, 12.3, None, -36.5, None, 0.0,2022-10-01 23:00:00, 0.0, -0.353, None,40
None, None, 19.7, None, None, None, None, None, None, -6.2, None, 0.0,2022-10-02 00:00:00, 0.0, -0.214, None,40
None, None, 19.7, None, None, None, None, 10.9, None, 42.4, None, 0.0,2022-10-02 01:00:00, 0.0, -0.285, None,40
None, None, 19.7, None, None, None, None, 10.2, None, -40.6, None, 0.0,2022-10-02 02:00:00, 0.0, None, None,40
None, None, 19.7, None, None, None, None, None, None, -88.1, None, 0.0,2022-10-02 03:00:00, 0.0, -0.281, None,40
None, None, 19.7, None, None, None, None, 8.9, None, 128.3, None, 0.0,2022-10-02 04:00:00, 0.0, -0.267, None,40
None, None, 19.7, None, None, None, None, None, None, -125.4, None, 0.0,2022-10-02 05:00:00, 0.0, None, None,40
None, None, 19.7, None, None, None, None, None, None, 82.7, None, 0.0,2022-10-02 06:00:00, 0.0, -0.257, None,40
None, None, 7.2, None, None, None, None, 6.4, None, 42.4, None, 0.0,2022-10-02 07:00:00, 0.0, -0.167, None,40
None, None, 8.1, None, None, None, None, 7.9, None, 0.0, None, 0.0,2022-10-02 08:00:00, 0.0, -0.244, None,40
None, None, 8.7, None, None, None, None, 8.6, None, 0.0, None, 0.0,2022-10-02 09:00:00, 0.0, -0.075, None,40
None, None, 10.6, None, None, None, None, None, None, -73.2, None, 0.0,2022-10-02 10:00:00, 0.0, None, None,40
None, None, 15.3, None, None, None, None, 15.3, None, 23.7, None, 0.0,2022-10-02 11:00:00, 0.0, None, None,40
None, None, 20.0, None, None, None, None, None, None, -68.7, None, -1.0,2022-10-02 12:00:00, -1.0, None, None,40
None, None, 23.2, None, None, None, None, None, None, -16.7, None, 0.0,2022-10-02 13:00:00, 0.0, -0.281, None,40
None, None, 25.4, None, None, None, None, 25.4, None, 135.6, None, 0.0,2022-10-02 14:00:00, -1.0, -0.71, None,40
None, None, 26.5, None, None, None, None, 26.1, None, 0.1, None, 0.0,2022-10-02 15:00:00, -1.0, -0.807, None,40
None, None, 26.7, None, None, None, None, 24.9, None, 0.0, None, 0.0,2022-10-02 16:00:00, -1.0, -0.522, None,40
None, None, 26.7, None, None, None, None, None, None, -124.5, None, 0.0,2022-10-02 17:00:00, -1.0, None, None,40
None, None, 26.7, None, None, None, None, 20.6, None, 124.5, None, 1.0,2022-10-02 18:00:00, 0.0, -0.399, None,40
None, 18.03, 20.6, None, None, None, None, 18.0, 18.0, -0.2, None, 0.0,2022-10-02 19:00:00, 0.0, -0.313, None,40
