CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -31.96, None, None, None, None, 4.0, 44.14, 0.0, 0.346, 138.8, -6999.0, 0.3, -32.0, -32.8, 0.0, None, None, 139.0, -31.6, None, None, -6999.0, None,2020-01-15 00:00:00, 156.0, None, 156.4,3
None, -32.25, None, None, None, None, 1.0, 13.02, 1.0, 0.028, 80.7, -6999.0, 0.0, -32.3, -32.8, 0.0, None, None, 81.0, -31.6, None, None, -6999.0, None,2020-01-15 01:00:00, 157.0, None, 156.7,3
None, -32.21, None, None, None, None, 3.9, 32.18, 0.0, 0.914, 151.9, -6999.0, 0.9, -32.2, -32.8, 0.0, None, None, 152.0, -31.6, None, None, -6999.0, None,2020-01-15 02:00:00, 157.0, None, 156.6,3
None, -32.26, None, None, None, None, 3.0, 8.41, 0.0, 0.587, 167.7, -6999.0, 0.6, -32.3, -32.8, 0.0, None, None, 168.0, -31.6, None, None, -6999.0, None,2020-01-15 03:00:00, 156.0, None, 156.4,3
None, -31.85, None, None, None, None, 1.8, 43.47, 0.0, 0.139, 109.6, -6999.0, 0.1, -31.9, -32.8, 0.0, None, None, 110.0, -31.6, None, None, -6999.0, None,2020-01-15 04:00:00, 157.0, None, 156.7,3
None, -32.06, None, None, None, None, 2.6, 31.13, -1.0, 0.309, 98.2, -6999.0, 0.3, -32.1, -32.8, 0.0, None, None, 98.0, -31.6, None, None, -6999.0, None,2020-01-15 05:00:00, 156.0, None, 156.1,3
None, -31.77, None, None, None, None, 5.5, 23.74, 0.0, 1.532, 105.3, -6999.0, 1.5, -31.8, -32.8, 0.0, None, None, 105.0, -31.6, None, None, -6999.0, None,2020-01-15 06:00:00, 156.0, None, 156.3,3
None, -31.48, None, None, None, None, 7.9, 35.86, 0.0, 1.691, 95.2, -6999.0, 1.7, -31.5, -31.8, 0.0, None, None, 95.0, -31.4, None, None, -6999.0, None,2020-01-15 07:00:00, 156.0, None, 156.0,3
None, -30.74, None, None, None, None, None, 36.62, None, 1.62, 97.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-15 08:00:00, None, None, 156.1,3
None, -30.5, None, None, None, None, None, 28.8, None, 3.488, 77.44, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-01-15 09:00:00, None, None, 155.9,3
None, -29.49, None, None, None, None, 9.2, 27.91, 1.0, 3.606, 82.3, -6999.0, 3.6, -29.5, -31.8, 0.0, None, None, 82.0, -29.4, None, None, -6999.0, None,2020-01-15 10:00:00, 156.0, None, 156.2,3
None, -28.7, None, None, None, None, 8.8, 27.73, 0.0, 3.205, 77.67, -6999.0, 3.2, -28.7, -31.8, 0.0, None, None, 78.0, -28.7, None, None, -6999.0, None,2020-01-15 11:00:00, 156.0, None, 156.2,3
None, -27.87, None, None, None, None, 10.7, 41.04, 0.0, 2.684, 57.26, -6999.0, 2.7, -27.9, -31.8, 0.0, None, None, 57.0, -27.9, None, None, -6999.0, None,2020-01-15 12:00:00, 156.0, None, 156.2,3
