time,tasmin,tasmax,pcp,week_of_year
2018-09-24,2.9,11.1,0.0,39
2018-09-25,2.8,13.7,0.0,39
2018-09-26,4.6,12.9,0.0,39
2018-09-27,0.6,7.3,4.8,39
2018-09-28,-0.9,9.4,0.0,39
2018-09-29,-4.1,3.7,0.0,39
2018-09-30,-8.1,0.2,0.0,39
