WDIR_VECT,time,HUMIDITY,week_of_year
54.6,2022-11-19 00:00:00,77.6,47
56.5,2022-11-19 01:00:00,77.9,47
55.6,2022-11-19 02:00:00,78.2,47
60.0,2022-11-19 03:00:00,78.3,47
48.9,2022-11-19 04:00:00,78.0,47
61.8,2022-11-19 05:00:00,76.9,47
50.5,2022-11-19 06:00:00,78.1,47
50.3,2022-11-19 07:00:00,79.2,47
54.3,2022-11-19 08:00:00,79.5,47
36.7,2022-11-19 09:00:00,80.3,47
47.9,2022-11-19 10:00:00,75.6,47
64.8,2022-11-19 11:00:00,70.4,47
66.5,2022-11-19 12:00:00,65.5,47
52.0,2022-11-19 13:00:00,62.7,47
26.2,2022-11-19 14:00:00,61.0,47
15.8,2022-11-19 15:00:00,63.0,47
61.3,2022-11-19 16:00:00,70.1,47
85.8,2022-11-19 17:00:00,77.5,47
155.4,2022-11-19 18:00:00,84.3,47
157.8,2022-11-19 19:00:00,85.7,47
192.8,2022-11-19 20:00:00,84.9,47
166.4,2022-11-19 21:00:00,82.8,47
84.9,2022-11-19 22:00:00,86.3,47
255.8,2022-11-19 23:00:00,82.2,47
261.0,2022-11-20 00:00:00,80.5,47
228.9,2022-11-20 01:00:00,79.1,47
224.6,2022-11-20 02:00:00,79.9,47
219.2,2022-11-20 03:00:00,79.7,47
219.8,2022-11-20 04:00:00,78.4,47
213.2,2022-11-20 05:00:00,79.8,47
234.3,2022-11-20 06:00:00,79.9,47
226.8,2022-11-20 07:00:00,79.0,47
222.7,2022-11-20 08:00:00,78.6,47
217.4,2022-11-20 09:00:00,77.7,47
216.1,2022-11-20 10:00:00,76.7,47
227.7,2022-11-20 11:00:00,74.0,47
240.7,2022-11-20 12:00:00,72.8,47
221.3,2022-11-20 13:00:00,75.4,47
276.6,2022-11-20 14:00:00,87.1,47
237.1,2022-11-20 15:00:00,92.8,47
210.1,2022-11-20 16:00:00,92.9,47
220.5,2022-11-20 17:00:00,93.7,47
112.9,2022-11-20 18:00:00,95.0,47
199.1,2022-11-20 19:00:00,94.3,47
195.0,2022-11-20 20:00:00,92.4,47
198.5,2022-11-20 21:00:00,92.0,47
193.1,2022-11-20 22:00:00,92.3,47
177.5,2022-11-20 23:00:00,92.5,47
177.8,2022-11-21 00:00:00,92.1,47
200.0,2022-11-21 01:00:00,92.3,47
197.9,2022-11-21 02:00:00,91.8,47
192.5,2022-11-21 03:00:00,92.5,47
207.3,2022-11-21 04:00:00,91.9,47
204.9,2022-11-21 05:00:00,90.4,47
205.8,2022-11-21 06:00:00,91.7,47
191.2,2022-11-21 07:00:00,92.6,47
199.2,2022-11-21 08:00:00,93.4,47
219.1,2022-11-21 09:00:00,89.8,47
239.2,2022-11-21 10:00:00,83.5,47
235.1,2022-11-21 11:00:00,81.0,47
264.4,2022-11-21 12:00:00,79.4,47
274.7,2022-11-21 13:00:00,76.6,47
258.8,2022-11-21 14:00:00,76.4,47
45.2,2022-11-21 15:00:00,75.3,47
358.7,2022-11-21 16:00:00,76.9,47
41.8,2022-11-21 17:00:00,78.4,47
239.5,2022-11-21 18:00:00,81.8,47
171.9,2022-11-21 19:00:00,82.4,47
168.8,2022-11-21 20:00:00,87.4,47
195.4,2022-11-21 21:00:00,89.8,47
216.9,2022-11-21 22:00:00,91.3,47
188.3,2022-11-21 23:00:00,92.0,47
209.6,2022-11-22 00:00:00,90.5,47
191.9,2022-11-22 01:00:00,92.0,47
203.9,2022-11-22 02:00:00,92.1,47
190.6,2022-11-22 03:00:00,92.0,47
186.5,2022-11-22 04:00:00,92.2,47
158.0,2022-11-22 05:00:00,96.7,47
165.3,2022-11-22 06:00:00,97.8,47
190.4,2022-11-22 07:00:00,98.2,47
94.9,2022-11-22 08:00:00,98.5,47
123.5,2022-11-22 09:00:00,98.6,47
154.7,2022-11-22 10:00:00,98.6,47
174.4,2022-11-22 11:00:00,97.6,47
341.2,2022-11-22 12:00:00,98.1,47
347.8,2022-11-22 13:00:00,98.2,47
293.9,2022-11-22 14:00:00,98.2,47
122.2,2022-11-22 15:00:00,98.3,47
15.7,2022-11-22 16:00:00,98.5,47
174.0,2022-11-22 17:00:00,98.7,47
136.0,2022-11-22 18:00:00,98.8,47
129.5,2022-11-22 19:00:00,99.0,47
72.6,2022-11-22 20:00:00,99.1,47
271.4,2022-11-22 21:00:00,99.2,47
231.4,2022-11-22 22:00:00,99.3,47
193.7,2022-11-22 23:00:00,99.4,47
214.8,2022-11-23 00:00:00,99.4,47
31.6,2022-11-23 01:00:00,99.4,47
26.3,2022-11-23 02:00:00,99.2,47
358.3,2022-11-23 03:00:00,98.7,47
7.0,2022-11-23 04:00:00,97.7,47
87.3,2022-11-23 05:00:00,97.7,47
86.0,2022-11-23 06:00:00,98.0,47
119.5,2022-11-23 07:00:00,98.0,47
132.0,2022-11-23 08:00:00,97.9,47
155.0,2022-11-23 09:00:00,97.7,47
51.6,2022-11-23 10:00:00,92.0,47
61.9,2022-11-23 11:00:00,88.1,47
53.3,2022-11-23 12:00:00,87.3,47
44.9,2022-11-23 13:00:00,86.7,47
83.9,2022-11-23 14:00:00,90.3,47
53.2,2022-11-23 15:00:00,89.9,47
67.8,2022-11-23 16:00:00,89.8,47
139.5,2022-11-23 17:00:00,95.2,47
268.6,2022-11-23 18:00:00,94.2,47
192.6,2022-11-23 19:00:00,94.3,47
212.0,2022-11-23 20:00:00,95.5,47
203.0,2022-11-23 21:00:00,95.1,47
310.5,2022-11-23 22:00:00,92.0,47
36.5,2022-11-23 23:00:00,74.9,47
29.3,2022-11-24 00:00:00,72.5,47
309.4,2022-11-24 01:00:00,77.5,47
187.9,2022-11-24 02:00:00,87.0,47
212.8,2022-11-24 03:00:00,89.5,47
202.8,2022-11-24 04:00:00,85.7,47
183.8,2022-11-24 05:00:00,88.3,47
142.7,2022-11-24 06:00:00,91.3,47
113.2,2022-11-24 07:00:00,94.8,47
139.0,2022-11-24 08:00:00,95.7,47
214.2,2022-11-24 09:00:00,93.2,47
220.9,2022-11-24 10:00:00,78.4,47
198.8,2022-11-24 11:00:00,74.2,47
42.0,2022-11-24 12:00:00,59.2,47
83.2,2022-11-24 13:00:00,55.7,47
89.1,2022-11-24 14:00:00,57.0,47
195.4,2022-11-24 15:00:00,62.6,47
85.7,2022-11-24 16:00:00,65.9,47
254.9,2022-11-24 17:00:00,73.3,47
193.0,2022-11-24 18:00:00,81.8,47
146.9,2022-11-24 19:00:00,88.9,47
98.9,2022-11-24 20:00:00,92.8,47
29.7,2022-11-24 21:00:00,91.8,47
63.1,2022-11-24 22:00:00,94.3,47
193.6,2022-11-24 23:00:00,97.0,47
67.5,2022-11-25 00:00:00,97.8,47
127.6,2022-11-25 01:00:00,97.9,47
198.8,2022-11-25 02:00:00,95.2,47
178.3,2022-11-25 03:00:00,97.3,47
