WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
44.8, 19.3, 2.624, 55.6, 56.03,2019-08-06 00:00:00, 18.44,32
60.3, 18.4, 1.688, 56.0, 56.98,2019-08-06 01:00:00, 17.88,32
58.2, 17.9, 0.606998, 57.0, 66.65,2019-08-06 02:00:00, 15.66,32
81.8, 15.7, 0.587, 66.7, 70.85,2019-08-06 03:00:00, 14.43,32
171.5, 14.4, 0.382999, 70.9, 71.54,2019-08-06 04:00:00, 14.11,32
98.9, 14.1, 0.625998, 71.5, 74.49,2019-08-06 05:00:00, 13.39,32
85.6, 13.4, 0.518, 74.5, 75.01,2019-08-06 06:00:00, 13.48,32
18.9, 13.5, 1.566, 75.0, 68.39,2019-08-06 07:00:00, 15.23,32
86.5, 15.2, 2.326, 68.4, 47.26,2019-08-06 08:00:00, 20.77,32
80.3, 20.8, 3.811, 47.3, 40.33,2019-08-06 09:00:00, 23.17,32
79.0, 23.2, 4.695, 40.3, 34.88,2019-08-06 10:00:00, 25.38,32
80.4, 25.4, 3.137, 34.9, 30.11,2019-08-06 11:00:00, 27.95,32
80.8, 28.0, 1.531, 30.1, 25.18,2019-08-06 12:00:00, 30.6,32
63.5, 30.6, 2.342, 25.2, 18.96,2019-08-06 13:00:00, 33.86,32
228.7, 33.9, 3.556, 19.0, 14.99,2019-08-06 14:00:00, 35.77,32
210.8, 35.8, 3.169, 15.0, 14.25,2019-08-06 15:00:00, 36.62,32
227.3, 36.6, 2.494, 14.3, 13.28,2019-08-06 16:00:00, 37.05,32
223.1, 37.1, 1.36, 13.3, 12.25,2019-08-06 17:00:00, 37.07,32
320.4, 37.1, 0.769999, 12.3, 14.59,2019-08-06 18:00:00, 34.78,32
315.8, 34.8, 1.518, 14.6, 26.23,2019-08-06 19:00:00, 29.68,32
47.4, 29.7, 1.707, 26.2, 36.9,2019-08-06 20:00:00, 25.88,32
34.7, 25.9, 1.802, 36.9, 44.51,2019-08-06 21:00:00, 22.91,32
58.9, 22.9, 2.081, 44.5, 45.43,2019-08-06 22:00:00, 21.5,32
60.2, 21.5, 1.873, 45.4, 49.22,2019-08-06 23:00:00, 20.07,32
53.7, 20.1, 1.359, 49.2, 56.07,2019-08-07 00:00:00, 18.06,32
54.1, 18.1, 0.739, 56.1, 62.33,2019-08-07 01:00:00, 16.64,32
72.5, 16.6, 0.629998, 62.3, 68.15,2019-08-07 02:00:00, 15.03,32
65.4, 15.0, 0.657998, 68.2, 69.09,2019-08-07 03:00:00, 14.49,32
