station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 0.0, None, 2013-01-01 00:00:00, -17.9, -9.7
None, 0.0, None, 2013-01-02 00:00:00, -17.3, -8.6
None, 0.9, None, 2013-01-03 00:00:00, -13.2, -9.4
None, 2.7, None, 2013-01-04 00:00:00, -11.0, -7.5
None, 5.0, None, 2013-01-05 00:00:00, -13.0, -4.1
None, 17.9, None, 2013-01-06 00:00:00, -8.0, -6.1
None, 22.9, None, 2013-01-07 00:00:00, -8.0, -4.3
None, 14.6, None, 2013-01-08 00:00:00, -12.3, -4.4
None, 28.6, None, 2013-01-09 00:00:00, -6.8, -2.5
None, 3.2, None, 2013-01-10 00:00:00, -17.6, -6.8
None, 0.8, None, 2013-01-11 00:00:00, -19.4, -11.4
None, 1.0, None, 2013-01-12 00:00:00, -22.2, -14.6
None, 1.0, None, 2013-01-13 00:00:00, -22.6, -13.7
None, 0.0, None, 2013-01-14 00:00:00, -16.3, -7.2
None, 0.0, None, 2013-01-15 00:00:00, -7.6, -1.4
None, 0.0, None, 2013-01-16 00:00:00, -6.6, -0.2
None, 1.0, None, 2013-01-17 00:00:00, -7.0, -0.4
None, 0.0, None, 2013-01-18 00:00:00, -8.6, 0.0
None, 0.0, None, 2013-01-19 00:00:00, -9.4, -0.5
None, 0.2, None, 2013-01-20 00:00:00, -8.5, -1.7
None, 0.8, None, 2013-01-21 00:00:00, -9.2, -6.2
None, 0.0, None, 2013-01-22 00:00:00, -9.7, -3.0
None, 21.2, None, 2013-01-23 00:00:00, -6.7, -3.3
None, 12.8, None, 2013-01-24 00:00:00, -6.6, -3.0
None, 18.0, None, 2013-01-25 00:00:00, -11.8, -2.8
None, 1.0, None, 2013-01-26 00:00:00, -12.9, -3.9
None, 8.0, None, 2013-01-27 00:00:00, -8.6, -5.8
None, 5.0, None, 2013-01-28 00:00:00, -12.5, -5.3
None, 5.2, None, 2013-01-29 00:00:00, -12.6, -6.3
None, 7.8, None, 2013-01-30 00:00:00, -7.1, -1.9
None, 21.9, None, 2013-01-31 00:00:00, -3.9, -1.0
None, 0.3, None, 2013-02-01 00:00:00, -4.9, -0.1
None, 0.0, None, 2013-02-02 00:00:00, -7.6, -0.4
None, 6.0, None, 2013-02-03 00:00:00, -8.8, 0.0
None, 3.2, None, 2013-02-04 00:00:00, -4.3, -2.5
None, 8.6, None, 2013-02-05 00:00:00, -4.2, -2.5
None, 7.9, None, 2013-02-06 00:00:00, -7.2, -2.4
None, 4.0, None, 2013-02-07 00:00:00, -10.7, -1.3
None, 0.0, None, 2013-02-08 00:00:00, -13.4, -3.6
None, 0.0, None, 2013-02-09 00:00:00, -11.1, -1.6
None, 0.0, None, 2013-02-10 00:00:00, -13.2, -6.3
None, 0.0, None, 2013-02-11 00:00:00, -12.0, 0.5
None, 4.0, None, 2013-02-12 00:00:00, -5.9, -3.2
None, 4.0, None, 2013-02-13 00:00:00, -11.6, -2.6
None, 0.0, None, 2013-02-14 00:00:00, -12.9, -3.3
None, 0.2, None, 2013-02-15 00:00:00, -5.7, 0.1
None, 16.9, None, 2013-02-16 00:00:00, -5.7, -1.8
None, 2.1, None, 2013-02-17 00:00:00, -13.2, -3.6
None, 0.0, None, 2013-02-18 00:00:00, -14.7, -4.3
None, 0.0, None, 2013-02-19 00:00:00, -13.8, -2.2
None, 0.0, None, 2013-02-20 00:00:00, -12.9, -0.2
None, 6.9, None, 2013-02-21 00:00:00, -8.9, -5.6
None, 18.0, None, 2013-02-22 00:00:00, -7.3, -5.3
None, 7.1, None, 2013-02-23 00:00:00, -9.9, -2.7
None, 3.0, None, 2013-02-24 00:00:00, -8.3, -3.9
None, 11.5, None, 2013-02-25 00:00:00, -8.2, -2.8
None, 3.0, None, 2013-02-26 00:00:00, -11.4, -1.6
None, 10.0, None, 2013-02-27 00:00:00, -8.2, -2.5
None, 7.0, None, 2013-02-28 00:00:00, -6.6, -1.3
None, 59.8, None, 2013-03-01 00:00:00, -3.3, 0.9
None, 11.2, None, 2013-03-02 00:00:00, -3.7, 1.6
None, 7.0, None, 2013-03-03 00:00:00, -13.7, -2.2
None, 0.0, None, 2013-03-04 00:00:00, -14.9, -3.2
None, 0.0, None, 2013-03-05 00:00:00, -14.3, 0.3
None, 4.0, None, 2013-03-06 00:00:00, -8.1, 0.1
None, 3.0, None, 2013-03-07 00:00:00, -7.0, -1.2
None, 0.0, None, 2013-03-08 00:00:00, -7.0, -1.0
None, 0.0, None, 2013-03-09 00:00:00, -13.0, 7.1
None, 4.9, None, 2013-03-10 00:00:00, -9.0, -0.1
None, 0.1, None, 2013-03-11 00:00:00, -12.3, -0.8
None, 33.9, None, 2013-03-12 00:00:00, -7.6, -0.2
None, 21.0, None, 2013-03-13 00:00:00, -0.4, 1.7
None, 52.9, None, 2013-03-14 00:00:00, -0.2, 1.2
None, 5.3, None, 2013-03-15 00:00:00, -3.6, 3.6
None, 21.9, None, 2013-03-16 00:00:00, -5.7, 2.8
None, 12.1, None, 2013-03-17 00:00:00, -8.9, -1.5
None, 3.0, None, 2013-03-18 00:00:00, -15.4, -2.5
