WSPD_SCLR,time,week_of_year
3.44903,2018-06-04 00:00:00,23
2.43884,2018-06-04 01:00:00,23
1.63151,2018-06-04 02:00:00,23
1.89586,2018-06-04 03:00:00,23
1.86636,2018-06-04 04:00:00,23
2.00584,2018-06-04 05:00:00,23
2.06505,2018-06-04 06:00:00,23
2.74305,2018-06-04 07:00:00,23
3.44914,2018-06-04 08:00:00,23
4.84784,2018-06-04 09:00:00,23
3.65189,2018-06-04 10:00:00,23
3.2738,2018-06-04 11:00:00,23
4.20208,2018-06-04 12:00:00,23
4.5932,2018-06-04 13:00:00,23
6.04238,2018-06-04 14:00:00,23
5.58959,2018-06-04 15:00:00,23
4.23471,2018-06-04 16:00:00,23
3.67021,2018-06-04 17:00:00,23
3.0717,2018-06-04 18:00:00,23
3.62137,2018-06-04 19:00:00,23
3.44924,2018-06-04 20:00:00,23
2.57887,2018-06-04 21:00:00,23
2.49647,2018-06-04 22:00:00,23
2.23873,2018-06-04 23:00:00,23
2.34226,2018-06-05 00:00:00,23
2.76011,2018-06-05 01:00:00,23
2.50292,2018-06-05 02:00:00,23
1.97029,2018-06-05 03:00:00,23
1.48119,2018-06-05 04:00:00,23
1.63355,2018-06-05 05:00:00,23
1.76936,2018-06-05 06:00:00,23
1.03719,2018-06-05 07:00:00,23
0.638661,2018-06-05 08:00:00,23
1.02483,2018-06-05 09:00:00,23
1.18395,2018-06-05 10:00:00,23
1.5551,2018-06-05 11:00:00,23
1.07928,2018-06-05 12:00:00,23
1.42846,2018-06-05 13:00:00,23
1.57837,2018-06-05 14:00:00,23
1.36511,2018-06-05 15:00:00,23
1.89355,2018-06-05 16:00:00,23
2.85675,2018-06-05 17:00:00,23
2.88733,2018-06-05 18:00:00,23
2.70273,2018-06-05 19:00:00,23
2.4555,2018-06-05 20:00:00,23
1.8228,2018-06-05 21:00:00,23
1.63282,2018-06-05 22:00:00,23
1.63434,2018-06-05 23:00:00,23
0.868716,2018-06-06 00:00:00,23
1.69066,2018-06-06 01:00:00,23
1.35488,2018-06-06 02:00:00,23
2.19874,2018-06-06 03:00:00,23
1.35561,2018-06-06 04:00:00,23
1.46276,2018-06-06 05:00:00,23
2.75772,2018-06-06 06:00:00,23
4.08197,2018-06-06 07:00:00,23
4.90201,2018-06-06 08:00:00,23
5.85202,2018-06-06 09:00:00,23
5.41768,2018-06-06 10:00:00,23
4.99811,2018-06-06 11:00:00,23
5.78287,2018-06-06 12:00:00,23
6.58432,2018-06-06 13:00:00,23
6.36159,2018-06-06 14:00:00,23
6.5562,2018-06-06 15:00:00,23
5.27531,2018-06-06 16:00:00,23
4.8983,2018-06-06 17:00:00,23
3.1507,2018-06-06 18:00:00,23
2.20691,2018-06-06 19:00:00,23
1.50378,2018-06-06 20:00:00,23
0.628942,2018-06-06 21:00:00,23
0.963476,2018-06-06 22:00:00,23
0.711018,2018-06-06 23:00:00,23
1.14908,2018-06-07 00:00:00,23
1.71725,2018-06-07 01:00:00,23
1.53708,2018-06-07 02:00:00,23
2.15837,2018-06-07 03:00:00,23
2.36629,2018-06-07 04:00:00,23
2.47524,2018-06-07 05:00:00,23
2.22449,2018-06-07 06:00:00,23
2.58077,2018-06-07 07:00:00,23
1.7618,2018-06-07 08:00:00,23
1.43899,2018-06-07 09:00:00,23
1.69145,2018-06-07 10:00:00,23
1.79724,2018-06-07 11:00:00,23
2.16836,2018-06-07 12:00:00,23
2.09908,2018-06-07 13:00:00,23
2.7835,2018-06-07 14:00:00,23
3.49212,2018-06-07 15:00:00,23
4.39601,2018-06-07 16:00:00,23
3.28842,2018-06-07 17:00:00,23
1.94805,2018-06-07 18:00:00,23
0.887907,2018-06-07 19:00:00,23
1.20434,2018-06-07 20:00:00,23
0.750598,2018-06-07 21:00:00,23
0.184948,2018-06-07 22:00:00,23
0.730971,2018-06-07 23:00:00,23
2.13773,2018-06-08 00:00:00,23
4.04845,2018-06-08 01:00:00,23
3.13831,2018-06-08 02:00:00,23
1.8657,2018-06-08 03:00:00,23
3.0304,2018-06-08 04:00:00,23
2.71163,2018-06-08 05:00:00,23
1.90855,2018-06-08 06:00:00,23
1.65734,2018-06-08 07:00:00,23
2.87475,2018-06-08 08:00:00,23
3.27102,2018-06-08 09:00:00,23
1.97906,2018-06-08 10:00:00,23
1.99095,2018-06-08 11:00:00,23
1.48761,2018-06-08 12:00:00,23
2.4687,2018-06-08 13:00:00,23
3.21895,2018-06-08 14:00:00,23
4.49989,2018-06-08 15:00:00,23
3.51036,2018-06-08 16:00:00,23
2.88487,2018-06-08 17:00:00,23
2.38058,2018-06-08 18:00:00,23
2.33686,2018-06-08 19:00:00,23
0.760779,2018-06-08 20:00:00,23
1.60064,2018-06-08 21:00:00,23
0.528329,2018-06-08 22:00:00,23
1.03973,2018-06-08 23:00:00,23
1.97816,2018-06-09 00:00:00,23
2.16213,2018-06-09 01:00:00,23
0.879686,2018-06-09 02:00:00,23
2.3244,2018-06-09 03:00:00,23
2.64295,2018-06-09 04:00:00,23
2.98094,2018-06-09 05:00:00,23
2.7608,2018-06-09 06:00:00,23
1.5306,2018-06-09 07:00:00,23
1.15063,2018-06-09 08:00:00,23
1.56882,2018-06-09 09:00:00,23
1.67302,2018-06-09 10:00:00,23
0.732686,2018-06-09 11:00:00,23
1.06488,2018-06-09 12:00:00,23
1.79533,2018-06-09 13:00:00,23
2.75467,2018-06-09 14:00:00,23
2.93562,2018-06-09 15:00:00,23
2.41407,2018-06-09 16:00:00,23
2.96093,2018-06-09 17:00:00,23
3.53437,2018-06-09 18:00:00,23
2.89816,2018-06-09 19:00:00,23
5.62128,2018-06-09 20:00:00,23
4.8789,2018-06-09 21:00:00,23
4.81098,2018-06-09 22:00:00,23
3.49689,2018-06-09 23:00:00,23
3.51817,2018-06-10 00:00:00,23
3.94828,2018-06-10 01:00:00,23
3.53846,2018-06-10 02:00:00,23
1.95845,2018-06-10 03:00:00,23
1.59228,2018-06-10 04:00:00,23
2.03968,2018-06-10 05:00:00,23
3.9659,2018-06-10 06:00:00,23
3.61089,2018-06-10 07:00:00,23
3.37825,2018-06-10 08:00:00,23
3.66708,2018-06-10 09:00:00,23
3.68545,2018-06-10 10:00:00,23
3.92174,2018-06-10 11:00:00,23
2.53401,2018-06-10 12:00:00,23
1.47539,2018-06-10 13:00:00,23
2.33855,2018-06-10 14:00:00,23
2.67238,2018-06-10 15:00:00,23
4.1148,2018-06-10 16:00:00,23
3.95109,2018-06-10 17:00:00,23
3.19513,2018-06-10 18:00:00,23
2.55053,2018-06-10 19:00:00,23
2.38363,2018-06-10 20:00:00,23
3.20732,2018-06-10 21:00:00,23
4.07996,2018-06-10 22:00:00,23
5.4007,2018-06-10 23:00:00,23
