wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
104.0, 91.0, 1.7, 0.0, -7.3, 0.0, -6.1, -8.0, 142.0, 0.0, None, 89.0,2021-03-05 00:00:00, None,10
318.0, 89.0, 0.0, 0.0, -9.5, 4.8, -8.0, -8.1, 104.0, 0.0, None, 89.0,2021-03-05 01:00:00, None,10
63.0, 89.0, 4.8, 0.0, -9.6, 0.0, -8.1, -7.7, 318.0, 0.0, 0.0, 90.0,2021-03-05 02:00:00, None,10
17.0, 90.0, 0.0, 0.0, -9.1, 4.3, -7.7, -6.9, 63.0, 0.0, 0.0, 91.0,2021-03-05 03:00:00, None,10
95.0, 91.0, 4.3, 0.0, -8.1, 10.2, -6.9, -4.2, 17.0, 0.0, 0.0, 88.0,2021-03-05 04:00:00, None,10
72.0, 88.0, 10.2, 0.0, -5.9, 10.4, -4.2, -3.0, 95.0, 0.0, 0.0, 88.0,2021-03-05 05:00:00, None,10
96.0, 88.0, 10.4, 0.0, -4.7, 7.7, -3.0, -2.8, 72.0, 0.0, 0.0, 91.0,2021-03-05 06:00:00, None,10
84.0, 91.0, 7.7, 0.0, -4.1, 12.6, -2.8, -2.2, 96.0, 0.0, 0.0, 90.0,2021-03-05 07:00:00, None,10
98.0, 90.0, 12.6, 0.0, -3.6, 8.6, -2.2, -1.7, 84.0, 0.0, 0.0, 89.0,2021-03-05 08:00:00, None,10
121.0, 89.0, 8.6, 0.0, -3.3, 11.7, -1.7, -0.1, 98.0, 0.0, 0.0, 81.0,2021-03-05 09:00:00, None,10
134.0, 81.0, 11.7, 0.0, -3.0, 12.6, -0.1, 1.4, 121.0, 0.0, 0.0, 74.0,2021-03-05 10:00:00, None,10
157.0, 74.0, 12.6, 0.0, -2.7, 15.0, 1.4, 2.4, 134.0, 0.0, 0.0, 68.0,2021-03-05 11:00:00, None,10
187.0, 68.0, 15.0, 0.0, -2.9, 16.4, 2.4, 2.3, 157.0, 0.0, 0.0, 69.0,2021-03-05 12:00:00, None,10
187.0, 69.0, 16.4, 0.0, -2.8, 14.2, 2.3, 2.2, 187.0, 0.0, 0.0, 72.0,2021-03-05 13:00:00, None,10
214.0, 72.0, 14.2, 0.0, -2.3, 14.8, 2.2, -1.0, 187.0, 0.0, 0.0, 88.0,2021-03-05 14:00:00, None,10
194.0, 88.0, 14.8, 0.0, -2.7, 10.2, -1.0, -0.7, 214.0, 0.0, 0.0, 85.0,2021-03-05 15:00:00, None,10
193.0, 85.0, 10.2, 0.0, -2.9, 11.7, -0.7, -0.9, 194.0, 0.0, 0.0, 83.0,2021-03-05 16:00:00, None,10
216.0, 83.0, 11.7, 0.0, -3.4, 6.9, -0.9, -2.8, 193.0, 0.0, 0.0, 90.0,2021-03-05 17:00:00, None,10
169.0, 90.0, 6.9, 0.0, -4.2, 7.1, -2.8, -3.8, 216.0, 0.0, 0.0, 89.0,2021-03-05 18:00:00, None,10
149.0, 89.0, 7.1, 0.0, -5.3, 3.7, -3.8, -5.2, 169.0, 0.0, 0.0, 91.0,2021-03-05 19:00:00, None,10
175.0, 91.0, 3.7, 0.0, -6.4, 10.0, -5.2, -5.2, 149.0, 0.0, 0.0, 90.0,2021-03-05 20:00:00, None,10
198.0, None, None, 0.0, None, 6.1, None, -6.2, None, None, None, 92.0,2021-03-05 21:00:00, None,10
197.0, 92.0, 6.1, 0.0, -7.3, 5.6, -6.2, -7.8, 198.0, 0.0, 0.0, 94.0,2021-03-05 22:00:00, None,10
201.0, 94.0, 5.6, 0.0, -8.6, 5.0, -7.8, -7.3, 197.0, 0.0, 0.0, 91.0,2021-03-05 23:00:00, None,10
216.0, None, None, 0.0, None, 6.8, None, -7.0, None, None, None, 90.0,2021-03-06 00:00:00, None,10
215.0, None, None, 0.0, None, 7.1, None, -7.6, None, None, None, 89.0,2021-03-06 01:00:00, None,10
194.0, 89.0, 7.1, 0.0, -9.1, 2.9, -7.6, -10.0, 215.0, 0.0, 0.0, 83.0,2021-03-06 02:00:00, None,10
297.0, 83.0, 2.9, 0.0, -12.3, 5.5, -10.0, -14.9, 194.0, 0.0, 0.0, 79.0,2021-03-06 03:00:00, None,10
336.0, None, None, 0.0, None, 5.2, None, -17.5, None, None, None, 79.0,2021-03-06 04:00:00, None,10
23.0, None, None, 0.0, None, 0.0, None, -17.1, None, None, None, 79.0,2021-03-06 05:00:00, None,10
326.0, None, None, 0.0, None, 4.2, None, -17.4, None, None, None, 79.0,2021-03-06 06:00:00, None,10
