IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2019-07-09,0.009,54.81483333,-128.28348333
2019-07-09,5.0,56.6915,-130.7723
2019-07-09,0.009,49.18421667,-125.07136667
2019-07-09,0.009,54.81483333,-128.28348333
2019-07-09,0.009,55.05426667,-128.1029
2019-07-09,0.5,51.0375,-126.9718
2019-07-09,0.009,54.8148,-128.2835
2019-07-09,0.5,51.03746667,-126.97183333
2019-07-09,5.0,56.6915321,-130.7723236
2019-07-09,0.009,56.7005348,-130.7847595
2019-07-09,0.009,49.3169,-118.9014
2019-07-09,0.009,49.18421667,-125.07136667
2019-07-09,7.0,56.7057,-130.7187
2019-07-09,0.009,56.7005348,-130.7847595
2019-07-09,5.0,56.6915321,-130.7723236
2019-07-09,0.5,51.03746667,-126.97183333
2019-07-09,0.009,55.05426667,-128.1029
2019-07-09,0.009,49.1842,-125.0714
2019-07-09,0.009,56.7005,-130.7848
2019-07-10,0.009,56.7611,-130.6122
2019-07-10,0.009,49.86995,-117.4135
2019-07-10,0.1,57.8149986,-131.2889862
2019-07-10,0.009,56.76106667,-130.61216667
2019-07-10,102.0,57.0434,-131.2401
2019-07-10,0.009,53.0158,-119.2829
2019-07-10,102.0,57.0434,-131.2401333
2019-07-10,0.009,49.87,-117.4135
2019-07-10,30.0,52.607,-127.0733
2019-07-10,30.0,52.607,-127.07326667
2019-07-10,0.009,55.0543,-128.1029
2019-07-10,0.0,54.3628,-126.5444
2019-07-10,0.009,51.2772,-119.9226
2019-07-10,30.0,52.607,-127.07326667
2019-07-10,0.09,49.26188333,-124.7141
2019-07-10,0.1,57.8149986,-131.2889862
2019-07-10,0.1,57.815,-131.289
2019-07-10,0.009,56.76106667,-130.61216667
2019-07-10,0.009,49.86995,-117.4135
2019-07-10,0.09,49.26188333,-124.7141
2019-07-10,102.0,57.0434,-131.2401333
2019-07-10,0.009,49.9872,-124.2811
2019-07-11,10.0,56.5354,-121.22955
2019-07-11,10.0,56.5354,-121.22955
2019-07-11,0.009,52.8085,-122.5624
2019-07-11,0.01,57.5101,-130.2678
2019-07-11,0.009,49.639,-116.7852
2019-07-11,0.009,51.8642,-121.66538333
2019-07-11,10.0,56.5354,-121.2296
2019-07-11,0.009,51.8642,-121.6654
2019-07-11,0.009,51.8642,-121.66538333
2019-07-11,0.0,54.0406,-122.8293
2019-07-12,0.009,56.70611667,-130.61545
2019-07-12,0.009,51.5278,-120.6849
2019-07-12,0.009,56.7061,-130.6155
2019-07-12,0.01,54.6242,-124.3546
2019-07-12,0.009,56.70611667,-130.61545
2019-07-13,0.01,50.17498333,-121.06011667
2019-07-13,0.0,53.0532,-119.1696
2019-07-13,0.009,50.08165,-123.05551667
2019-07-13,0.009,49.5981,-118.1684
2019-07-13,0.0,51.1738,-119.6631
2019-07-13,0.009,51.2174,-122.1509
2019-07-13,0.01,50.175,-121.0601
2019-07-13,0.01,50.17498333,-121.06011667
2019-07-13,0.009,54.1866,-124.7157
2019-07-13,0.009,52.9965,-123.1415
2019-07-13,0.009,50.08165,-123.05551667
2019-07-14,0.8,49.2343,-119.5029
2019-07-14,0.09,49.2619,-124.7141
2019-07-14,0.009,50.3718,-118.6429
2019-07-14,0.009,50.1968667,-118.946
2019-07-14,0.009,53.96991667,-122.98466667
2019-07-14,0.2,56.14051667,-129.24893333
2019-07-14,0.009,53.96991667,-122.98466667
2019-07-14,0.009,50.566,-119.6094
2019-07-14,0.009,50.5665,-119.6103
2019-07-14,0.009,50.1968667,-118.946
2019-07-14,0.2,56.14051667,-129.24893333
2019-07-14,0.0,49.4034,-121.8459
2019-07-14,0.009,50.1969,-118.946
2019-07-14,0.136,55.48063333,-121.53093333
2019-07-14,0.8,49.2343,-119.50288333
2019-07-14,0.009,53.9699,-122.9847
2019-07-14,0.009,50.0817,-123.0555
2019-07-14,0.136,55.4806,-121.5309
2019-07-14,0.8,49.2343,-119.50288333
2019-07-14,0.0,49.57,-121.7676
2019-07-14,0.009,49.9009,-114.8564
2019-07-14,0.136,55.48063333,-121.53093333
2019-07-15,0.009,51.481,-117.3659
2019-07-15,0.009,49.9764,-117.3255
2019-07-15,0.1,56.22321667,-129.06403333
2019-07-15,0.1,56.22321667,-129.06403333
2019-07-15,0.009,50.266,-119.0897
2019-07-15,0.0,52.2393,-119.2042
2019-07-15,0.0,56.1739,-120.8145
