IGNITION_DATE,FIRE_SIZE_HA,LATITUDE,LONGITUDE
2019-07-01,0.009,50.1841,-115.2804
2019-07-01,0.009,54.946,-126.6236
2019-07-01,0.009,49.2662,-115.2866
2019-07-01,0.009,49.5832,-118.8847
2019-07-01,0.009,49.5883,-118.922
2019-07-01,0.009,57.4307,-130.2828
2019-07-01,0.009,49.605,-118.922
2019-07-01,0.0,49.0536,-123.6555
2019-07-01,0.3,59.66795,-128.56266667
2019-07-01,0.95,48.54501667,-123.463
2019-07-01,0.009,50.2796,-116.9247
2019-07-01,0.009,51.7527,-120.8688
2019-07-01,0.95,48.545,-123.463
2019-07-01,0.009,50.7723,-122.296
2019-07-01,0.009,53.9404,-124.5829
2019-07-01,0.0,49.0714,-120.718
2019-07-01,0.01,54.6242332,-124.3546295
2019-07-01,0.009,50.8659,-122.8951
2019-07-01,0.009,49.7407,-115.3256
2019-07-01,0.009,50.8115,-116.2667
2019-07-01,0.0,49.5168,-121.7675
2019-07-01,0.009,57.43066667,-130.28283333
2019-07-01,0.0,49.5188,-121.7678
2019-07-01,0.009,50.3686,-116.3541
2019-07-01,0.0,49.4902,-121.843
2019-07-01,0.009,50.546,-116.1228
2019-07-01,0.0,50.3,-126.92
2019-07-01,0.009,54.3452492,-124.6076355
2019-07-01,0.009,54.94601667,-126.62361667
2019-07-01,0.25,55.22676667,-127.03553333
2019-07-01,0.009,49.2717,-115.2939
2019-07-01,0.009,50.0073,-119.3047
2019-07-01,0.0,49.3563,-125.3914
2019-07-01,0.25,55.22676667,-127.03553333
2019-07-01,0.95,48.54501667,-123.463
2019-07-01,0.009,54.3452492,-124.6076355
2019-07-01,0.3,59.66795,-128.56266667
2019-07-01,0.009,54.94601667,-126.62361667
2019-07-01,0.009,57.43066667,-130.28283333
2019-07-01,0.01,54.6242332,-124.3546295
2019-07-02,0.009,50.7131,-119.0442
2019-07-02,0.009,54.3452,-124.6076
2019-07-02,0.75,55.5139,-127.0332
2019-07-02,0.01,49.5731,-118.1179
2019-07-02,0.25,55.2268,-127.0355
2019-07-02,0.75,55.5139,-127.0332
2019-07-02,0.9,55.5638,-127.8073
2019-07-02,0.009,54.84423333,-128.82278333
2019-07-02,0.75,55.5139,-127.0332
2019-07-02,0.009,48.46441667,-123.5824
2019-07-02,0.009,49.043,-118.37378333
