WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
86.2,2.2, None,95.5,2018-11-05 00:00:00,45
281.3,2.0, None,96.2,2018-11-05 01:00:00,45
104.4,2.1, None,96.1,2018-11-05 02:00:00,45
346.4,2.2, None,95.0,2018-11-05 03:00:00,45
129.3,2.8, None,92.2,2018-11-05 04:00:00,45
118.3,3.4, None,87.4,2018-11-05 05:00:00,45
126.6,3.6, None,84.4,2018-11-05 06:00:00,45
133.1,3.5, None,86.0,2018-11-05 07:00:00,45
1.5,2.7, None,93.9,2018-11-05 08:00:00,45
334.1,2.5, None,96.5,2018-11-05 09:00:00,45
313.8,3.3, None,95.0,2018-11-05 10:00:00,45
329.9,3.4, None,93.2,2018-11-05 11:00:00,45
327.1,3.8, None,90.9,2018-11-05 12:00:00,45
329.4,4.2, None,89.7,2018-11-05 13:00:00,45
331.1,4.3, None,87.8,2018-11-05 14:00:00,45
329.6,3.6, None,87.4,2018-11-05 15:00:00,45
335.6,3.0, None,88.0,2018-11-05 16:00:00,45
333.4,2.4, None,88.0,2018-11-05 17:00:00,45
332.3,1.9, None,89.5,2018-11-05 18:00:00,45
335.1,1.3, None,91.9,2018-11-05 19:00:00,45
337.2,1.3, None,90.2,2018-11-05 20:00:00,45
345.8,1.0, None,87.4,2018-11-05 21:00:00,45
351.3,0.8, None,86.8,2018-11-05 22:00:00,45
355.1,0.3, None,89.7,2018-11-05 23:00:00,45
356.1,0.2, None,88.1,2018-11-06 00:00:00,45
351.5,0.2, None,85.6,2018-11-06 01:00:00,45
351.5,-0.1, None,85.8,2018-11-06 02:00:00,45
355.3,-0.4, None,85.6,2018-11-06 03:00:00,45
355.6,-0.5, None,85.3,2018-11-06 04:00:00,45
351.5,-0.5, None,82.0,2018-11-06 05:00:00,45
339.2,-0.5, None,79.5,2018-11-06 06:00:00,45
337.4,-0.7, None,81.7,2018-11-06 07:00:00,45
343.7,-1.6, None,92.4,2018-11-06 08:00:00,45
347.4,-1.6, None,94.0,2018-11-06 09:00:00,45
