CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,2.186,73.9, None,2017-10-15 00:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,42
None,1.658,74.6, None,2017-10-15 01:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,42
None,2.033,74.8, None,2017-10-15 02:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,42
None,2.774,75.0, None,2017-10-15 03:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,2.889,75.4, None,2017-10-15 04:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,2.697,76.0, None,2017-10-15 05:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,2.793,76.5, None,2017-10-15 06:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,1.822,76.8, None,2017-10-15 07:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,42
None,1.351,77.0, None,2017-10-15 08:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,42
None,2.119,77.0, None,2017-10-15 09:00:00, None, None, None, None, None, -1.0, None, None, None, None, None, None,42
None,4.105,76.9, None,2017-10-15 10:00:00, None, None, None, None, None, 0.0, None, None, None, None, None, None,42
None,4.956,77.4, None,2017-10-15 11:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
None,5.617,78.7, None,2017-10-15 12:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,42
None,6.214,72.6, None,2017-10-15 13:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,42
None,6.118,70.7, None,2017-10-15 14:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
None,6.617,66.08, None,2017-10-15 15:00:00, None, None, None, None, None, 1.0, None, None, None, None, None, None,42
