wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
,92.0, 5.3, None,8.9, None,10.1, None,33.0,0.0,2.6, None,2022-06-18 00:00:00,25
,94.0, 3.4, None,8.8, None,9.7, None,67.0,0.0,2.6, None,2022-06-18 01:00:00,25
,97.0, 2.7, None,8.6, None,9.1, None,342.0,0.0,2.6, None,2022-06-18 02:00:00,25
,99.0, 5.6, None,8.0, None,8.1, None,32.0,0.0,2.6, None,2022-06-18 03:00:00,25
,99.0, 3.1, None,7.9, None,8.0, None,207.0,0.0,2.6, None,2022-06-18 04:00:00,25
,100.0, 3.9, None,7.7, None,7.7, None,6.0,0.0,2.6, None,2022-06-18 05:00:00,25
,100.0, None, None,7.0, None,7.0, None,40.0,0.0,2.6, None,2022-06-18 06:00:00,25
,91.0, None, None,7.8, None,9.2, None,37.0,0.0,2.6, None,2022-06-18 07:00:00,25
,77.0, 5.9, None,9.2, None,13.1, None,341.0,0.0,2.6, None,2022-06-18 08:00:00,25
,61.0, 3.8, None,8.5, None,16.0, None,156.0,0.0,2.6, None,2022-06-18 09:00:00,25
,65.0, 12.8, None,9.1, None,15.7, None,199.0,0.0,2.6, None,2022-06-18 10:00:00,25
,49.0, 6.7, None,7.8, None,18.7, None,145.0,0.0,2.6, None,2022-06-18 11:00:00,25
,55.0, 8.2, None,8.4, None,17.5, None,324.0,0.0,2.6, None,2022-06-18 12:00:00,25
,96.0, 6.6, None,10.7, None,11.3, None,346.0,7.2,9.8, None,2022-06-18 13:00:00,25
,96.0, None, None,11.0, None,11.6, None,354.0,3.4,13.2, None,2022-06-18 14:00:00,25
,85.0, 6.9, None,11.5, None,14.0, None,327.0,0.2,13.4, None,2022-06-18 15:00:00,25
,80.0, 5.7, None,11.5, None,14.9, None,7.0,0.0,11.6, None,2022-06-18 16:00:00,25
,75.0, 6.1, None,11.7, None,16.1, None,326.0,0.0,10.8, None,2022-06-18 17:00:00,25
,64.0, 5.4, None,9.0, None,15.8, None,110.0,0.0,10.8, None,2022-06-18 18:00:00,25
,70.0, 7.8, None,8.6, None,14.0, None,169.0,0.0,10.8, None,2022-06-18 19:00:00,25
,77.0, 12.4, None,8.5, None,12.4, None,152.0,0.4,11.2, None,2022-06-18 20:00:00,25
,96.0, 7.8, None,9.1, None,9.7, None,166.0,1.4,12.6, None,2022-06-18 21:00:00,25
,93.0, None, None,8.4, None,9.5, None,144.0,0.2,12.8, None,2022-06-18 22:00:00,25
,97.0, 4.5, None,8.5, None,9.0, None,152.0,0.2,13.0, None,2022-06-18 23:00:00,25
,100.0, 2.2, None,8.7, None,8.7, None,177.0,0.4,13.4, None,2022-06-19 00:00:00,25
,100.0, 3.8, None,8.6, None,8.6, None,188.0,2.0,15.4, None,2022-06-19 01:00:00,25
,100.0, 5.6, None,8.6, None,8.6, None,187.0,0.0,15.4, None,2022-06-19 02:00:00,25
,100.0, 2.4, None,8.4, None,8.4, None,33.0,0.0,15.4, None,2022-06-19 03:00:00,25
,100.0, 3.1, None,8.1, None,8.1, None,171.0,0.0,15.4, None,2022-06-19 04:00:00,25
,100.0, 4.3, None,8.2, None,8.2, None,339.0,0.0,15.4, None,2022-06-19 05:00:00,25
,100.0, 2.2, None,8.5, None,8.5, None,293.0,0.2,15.6, None,2022-06-19 06:00:00,25
,100.0, 2.5, None,8.9, None,8.9, None,245.0,0.0,15.6, None,2022-06-19 07:00:00,25
,90.0, 3.7, None,9.3, None,10.9, None,211.0,0.0,15.6, None,2022-06-19 08:00:00,25
,90.0, None, None,9.1, None,10.7, None,169.0,0.0,15.6, None,2022-06-19 09:00:00,25
,82.0, 7.3, None,9.2, None,12.2, None,232.0,0.0,15.6, None,2022-06-19 10:00:00,25
,63.0, 10.3, None,7.1, None,14.0, None,205.0,0.0,15.6, None,2022-06-19 11:00:00,25
,70.0, None, None,8.5, None,13.9, None,207.0,0.0,15.6, None,2022-06-19 12:00:00,25
,59.0, 9.2, None,7.6, None,15.6, None,240.0,0.0,8.4, None,2022-06-19 13:00:00,25
,71.0, 8.7, None,8.1, None,13.2, None,245.0,0.0,5.0, None,2022-06-19 14:00:00,25
,66.0, None, None,10.1, None,16.5, None,294.0,0.4,5.2, None,2022-06-19 15:00:00,25
,58.0, 7.4, None,8.7, None,17.0, None,201.0,0.2,5.4, None,2022-06-19 16:00:00,25
,53.0, 4.9, None,6.9, None,16.5, None,228.0,0.0,5.4, None,2022-06-19 17:00:00,25
,49.0, 4.6, None,7.6, None,18.5, None,124.0,0.0,5.4, None,2022-06-19 18:00:00,25
,86.0, 6.9, None,10.0, None,12.3, None,310.0,1.0,6.4, None,2022-06-19 19:00:00,25
,96.0, 1.8, None,10.9, None,11.5, None,181.0,0.0,6.0, None,2022-06-19 20:00:00,25
,98.0, None, None,10.9, None,11.2, None,19.0,0.0,4.6, None,2022-06-19 21:00:00,25
,99.0, 4.3, None,10.6, None,10.8, None,2.0,0.0,4.4, None,2022-06-19 22:00:00,25
