AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
4.8, 0.0,0.0, 8.7, 0.0,2017-04-30 00:00:00, 221.0,96.0,18
4.7, None,0.25, 6.4, None,2017-04-30 00:15:00, 246.0,97.0,18
4.6, None,0.0, 3.7, None,2017-04-30 00:30:00, 203.0,98.0,18
4.5, None,0.0, 9.4, None,2017-04-30 00:45:00, 252.0,98.0,18
4.4, 1.0,0.26, 6.2, 0.0,2017-04-30 01:00:00, 221.0,98.0,18
4.1, None,0.0, 11.5, None,2017-04-30 01:15:00, 265.0,97.0,18
3.9, None,0.0, 12.6, None,2017-04-30 01:30:00, 270.0,95.0,18
3.7, None,0.0, 11.5, None,2017-04-30 01:45:00, 288.0,93.0,18
3.5, -1.0,0.0, 13.3, 0.0,2017-04-30 02:00:00, 268.0,92.0,18
3.5, None,0.0, 11.4, None,2017-04-30 02:15:00, 270.0,88.0,18
3.2, None,0.0, 7.8, None,2017-04-30 02:30:00, 286.0,89.0,18
2.9, None,0.0, 7.2, None,2017-04-30 02:45:00, 257.0,92.0,18
2.7, 0.0,0.25, 4.1, 0.0,2017-04-30 03:00:00, 208.0,94.0,18
2.7, None,0.0, 4.2, None,2017-04-30 03:15:00, 205.0,94.0,18
2.8, None,0.0, 8.4, None,2017-04-30 03:30:00, 236.0,92.0,18
2.9, None,0.0, 9.2, None,2017-04-30 03:45:00, 260.0,90.0,18
2.4, 0.0,0.0, 8.3, 0.0,2017-04-30 04:00:00, 221.0,93.0,18
2.2, None,0.0, 9.6, None,2017-04-30 04:15:00, 228.0,92.0,18
2.6, None,0.0, 14.2, None,2017-04-30 04:30:00, 237.0,92.0,18
2.5, None,0.0, 5.3, None,2017-04-30 04:45:00, 79.0,93.0,18
2.6, 1.0,0.0, 9.6, 0.0,2017-04-30 05:00:00, 293.0,88.0,18
2.7, None,0.0, 7.8, None,2017-04-30 05:15:00, 286.0,89.0,18
2.8, None,0.0, 7.9, None,2017-04-30 05:30:00, 335.0,90.0,18
2.9, None,0.0, 5.1, None,2017-04-30 05:45:00, 15.0,90.0,18
3.0, 0.0,0.0, 5.4, 0.0,2017-04-30 06:00:00, 330.0,92.0,18
3.2, None,0.0, 4.6, None,2017-04-30 06:15:00, 6.0,90.0,18
3.5, None,0.0, 6.7, None,2017-04-30 06:30:00, 310.0,87.0,18
4.2, None,0.0, 8.0, None,2017-04-30 06:45:00, 284.0,84.0,18
4.4, 0.0,0.0, 9.2, 0.0,2017-04-30 07:00:00, 284.0,81.0,18
4.4, None,0.0, 8.7, None,2017-04-30 07:15:00, 269.0,81.0,18
4.9, None,0.0, 10.5, None,2017-04-30 07:30:00, 265.0,79.0,18
5.2, None,0.0, 14.6, None,2017-04-30 07:45:00, 267.0,78.0,18
4.8, 0.0,0.0, 14.7, 0.0,2017-04-30 08:00:00, 267.0,83.0,18
4.8, None,0.0, 14.0, None,2017-04-30 08:15:00, 281.0,82.0,18
5.2, None,0.0, 16.6, None,2017-04-30 08:30:00, 263.0,79.0,18
5.5, None,0.0, 14.5, None,2017-04-30 08:45:00, 259.0,78.0,18
6.2, -1.0,0.0, 9.6, 0.0,2017-04-30 09:00:00, 258.0,76.0,18
6.1, None,0.0, 13.0, None,2017-04-30 09:15:00, 270.0,74.0,18
