wind_speed,mean_sea_level,dew_point,wind_direction,relative_humidity,air_temperature,time,air_temperature_yesterday_low,total_precipitation,wind_gust_speed,air_temperature_yesterday_high,tendency_amount,week_of_year
7.0,102.0,4.7, 270.0,62.0,11.7,2022-10-15 00:00:00, None, None, None, None,0.11,42
9.0,102.1,4.3, 270.0,63.0,11.0,2022-10-15 01:00:00, None, None, None, None,0.09,42
7.0,102.1,3.8, 270.0,64.0,10.3,2022-10-15 02:00:00, None, None, None, None,0.09,42
8.0,102.1,4.5, 225.0,72.0,9.3,2022-10-15 03:00:00, None, None, None, None,0.09,42
6.0,102.2,4.9, 247.5,72.0,9.7,2022-10-15 04:00:00, None, None, None, None,0.12,42
1.0,102.3,5.8, 315.0,78.0,9.5,2022-10-15 05:00:00, None, None, None, None,0.12,42
8.0,102.3,5.0, 292.5,82.0,7.9,2022-10-15 06:00:00, None, None, None, None,0.14,42
3.0,102.4,4.8, 270.0,81.0,7.7,2022-10-15 07:00:00, None, None, None, None,0.12,42
5.0,102.4,5.4, 247.5,76.0,9.4,2022-10-15 08:00:00, None, None, None, None,0.14,42
2.0,102.4,6.3, 22.5,66.0,12.4,2022-10-15 09:00:00, None, None, None, None,0.15,42
7.0,102.5,7.5, 0.0,67.0,13.6,2022-10-15 10:00:00, None, None, None, None,0.13,42
8.0,102.4,7.8, 45.0,66.0,14.1,2022-10-15 11:00:00, None, None, None, None,0.06,42
6.0,102.4,7.7, 0.0,60.0,15.5,2022-10-15 12:00:00, None, None, None, None,-0.02,42
9.0,102.4,6.9, 22.5,55.0,15.9,2022-10-15 13:00:00, None, None, None, None,-0.09,42
9.0,102.3,6.8, 0.0,52.0,16.9,2022-10-15 14:00:00, None, None, None, None,-0.14,42
4.0,102.2,6.9, 337.5,50.0,17.5,2022-10-15 15:00:00, None, None, None, None,-0.18,42
3.0,102.2,6.9, 45.0,50.0,17.6,2022-10-15 16:00:00, None, None, None, None,-0.18,42
3.0,102.2,6.3, 225.0,54.0,15.5,2022-10-15 17:00:00, None, None, None, None,-0.14,42
2.0,102.2,5.8, 247.5,55.0,14.9,2022-10-15 18:00:00, None, None, None, None,-0.09,42
2.0,102.2,5.7, 157.5,62.0,12.7,2022-10-15 19:00:00, None, None, None, None,0.01,42
