wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
112.0, None, None,0.0, None,3.6, None,-7.5, None, None, None,88.0,2016-12-02 00:00:00,49,,,,,,,,,,,,,
179.0, None, None,0.0, None,0.0, None,-6.5, None, None, None,87.0,2016-12-02 01:00:00,49,,,,,,,,,,,,,
108.0, None, None,0.0, None,2.3, None,-6.1, None, None, None,88.0,2016-12-02 02:00:00,49,,,,,,,,,,,,,
201.0, None, None,0.0, None,2.0, None,-5.8, None, None, None,88.0,2016-12-02 03:00:00,49,,,,,,,,,,,,,
146.0, None, None,0.0, None,2.8, None,-5.4, None, None, None,89.0,2016-12-02 04:00:00,49,,,,,,,,,,,,,
142.0, None, None,0.0, None,1.8, None,-5.1, None, None, None,90.0,2016-12-02 05:00:00,49,,,,,,,,,,,,,
245.0, None, None,0.0, None,2.5, None,-4.6, None, None, None,87.0,2016-12-02 06:00:00,49,,,,,,,,,,,,,
208.0, None, None,0.0, None,5.6, None,-4.1, None, None, None,84.0,2016-12-02 07:00:00,49,,,,,,,,,,,,,
189.0, None, None,0.0, None,6.5, None,-4.0, None, None, None,84.0,2016-12-02 08:00:00,49,,,,,,,,,,,,,
171.0, None, None,0.0, None,8.3, None,-3.9, None, None, None,88.0,2016-12-02 09:00:00,49,,,,,,,,,,,,,
153.0, None, None,0.0, None,8.9, None,-3.9, None, None, None,91.0,2016-12-02 10:00:00,49,,,,,,,,,,,,,
163.0, None, None,0.0, None,8.3, None,-3.5, None, None, None,90.0,2016-12-02 11:00:00,49,,,,,,,,,,,,,
154.0, None, None,0.0, None,12.2, None,-3.2, None, None, None,89.0,2016-12-02 12:00:00,49,,,,,,,,,,,,,
155.0, None, None,0.0, None,11.2, None,-3.2, None, None, None,90.0,2016-12-02 13:00:00,49,,,,,,,,,,,,,
164.0, None, None,0.0, None,8.7, None,-2.6, None, None, None,91.0,2016-12-02 14:00:00,49,,,,,,,,,,,,,
150.0, None, None,0.0, None,10.1, None,-2.4, None, None, None,92.0,2016-12-02 15:00:00,49,,,,,,,,,,,,,
152.0, None, None,0.0, None,10.6, None,-2.5, None, None, None,93.0,2016-12-02 16:00:00,49,,,,,,,,,,,,,
166.0, None, None,0.0, None,9.5, None,-2.4, None, None, None,93.0,2016-12-02 17:00:00,49,,,,,,,,,,,,,
174.0, None, None,0.0, None,8.9, None,-2.2, None, None, None,93.0,2016-12-02 18:00:00,49,,,,,,,,,,,,,
157.0, None, None,0.0, None,7.3, None,-2.4, None, None, None,93.0,2016-12-02 19:00:00,49,,,,,,,,,,,,,
173.0, None, None,0.0, None,8.7, None,-2.4, None, None, None,94.0,2016-12-02 20:00:00,49,,,,,,,,,,,,,
212.0, None, None,0.0, None,6.3, None,-2.5, None, None, None,93.0,2016-12-02 21:00:00,49,,,,,,,,,,,,,
146.0, None, None,0.0, None,2.3, None,-2.4, None, None, None,94.0,2016-12-02 22:00:00,49,,,,,,,,,,,,,
153.0, None, None,0.0, None,3.4, None,-2.6, None, None, None,94.0,2016-12-02 23:00:00,49,,,,,,,,,,,,,
182.0, None, None,0.0, None,5.3, None,-2.4, None, None, None,93.0,2016-12-03 00:00:00,49,,,,,,,,,,,,,
139.0, None, None,0.0, None,5.6, None,-3.0, None, None, None,93.0,2016-12-03 01:00:00,49,,,,,,,,,,,,,
153.0, None, None,0.0, None,4.7, None,-2.8, None, None, None,94.0,2016-12-03 02:00:00,49,,,,,,,,,,,,,
164.0, None, None,0.0, None,2.0, None,-3.3, None, None, None,93.0,2016-12-03 03:00:00,49,,,,,,,,,,,,,
19.0, None, None,0.0, None,2.3, None,-4.3, None, None, None,92.0,2016-12-03 04:00:00,49,,,,,,,,,,,,,
312.0, None, None,0.0, None,2.6, None,-5.1, None, None, None,91.0,2016-12-03 05:00:00,49,,,,,,,,,,,,,
43.0, None, None,0.0, None,2.6, None,-5.7, None, None, None,90.0,2016-12-03 06:00:00,49,,,,,,,,,,,,,
23.0, None, None,0.0, None,4.3, None,-6.8, None, None, None,88.0,2016-12-03 07:00:00,49,,,,,,,,,,,,,
324.0, None, None,0.0, None,3.6, None,-6.9, None, None, None,90.0,2016-12-03 08:00:00,49,,,,,,,,,,,,,
319.0, None, None,0.0, None,2.8, None,-4.2, None, None, None,91.0,2016-12-03 09:00:00,49,,,,,,,,,,,,,
