BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
1018.0, 1.1, None,89.2, None,2020-05-06 00:00:00, None,19
1017.0, 0.5, None,90.8, None,2020-05-06 01:00:00, None,19
1018.0, -0.8, None,94.8, None,2020-05-06 02:00:00, None,19
1017.0, -1.0, None,97.3, None,2020-05-06 03:00:00, None,19
1017.0, -2.1, None,96.7, None,2020-05-06 04:00:00, None,19
1018.0, -1.8, None,96.2, None,2020-05-06 05:00:00, None,19
1018.0, -1.4, None,99.7, None,2020-05-06 06:00:00, None,19
1018.0, 1.4, None,92.8, None,2020-05-06 07:00:00, None,19
1019.0, 3.5, None,83.0, None,2020-05-06 08:00:00, None,19
1018.0, 7.0, None,67.4, None,2020-05-06 09:00:00, None,19
1017.0, 11.1, None,52.2, None,2020-05-06 10:00:00, None,19
1017.0, 15.0, None,31.9, None,2020-05-06 11:00:00, None,19
1016.0, 16.6, None,20.7, None,2020-05-06 12:00:00, None,19
1016.0, 17.2, None,22.0, None,2020-05-06 13:00:00, None,19
1016.0, 17.3, None,24.3, None,2020-05-06 14:00:00, None,19
1016.0, 17.5, None,24.1, None,2020-05-06 15:00:00, None,19
1017.0, 17.8, None,22.9, None,2020-05-06 16:00:00, None,19
1017.0, 18.1, None,22.4, None,2020-05-06 17:00:00, None,19
1017.0, 18.0, None,22.5, None,2020-05-06 18:00:00, None,19
1017.0, 16.4, None,26.5, None,2020-05-06 19:00:00, None,19
1017.0, 15.4, None,29.4, None,2020-05-06 20:00:00, None,19
1018.0, 14.9, None,30.7, None,2020-05-06 21:00:00, None,19
1019.0, 13.8, None,34.6, None,2020-05-06 22:00:00, None,19
1020.0, 12.0, None,42.9, None,2020-05-06 23:00:00, None,19
1020.0, 11.8, None,43.4, None,2020-05-07 00:00:00, None,19
1021.0, 11.0, None,47.0, None,2020-05-07 01:00:00, None,19
1022.0, 10.1, None,52.5, None,2020-05-07 02:00:00, None,19
1022.0, 9.8, None,55.6, None,2020-05-07 03:00:00, None,19
1023.0, 9.9, None,59.9, None,2020-05-07 04:00:00, None,19
1024.0, 9.8, None,71.1, None,2020-05-07 05:00:00, None,19
1025.0, 8.8, None,85.3, None,2020-05-07 06:00:00, None,19
1025.0, 8.4, None,90.0, None,2020-05-07 07:00:00, None,19
1026.0, 8.3, None,93.4, None,2020-05-07 08:00:00, None,19
1026.0, 8.4, None,96.1, None,2020-05-07 09:00:00, None,19
1027.0, 8.8, None,96.6, None,2020-05-07 10:00:00, None,19
1027.0, 9.1, None,96.4, None,2020-05-07 11:00:00, None,19
1028.0, 9.9, None,89.8, None,2020-05-07 12:00:00, None,19
1028.0, 10.4, None,87.6, None,2020-05-07 13:00:00, None,19
1028.0, 10.9, None,84.0, None,2020-05-07 14:00:00, None,19
1029.0, 11.4, None,76.9, None,2020-05-07 15:00:00, None,19
1029.0, 12.2, None,70.1, None,2020-05-07 16:00:00, None,19
1028.0, 13.0, None,65.6, None,2020-05-07 17:00:00, None,19
1028.0, 12.8, None,64.7, None,2020-05-07 18:00:00, None,19
1028.0, 12.0, None,73.4, None,2020-05-07 19:00:00, None,19
1028.0, 11.2, None,76.7, None,2020-05-07 20:00:00, None,19
1029.0, 10.0, None,82.0, None,2020-05-07 21:00:00, None,19
1030.0, 8.7, None,87.6, None,2020-05-07 22:00:00, None,19
1030.0, 6.3, None,92.0, None,2020-05-07 23:00:00, None,19
1030.0, 5.0, None,96.9, None,2020-05-08 00:00:00, None,19
1030.0, 4.1, None,98.1, None,2020-05-08 01:00:00, None,19
1030.0, 2.2, None,100.0, None,2020-05-08 02:00:00, None,19
1031.0, 1.9, None,99.9, None,2020-05-08 03:00:00, None,19
1031.0, 1.3, None,100.0, None,2020-05-08 04:00:00, None,19
1031.0, 0.8, None,99.9, None,2020-05-08 05:00:00, None,19
1031.0, 2.1, None,99.9, None,2020-05-08 06:00:00, None,19
1032.0, 3.0, None,100.0, None,2020-05-08 07:00:00, None,19
1032.0, 4.7, None,99.7, None,2020-05-08 08:00:00, None,19
1032.0, 7.6, None,86.4, None,2020-05-08 09:00:00, None,19
1031.0, 11.2, None,72.0, None,2020-05-08 10:00:00, None,19
1030.0, 14.7, None,57.6, None,2020-05-08 11:00:00, None,19
1030.0, 16.8, None,44.1, None,2020-05-08 12:00:00, None,19
1030.0, 18.0, None,34.6, None,2020-05-08 13:00:00, None,19
1029.0, 18.3, None,29.9, None,2020-05-08 14:00:00, None,19
1029.0, 16.0, None,41.1, None,2020-05-08 15:00:00, None,19
1028.0, 15.7, None,46.8, None,2020-05-08 16:00:00, None,19
1028.0, 17.3, None,36.5, None,2020-05-08 17:00:00, None,19
1028.0, 17.0, None,33.0, None,2020-05-08 18:00:00, None,19
1027.0, 15.9, None,40.2, None,2020-05-08 19:00:00, None,19
1027.0, 13.5, None,49.8, None,2020-05-08 20:00:00, None,19
1027.0, 11.1, None,57.1, None,2020-05-08 21:00:00, None,19
1028.0, 10.1, None,62.5, None,2020-05-08 22:00:00, None,19
1028.0, 8.9, None,69.5, None,2020-05-08 23:00:00, None,19
1028.0, 8.1, None,75.7, None,2020-05-09 00:00:00, None,19
1029.0, 7.2, None,79.3, None,2020-05-09 01:00:00, None,19
1029.0, 7.0, None,82.1, None,2020-05-09 02:00:00, None,19
1030.0, 6.8, None,83.9, None,2020-05-09 03:00:00, None,19
1030.0, 6.5, None,83.8, None,2020-05-09 04:00:00, None,19
1031.0, 7.1, None,65.3, None,2020-05-09 05:00:00, None,19
1031.0, 7.3, None,50.5, None,2020-05-09 06:00:00, None,19
1032.0, 7.4, None,49.2, None,2020-05-09 07:00:00, None,19
1033.0, 8.2, None,44.2, None,2020-05-09 08:00:00, None,19
1033.0, 8.9, None,40.9, None,2020-05-09 09:00:00, None,19
1034.0, 10.6, None,36.7, None,2020-05-09 10:00:00, None,19
1033.0, 12.3, None,33.0, None,2020-05-09 11:00:00, None,19
1033.0, 13.3, None,32.9, None,2020-05-09 12:00:00, None,19
1032.0, 14.6, None,29.0, None,2020-05-09 13:00:00, None,19
1032.0, 15.6, None,25.0, None,2020-05-09 14:00:00, None,19
1031.0, 15.9, None,23.0, None,2020-05-09 15:00:00, None,19
1031.0, 16.2, None,18.5, None,2020-05-09 16:00:00, None,19
1031.0, 15.5, None,16.5, None,2020-05-09 17:00:00, None,19
1030.0, 15.2, None,16.7, None,2020-05-09 18:00:00, None,19
1030.0, 14.0, None,23.6, None,2020-05-09 19:00:00, None,19
1030.0, 12.0, None,30.6, None,2020-05-09 20:00:00, None,19
1031.0, 9.6, None,38.2, None,2020-05-09 21:00:00, None,19
1032.0, 7.9, None,43.0, None,2020-05-09 22:00:00, None,19
1033.0, 6.5, None,46.7, None,2020-05-09 23:00:00, None,19
1034.0, 5.8, None,50.8, None,2020-05-10 00:00:00, None,19
1033.0, 4.4, None,57.1, None,2020-05-10 01:00:00, None,19
1034.0, 2.7, None,64.1, None,2020-05-10 02:00:00, None,19
1034.0, 1.8, None,68.7, None,2020-05-10 03:00:00, None,19
1034.0, 1.1, None,73.1, None,2020-05-10 04:00:00, None,19
1034.0, 1.0, None,76.1, None,2020-05-10 05:00:00, None,19
1034.0, 2.4, None,78.0, None,2020-05-10 06:00:00, None,19
1034.0, 4.2, None,67.6, None,2020-05-10 07:00:00, None,19
1034.0, 5.8, None,60.0, None,2020-05-10 08:00:00, None,19
1034.0, 6.7, None,56.6, None,2020-05-10 09:00:00, None,19
1034.0, 8.3, None,46.5, None,2020-05-10 10:00:00, None,19
1033.0, 8.1, None,40.1, None,2020-05-10 11:00:00, None,19
1033.0, 8.4, None,40.5, None,2020-05-10 12:00:00, None,19
1032.0, 8.6, None,39.6, None,2020-05-10 13:00:00, None,19
1032.0, 9.0, None,41.9, None,2020-05-10 14:00:00, None,19
1031.0, 9.4, None,40.6, None,2020-05-10 15:00:00, None,19
1031.0, 9.5, None,37.1, None,2020-05-10 16:00:00, None,19
1030.0, 9.3, None,36.8, None,2020-05-10 17:00:00, None,19
1029.0, 9.3, None,35.7, None,2020-05-10 18:00:00, None,19
1029.0, 8.8, None,35.4, None,2020-05-10 19:00:00, None,19
1028.0, 7.3, None,38.1, None,2020-05-10 20:00:00, None,19
1028.0, 5.1, None,43.2, None,2020-05-10 21:00:00, None,19
1027.0, 3.8, None,47.3, None,2020-05-10 22:00:00, None,19
1027.0, 2.0, None,56.7, None,2020-05-10 23:00:00, None,19
1026.0, 0.5, None,68.5, None,2020-05-11 00:00:00, None,19
1026.0, -0.6, None,76.1, None,2020-05-11 01:00:00, None,19
1025.0, -1.8, None,81.5, None,2020-05-11 02:00:00, None,19
1024.0, -2.1, None,83.1, None,2020-05-11 03:00:00, None,19
1024.0, -3.7, None,88.6, None,2020-05-11 04:00:00, None,19
1024.0, -3.7, None,91.1, None,2020-05-11 05:00:00, None,19
1024.0, -1.3, None,86.5, None,2020-05-11 06:00:00, None,19
1023.0, 0.7, None,78.0, None,2020-05-11 07:00:00, None,19
1023.0, 3.3, None,65.8, None,2020-05-11 08:00:00, None,19
1022.0, 7.1, None,51.2, None,2020-05-11 09:00:00, None,19
1021.0, 10.5, None,36.9, None,2020-05-11 10:00:00, None,19
1020.0, 12.2, None,30.0, None,2020-05-11 11:00:00, None,19
1019.0, 13.4, None,29.5, None,2020-05-11 12:00:00, None,19
1018.0, 14.5, None,28.2, None,2020-05-11 13:00:00, None,19
1017.0, 15.2, None,27.7, None,2020-05-11 14:00:00, None,19
1016.0, 15.9, None,27.4, None,2020-05-11 15:00:00, None,19
1015.0, 16.2, None,26.7, None,2020-05-11 16:00:00, None,19
1014.0, 16.1, None,26.2, None,2020-05-11 17:00:00, None,19
1013.0, 15.7, None,26.2, None,2020-05-11 18:00:00, None,19
1012.0, 14.6, None,27.0, None,2020-05-11 19:00:00, None,19
1012.0, 11.8, None,32.6, None,2020-05-11 20:00:00, None,19
1012.0, 9.3, None,38.4, None,2020-05-11 21:00:00, None,19
1012.0, 7.2, None,43.2, None,2020-05-11 22:00:00, None,19
1012.0, 5.9, None,48.2, None,2020-05-11 23:00:00, None,19
1012.0, 5.0, None,51.0, None,2020-05-12 00:00:00, None,19
1011.0, 3.3, None,60.3, None,2020-05-12 01:00:00, None,19
1011.0, 2.3, None,65.4, None,2020-05-12 02:00:00, None,19
1011.0, 1.1, None,77.3, None,2020-05-12 03:00:00, None,19
1010.0, -0.5, None,81.7, None,2020-05-12 04:00:00, None,19
1010.0, -1.2, None,86.0, None,2020-05-12 05:00:00, None,19
1010.0, 1.0, None,82.8, None,2020-05-12 06:00:00, None,19
1010.0, 3.2, None,71.7, None,2020-05-12 07:00:00, None,19
1010.0, 5.9, None,59.8, None,2020-05-12 08:00:00, None,19
1009.0, 9.4, None,46.8, None,2020-05-12 09:00:00, None,19
1008.0, 12.7, None,33.7, None,2020-05-12 10:00:00, None,19
1007.0, 14.9, None,26.2, None,2020-05-12 11:00:00, None,19
1006.0, 16.3, None,21.4, None,2020-05-12 12:00:00, None,19
1006.0, 17.4, None,18.8, None,2020-05-12 13:00:00, None,19
1005.0, 18.3, None,17.3, None,2020-05-12 14:00:00, None,19
1005.0, 18.8, None,16.8, None,2020-05-12 15:00:00, None,19
1004.0, 18.6, None,16.2, None,2020-05-12 16:00:00, None,19
1003.0, 18.6, None,16.1, None,2020-05-12 17:00:00, None,19
1003.0, 18.1, None,16.3, None,2020-05-12 18:00:00, None,19
1002.0, 16.8, None,17.2, None,2020-05-12 19:00:00, None,19
1002.0, 12.7, None,22.2, None,2020-05-12 20:00:00, None,19
1002.0, 10.9, None,25.9, None,2020-05-12 21:00:00, None,19
1002.0, 9.5, None,31.9, None,2020-05-12 22:00:00, None,19
1002.0, 6.8, None,45.1, None,2020-05-12 23:00:00, None,19
