air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
None, -0.9, None, None, 100.0, None, None, None, 0.0,2022-02-19 00:00:00,8
None, -0.8, None, None, 100.0, None, None, None, 0.0,2022-02-19 01:00:00,8
-0.8, -1.4, -0.8, 100.0, 100.0, 0.0, 0.0, 137.0, 0.0,2022-02-19 02:00:00,8
-1.4, -1.6, -1.4, 100.0, 100.0, 0.0, 0.0, 137.0, 0.0,2022-02-19 03:00:00,8
-1.6, -1.8, -1.6, 100.0, 100.0, 0.0, 0.0, 136.0, 0.0,2022-02-19 04:00:00,8
-1.8, -1.5, -1.8, 100.0, 100.0, 0.0, 0.0, None, 0.0,2022-02-19 05:00:00,8
-1.5, -1.5, -1.5, 100.0, 100.0, 0.0, 0.0, 138.0, 0.0,2022-02-19 06:00:00,8
-1.5, -1.7, -1.5, 100.0, 100.0, 0.0, 0.0, 138.0, 0.0,2022-02-19 07:00:00,8
-1.7, -1.3, -1.7, 100.0, 100.0, 0.0, 0.0, 139.0, 0.0,2022-02-19 08:00:00,8
-1.3, -1.1, -1.3, 100.0, 100.0, 0.0, 0.0, 140.0, 0.0,2022-02-19 09:00:00,8
-1.1, -0.4, -1.1, 100.0, 100.0, 0.0, 0.0, None, 0.0,2022-02-19 10:00:00,8
-0.4, -0.6, -0.4, 100.0, 100.0, 0.0, 0.0, 140.0, 0.0,2022-02-19 11:00:00,8
-0.6, -1.3, -0.6, 100.0, 100.0, 0.0, 0.0, 140.0, 0.0,2022-02-19 12:00:00,8
-1.3, -1.4, -1.3, 100.0, 100.0, 0.0, 0.0, 140.0, 0.0,2022-02-19 13:00:00,8
-1.4, -2.1, -1.4, 100.0, 100.0, 0.0, 0.0, 141.0, 0.0,2022-02-19 14:00:00,8
-2.1, -1.9, -2.1, 100.0, 100.0, 0.0, 0.0, 145.0, 0.0,2022-02-19 15:00:00,8
-1.9, -2.1, -1.9, 100.0, 100.0, 0.0, 0.0, 149.0, 0.0,2022-02-19 16:00:00,8
-2.1, -2.4, -2.1, 100.0, 100.0, 0.0, 0.0, 150.0, 0.0,2022-02-19 17:00:00,8
-2.4, -2.8, -2.4, 100.0, 100.0, 0.0, 0.0, 151.0, 0.0,2022-02-19 18:00:00,8
-2.8, -2.9, -2.8, 100.0, 100.0, 0.0, 0.0, 151.0, 0.0,2022-02-19 19:00:00,8
-2.9, -3.0, -2.9, 100.0, 100.0, 0.0, 0.0, 151.0, 0.0,2022-02-19 20:00:00,8
-3.0, -3.1, -3.0, 100.0, 100.0, 0.0, 0.0, 152.0, 0.0,2022-02-19 21:00:00,8
-3.1, -3.3, -3.1, 100.0, 100.0, 0.0, 0.0, 153.0, 0.0,2022-02-19 22:00:00,8
-3.3, -3.5, -3.3, 100.0, 100.0, 0.0, 0.0, 154.0, 0.0,2022-02-19 23:00:00,8
-3.5, -3.8, -3.5, 100.0, 100.0, 0.0, 0.0, 154.0, 0.0,2022-02-20 00:00:00,8
-3.8, -3.8, -3.8, 100.0, 100.0, 0.0, 0.0, 154.0, 0.0,2022-02-20 01:00:00,8
-3.8, -3.9, -3.8, 100.0, 100.0, 0.0, 0.0, 154.0, 0.0,2022-02-20 02:00:00,8
-3.9, -4.3, -3.9, 100.0, 100.0, 0.0, 0.0, 155.0, 0.0,2022-02-20 03:00:00,8
None, -4.8, None, None, 100.0, None, None, None, 0.0,2022-02-20 04:00:00,8
-4.8, -5.3, -4.8, 100.0, 99.0, 0.0, 0.0, 155.0, 0.0,2022-02-20 05:00:00,8
-5.3, -5.4, -5.4, 99.0, 99.0, 0.0, 0.0, 156.0, 0.0,2022-02-20 06:00:00,8
-5.4, -5.5, -5.5, 99.0, 99.0, 0.0, 0.0, 156.0, 0.0,2022-02-20 07:00:00,8
-5.5, -5.1, -5.6, 99.0, 99.0, 0.0, 0.0, 155.0, 0.0,2022-02-20 08:00:00,8
-5.1, -4.0, -5.2, 99.0, 99.0, 0.0, 0.0, 155.0, 0.0,2022-02-20 09:00:00,8
-4.0, -3.6, -4.1, 99.0, 98.0, 0.0, 0.0, 155.0, 0.0,2022-02-20 10:00:00,8
-3.6, -3.2, -3.9, 98.0, 97.0, 0.0, 0.0, 155.0, 0.1,2022-02-20 11:00:00,8
-3.2, -3.0, -3.6, 97.0, 96.0, 0.1, 0.1, 154.0, 0.2,2022-02-20 12:00:00,8
-3.0, -1.6, -3.5, 96.0, 95.0, 0.3, 0.2, 154.0, 0.0,2022-02-20 13:00:00,8
-1.6, -3.0, -2.3, 95.0, 97.0, 0.3, 0.0, 154.0, 0.2,2022-02-20 14:00:00,8
-3.0, -4.0, -3.4, 97.0, 98.0, 0.5, 0.2, 154.0, 0.0,2022-02-20 15:00:00,8
None, -4.4, None, None, 98.0, None, None, None, 0.0,2022-02-20 16:00:00,8
-4.4, -4.9, -4.7, 98.0, 98.0, 0.5, 0.0, 156.0, 0.0,2022-02-20 17:00:00,8
-4.9, -5.2, -5.2, 98.0, 99.0, 0.5, 0.0, None, 0.0,2022-02-20 18:00:00,8
-5.2, -5.5, -5.3, 99.0, 98.0, 0.5, 0.0, 158.0, 0.0,2022-02-20 19:00:00,8
-5.5, -5.1, -5.8, 98.0, 99.0, 0.5, 0.0, 158.0, 0.0,2022-02-20 20:00:00,8
-5.1, -5.3, -5.2, 99.0, 99.0, 0.5, 0.0, 157.0, 0.0,2022-02-20 21:00:00,8
-5.3, -5.7, -5.4, 99.0, 99.0, 0.5, 0.0, 157.0, 0.0,2022-02-20 22:00:00,8
-5.7, -5.7, -5.8, 99.0, 99.0, 0.5, 0.0, None, 0.0,2022-02-20 23:00:00,8
-5.7, -5.6, -5.8, 99.0, 100.0, 0.5, 0.0, 157.0, 0.0,2022-02-21 00:00:00,8
-5.6, -6.1, -5.6, 100.0, 99.0, 0.5, 0.0, 157.0, 0.0,2022-02-21 01:00:00,8
-6.1, -6.7, -6.2, 99.0, 98.0, 0.5, 0.0, 157.0, 0.0,2022-02-21 02:00:00,8
-6.7, -6.5, -7.0, 98.0, 99.0, 0.5, 0.0, 157.0, 0.0,2022-02-21 03:00:00,8
None, -5.8, None, None, 85.0, None, None, None, 0.0,2022-02-21 04:00:00,8
-5.8, -6.1, -7.9, 85.0, 85.0, 0.5, 0.0, 157.0, 0.0,2022-02-21 05:00:00,8
-6.1, -6.5, -8.2, 85.0, 82.0, 0.5, 0.0, 157.0, 0.0,2022-02-21 06:00:00,8
-6.5, -6.6, -9.1, 82.0, 80.0, 0.5, 0.0, 156.0, 0.0,2022-02-21 07:00:00,8
-6.6, -6.7, -9.5, 80.0, 82.0, 0.5, 0.0, 156.0, 0.0,2022-02-21 08:00:00,8
-6.7, -5.0, -9.3, 82.0, 79.0, 0.5, 0.0, 155.0, 0.0,2022-02-21 09:00:00,8
-5.0, -3.5, -8.1, 79.0, 81.0, 0.5, 0.0, 155.0, 0.0,2022-02-21 10:00:00,8
-3.5, None, -6.3, 81.0, None, 0.5, 0.0, 154.0, None,2022-02-21 11:00:00,8
None, -9.9, None, None, 63.0, None, None, None, 0.0,2022-02-21 17:00:00,8
None, -10.7, None, None, 70.0, None, None, None, 0.0,2022-02-21 18:00:00,8
None, -10.6, None, None, 63.0, None, None, None, 0.0,2022-02-21 19:00:00,8
None, -10.6, None, None, 60.0, None, None, None, 0.0,2022-02-21 20:00:00,8
None, -11.4, None, None, 65.0, None, None, None, 0.0,2022-02-21 21:00:00,8
None, -11.9, None, None, 64.0, None, None, None, 0.0,2022-02-21 22:00:00,8
None, -12.0, None, None, 55.0, None, None, None, 0.0,2022-02-21 23:00:00,8
None, -12.3, None, None, 55.0, None, None, None, 0.0,2022-02-22 00:00:00,8
None, -11.8, None, None, 45.0, None, None, None, 0.0,2022-02-22 01:00:00,8
None, -11.7, None, None, 42.0, None, None, None, 0.0,2022-02-22 02:00:00,8
None, -11.8, None, None, 39.0, None, None, None, 0.0,2022-02-22 03:00:00,8
None, -11.2, None, None, 34.0, None, None, None, 0.0,2022-02-22 04:00:00,8
None, -11.6, None, None, 37.0, None, None, None, 0.0,2022-02-22 05:00:00,8
None, -11.0, None, None, 32.0, None, None, None, 0.0,2022-02-22 06:00:00,8
None, -10.9, None, None, 32.0, None, None, None, 0.0,2022-02-22 07:00:00,8
None, -10.4, None, None, 31.0, None, None, None, 0.0,2022-02-22 08:00:00,8
None, -9.2, None, None, 30.0, None, None, None, 0.0,2022-02-22 09:00:00,8
None, -8.6, None, None, 30.0, None, None, None, 0.0,2022-02-22 10:00:00,8
-8.6, -7.3, -23.1, 30.0, 33.0, None, 0.0, 150.0, 0.0,2022-02-22 11:00:00,8
-7.3, -6.1, -20.8, 33.0, 31.0, None, 0.0, 149.0, 0.0,2022-02-22 12:00:00,8
-6.1, -5.2, -20.5, 31.0, 33.0, None, 0.0, 149.0, 0.0,2022-02-22 13:00:00,8
-5.2, -5.5, -19.0, 33.0, 35.0, None, 0.0, 149.0, 0.0,2022-02-22 14:00:00,8
-5.5, -5.1, -18.6, 35.0, 31.0, None, 0.0, 148.0, 0.0,2022-02-22 15:00:00,8
None, -7.0, None, None, 31.0, None, None, None, 0.0,2022-02-22 16:00:00,8
-7.0, -8.3, -21.3, 31.0, 30.0, 0.0, 0.0, 149.0, 0.0,2022-02-22 17:00:00,8
-8.3, -8.8, -22.8, 30.0, 33.0, 0.0, 0.0, 149.0, 0.0,2022-02-22 18:00:00,8
-8.8, -10.6, -22.2, 33.0, 44.0, 0.0, 0.0, 149.0, 0.0,2022-02-22 19:00:00,8
-10.6, -10.2, -20.5, 44.0, 42.0, 0.0, 0.0, 149.0, 0.0,2022-02-22 20:00:00,8
-10.2, -10.6, -20.7, 42.0, 45.0, 0.0, 0.0, 149.0, 0.0,2022-02-22 21:00:00,8
-10.6, -10.2, -20.2, 45.0, 41.0, 0.0, 0.0, 149.0, 0.0,2022-02-22 22:00:00,8
-10.2, -9.9, -21.0, 41.0, 38.0, 0.0, 0.0, 149.0, 0.0,2022-02-22 23:00:00,8
