wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
270.0, 13.1, 29.0, -0.05, 13.0, 102.1, 2.2, None, None, 47.0,2016-09-09 00:00:00, None, None,37
270.0, 12.6, None, -0.03, 11.0, 102.0, 2.1, None, None, 49.0,2016-09-09 01:00:00, None, None,37
247.5, 12.1, None, -0.01, 10.0, 102.0, 2.4, None, None, 51.0,2016-09-09 02:00:00, None, None,37
225.0, 10.3, None, -0.02, 6.0, 102.1, 2.9, None, None, 60.0,2016-09-09 03:00:00, None, None,37
202.5, 9.1, None, 0.0, 10.0, 102.1, 2.9, None, None, 65.0,2016-09-09 04:00:00, None, None,37
157.5, 9.3, None, 0.0, 10.0, 102.1, 2.9, None, None, 64.0,2016-09-09 05:00:00, None, None,37
None, 6.7, None, -0.01, 0.0, 102.1, 3.4, None, None, 79.0,2016-09-09 06:00:00, None, None,37
None, 5.8, None, -0.08, 0.0, 102.0, 3.2, None, None, 83.0,2016-09-09 07:00:00, None, None,37
315.0, 5.5, None, -0.15, 1.0, 101.9, 2.8, None, None, 83.0,2016-09-09 08:00:00, None, None,37
None, 5.1, None, -0.18, 0.0, 101.8, 2.9, None, None, 86.0,2016-09-09 09:00:00, None, None,37
None, 5.4, None, -0.22, 0.0, 101.7, 3.3, None, None, 87.0,2016-09-09 10:00:00, None, None,37
None, 5.7, None, -0.24, 1.0, 101.6, 4.0, None, None, 89.0,2016-09-09 11:00:00, None, None,37
None, 6.4, None, -0.31, 0.0, 101.5, 3.8, None, None, 83.0,2016-09-09 12:00:00, None, None,37
None, 5.9, None, -0.3, 0.0, 101.4, 4.7, None, None, 92.0,2016-09-09 13:00:00, None, None,37
22.5, 6.3, None, -0.34, 1.0, 101.2, 4.8, None, None, 90.0,2016-09-09 14:00:00, None, None,37
180.0, 6.2, None, -0.38, 8.0, 101.1, 4.2, None, None, 87.0,2016-09-09 15:00:00, None, None,37
315.0, 6.0, None, -0.42, 3.0, 101.0, 3.4, None, None, 84.0,2016-09-09 16:00:00, None, None,37
315.0, 5.3, None, -0.39, 6.0, 100.9, 4.1, None, None, 92.0,2016-09-09 17:00:00, None, None,37
45.0, 5.9, None, -0.42, 1.0, 100.7, 4.4, None, None, 90.0,2016-09-09 18:00:00, None, None,37
337.5, 6.5, None, -0.43, 5.0, 100.5, 4.4, None, None, 86.0,2016-09-09 19:00:00, None, None,37
22.5, 9.2, None, -0.45, 9.0, 100.4, 4.8, None, None, 74.0,2016-09-09 20:00:00, None, None,37
0.0, 8.8, None, -0.38, 14.0, 100.2, 5.0, None, None, 77.0,2016-09-09 21:00:00, None, None,37
337.5, 9.2, None, -0.32, 13.0, 100.1, 5.4, None, None, 77.0,2016-09-09 22:00:00, None, None,37
22.5, 10.4, None, -0.32, 5.0, 100.0, 6.8, None, None, 78.0,2016-09-09 23:00:00, None, 6.1,37
180.0, 12.8, None, -0.26, 14.0, 99.9, 6.3, None, None, 65.0,2016-09-10 00:00:00, None, None,37
202.5, 13.1, 31.0, -0.24, 12.0, 99.8, 6.3, None, None, 63.0,2016-09-10 01:00:00, None, None,37
202.5, 12.0, None, -0.06, 13.0, 99.9, 7.3, None, None, 73.0,2016-09-10 02:00:00, None, None,37
180.0, 9.9, None, 0.07, 4.0, 100.0, 7.6, None, None, 86.0,2016-09-10 03:00:00, None, None,37
225.0, 9.0, None, 0.28, 2.0, 100.2, 7.6, None, None, 90.0,2016-09-10 04:00:00, None, None,37
202.5, 9.9, None, 0.3, 17.0, 100.3, 6.8, None, None, 82.0,2016-09-10 05:00:00, None, None,37
225.0, 9.6, None, 0.38, 15.0, 100.4, 5.9, None, None, 78.0,2016-09-10 06:00:00, None, None,37
247.5, 9.6, None, 0.36, 12.0, 100.6, 4.8, None, None, 72.0,2016-09-10 07:00:00, None, None,37
247.5, 8.8, 27.0, 0.39, 11.0, 100.7, 4.1, None, None, 73.0,2016-09-10 08:00:00, None, None,37
225.0, 8.3, None, 0.34, 14.0, 100.8, 4.5, None, None, 77.0,2016-09-10 09:00:00, None, None,37
202.5, 7.8, None, 0.32, 11.0, 100.9, 4.8, None, None, 81.0,2016-09-10 10:00:00, None, None,37
202.5, 7.5, None, 0.29, 12.0, 101.0, 4.1, None, None, 79.0,2016-09-10 11:00:00, None, None,37
180.0, 6.8, None, 0.27, 8.0, 101.1, 3.7, None, None, 81.0,2016-09-10 12:00:00, None, None,37
135.0, 5.7, None, 0.24, 11.0, 101.2, 3.0, None, None, 83.0,2016-09-10 13:00:00, None, None,37
None, 2.9, None, 0.24, 0.0, 101.3, 1.5, None, None, 91.0,2016-09-10 14:00:00, None, None,37
None, 2.7, None, 0.22, 0.0, 101.4, 1.8, None, None, 94.0,2016-09-10 15:00:00, None, None,37
180.0, 6.1, None, 0.16, 15.0, 101.4, 2.6, None, None, 78.0,2016-09-10 16:00:00, None, None,37
225.0, 7.8, None, 0.15, 12.0, 101.4, 2.3, None, None, 68.0,2016-09-10 17:00:00, None, None,37
202.5, 8.3, None, 0.15, 4.0, 101.5, 2.4, None, None, 66.0,2016-09-10 18:00:00, None, None,37
225.0, 9.5, None, 0.15, 16.0, 101.5, 1.7, None, None, 58.0,2016-09-10 19:00:00, None, None,37
225.0, 11.1, 27.0, 0.13, 19.0, 101.5, 0.9, None, None, 49.0,2016-09-10 20:00:00, None, None,37
270.0, 8.5, None, 0.18, 9.0, 101.7, 2.2, None, None, 64.0,2016-09-10 21:00:00, None, None,37
225.0, 8.7, None, 0.23, 15.0, 101.8, 4.6, None, None, 75.0,2016-09-10 22:00:00, None, None,37
225.0, 9.9, None, 0.23, 13.0, 101.8, 3.3, None, None, 64.0,2016-09-10 23:00:00, None, 0.8,37
247.5, 9.1, None, 0.17, 14.0, 101.9, 5.0, None, None, 76.0,2016-09-11 00:00:00, None, None,37
247.5, 9.3, None, 0.15, 8.0, 102.0, 4.5, None, None, 72.0,2016-09-11 01:00:00, None, None,37
270.0, 8.9, None, 0.14, 5.0, 102.0, 3.9, None, None, 70.0,2016-09-11 02:00:00, None, None,37
270.0, 9.2, None, 0.15, 10.0, 102.1, 3.0, None, None, 65.0,2016-09-11 03:00:00, None, None,37
247.5, 8.8, None, 0.21, 9.0, 102.2, 3.2, None, None, 68.0,2016-09-11 04:00:00, None, None,37
202.5, 8.1, None, 0.27, 6.0, 102.3, 3.6, None, None, 73.0,2016-09-11 05:00:00, None, None,37
None, 6.0, None, 0.29, 0.0, 102.4, 4.1, None, None, 87.0,2016-09-11 06:00:00, None, None,37
None, 5.0, None, 0.26, 0.0, 102.5, 3.6, None, None, 91.0,2016-09-11 07:00:00, None, None,37
45.0, 4.5, None, 0.24, 3.0, 102.6, 3.3, None, None, 92.0,2016-09-11 08:00:00, None, None,37
270.0, 3.7, None, 0.23, 4.0, 102.7, 2.7, None, None, 93.0,2016-09-11 09:00:00, None, None,37
292.5, 2.5, None, 0.23, 3.0, 102.8, 1.5, None, None, 94.0,2016-09-11 10:00:00, None, None,37
None, 1.2, None, 0.22, 0.0, 102.8, 0.6, None, None, 95.0,2016-09-11 11:00:00, None, None,37
None, 0.1, None, 0.2, 0.0, 102.9, -0.5, None, None, 96.0,2016-09-11 12:00:00, None, None,37
None, -0.3, None, 0.19, 0.0, 103.0, -0.8, None, None, 96.0,2016-09-11 13:00:00, None, None,37
None, -1.1, None, 0.2, 0.0, 103.1, -1.7, None, None, 96.0,2016-09-11 14:00:00, None, None,37
45.0, 0.2, None, 0.19, 3.0, 103.1, -0.6, None, None, 95.0,2016-09-11 15:00:00, None, None,37
67.5, 2.5, None, 0.16, 7.0, 103.2, 0.5, None, None, 87.0,2016-09-11 16:00:00, None, None,37
None, 4.9, None, 0.1, 0.0, 103.2, 1.7, None, None, 79.0,2016-09-11 17:00:00, None, None,37
225.0, 8.0, None, 0.06, 1.0, 103.2, 3.1, None, None, 71.0,2016-09-11 18:00:00, None, None,37
