pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 4.158, 94.7, None, None, None, None, None, 3.0, None, None,2020-09-16 00:00:00, None, None,38
None, 2.78, 96.0, None, None, None, None, None, 2.0, None, None,2020-09-16 01:00:00, None, None,38
None, 2.209, 97.2, None, None, None, None, None, 2.0, None, None,2020-09-16 02:00:00, None, None,38
None, 1.544, 97.1, None, None, None, None, None, 1.0, None, None,2020-09-16 03:00:00, None, None,38
None, 2.209, 98.2, None, None, None, None, None, 2.0, None, None,2020-09-16 04:00:00, None, None,38
None, 0.894, 97.3, None, None, None, None, None, 0.0, None, None,2020-09-16 05:00:00, None, None,38
None, 1.021, 97.3, None, None, None, None, None, 1.0, None, None,2020-09-16 06:00:00, None, None,38
None, 0.482, 97.9, None, None, None, None, None, 0.0, None, None,2020-09-16 07:00:00, None, None,38
None, 1.005, 98.7, None, None, None, None, None, 1.0, None, None,2020-09-16 08:00:00, None, None,38
None, 1.813, 98.8, None, None, None, None, None, 2.0, None, None,2020-09-16 09:00:00, None, None,38
None, 6.551, 99.1, None, None, None, None, None, 7.0, None, None,2020-09-16 10:00:00, None, None,38
None, 10.17, 97.7, None, None, None, None, None, 10.0, None, None,2020-09-16 11:00:00, None, None,38
None, 13.71, 85.4, None, None, None, None, None, 12.0, None, None,2020-09-16 12:00:00, None, None,38
None, 16.9, 62.69, None, None, None, None, None, 9.0, None, None,2020-09-16 13:00:00, None, None,38
None, 17.48, 66.73, None, None, None, None, None, 11.0, None, None,2020-09-16 14:00:00, None, None,38
None, 17.7, 65.21, None, None, None, None, None, 11.0, None, None,2020-09-16 15:00:00, None, None,38
None, 17.99, 62.85, None, None, None, None, None, 11.0, None, None,2020-09-16 16:00:00, None, None,38
None, 17.04, 72.57, None, None, None, None, None, 12.0, None, None,2020-09-16 17:00:00, None, None,38
None, 16.17, 81.6, None, None, None, None, None, 13.0, None, None,2020-09-16 18:00:00, None, None,38
None, 13.36, 86.9, None, None, None, None, None, 11.0, None, None,2020-09-16 19:00:00, None, None,38
None, 10.53, 91.8, None, None, None, None, None, 9.0, None, None,2020-09-16 20:00:00, None, None,38
None, 8.85, 93.5, None, None, None, None, None, 8.0, None, None,2020-09-16 21:00:00, None, None,38
None, 7.075, 94.9, None, None, None, None, None, 6.0, None, None,2020-09-16 22:00:00, None, None,38
None, 6.6, 94.9, None, None, None, None, None, 6.0, None, None,2020-09-16 23:00:00, None, None,38
None, 5.009, 96.1, None, None, None, None, None, 4.0, None, None,2020-09-17 00:00:00, None, None,38
None, 4.998, 98.1, None, None, None, None, None, 5.0, None, None,2020-09-17 01:00:00, None, None,38
None, 6.12, 97.4, None, None, None, None, None, 6.0, None, None,2020-09-17 02:00:00, None, None,38
None, 6.534, 96.6, None, None, None, None, None, 6.0, None, None,2020-09-17 03:00:00, None, None,38
None, 6.92, 96.6, None, None, None, None, None, 6.0, None, None,2020-09-17 04:00:00, None, None,38
None, 7.377, 96.4, None, None, None, None, None, 7.0, None, None,2020-09-17 05:00:00, None, None,38
None, 7.033, 96.5, None, None, None, None, None, 7.0, None, None,2020-09-17 06:00:00, None, None,38
None, 5.702, 97.3, None, None, None, None, None, 6.0, None, None,2020-09-17 07:00:00, None, None,38
None, 5.551, 98.3, None, None, None, None, None, 5.0, None, None,2020-09-17 08:00:00, None, None,38
None, 6.745, 98.7, None, None, None, None, None, 7.0, None, None,2020-09-17 09:00:00, None, None,38
None, 13.89, 85.0, None, None, None, None, None, 11.0, None, None,2020-09-17 11:00:00, None, None,38
None, 16.17, 79.53, None, None, None, None, None, 13.0, None, None,2020-09-17 12:00:00, None, None,38
None, 17.58, 72.57, None, None, None, None, None, 13.0, None, None,2020-09-17 13:00:00, None, None,38
None, 18.87, 68.61, None, None, None, None, None, 13.0, None, None,2020-09-17 14:00:00, None, None,38
None, 19.81, 64.46, None, None, None, None, None, 12.0, None, None,2020-09-17 15:00:00, None, None,38
None, 19.33, 67.67, None, None, None, None, None, 13.0, None, None,2020-09-17 16:00:00, None, None,38
None, 17.86, 74.86, None, None, None, None, None, 13.0, None, None,2020-09-17 17:00:00, None, None,38
None, 15.82, 85.7, None, None, None, None, None, 13.0, None, None,2020-09-17 18:00:00, None, None,38
None, 13.65, 90.2, None, None, None, None, None, 12.0, None, None,2020-09-17 19:00:00, None, None,38
None, 11.12, 90.7, None, None, None, None, None, 10.0, None, None,2020-09-17 20:00:00, None, None,38
None, 9.39, 93.1, None, None, None, None, None, 8.0, None, None,2020-09-17 21:00:00, None, None,38
None, 7.9, 94.7, None, None, None, None, None, 7.0, None, None,2020-09-17 22:00:00, None, None,38
None, 6.931, 96.1, None, None, None, None, None, 6.0, None, None,2020-09-17 23:00:00, None, None,38
None, 5.94, 96.6, None, None, None, None, None, 5.0, None, None,2020-09-18 00:00:00, None, None,38
