pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 3.061, 94.3, 11.4, 5.0, 8.45, 2.013, 169.1, 2.0, 2.0, 3.1, 3.1, 2.0, 0.0, 169.0, 0.0, 94.0,2020-09-16 00:00:00, -6999.0, -6999.0,38
None, 2.458, 94.9, 11.4, 4.0, 15.4, 1.883, 178.7, 2.0, 1.9, 2.5, 2.3, 2.0, 0.0, 179.0, 0.0, 95.0,2020-09-16 01:00:00, -6999.0, -6999.0,38
None, 1.863, 95.5, 11.4, 4.2, 22.32, 1.931, 179.1, 1.0, 1.9, 1.9, 1.8, 1.0, 0.0, 179.0, 0.0, 96.0,2020-09-16 02:00:00, -6999.0, -6999.0,38
None, 1.461, 95.8, 11.4, 4.5, 22.94, 1.819, 176.9, 0.0, 1.8, 1.5, 1.3, 0.0, 0.0, 177.0, 0.0, 96.0,2020-09-16 03:00:00, -6999.0, -6999.0,38
None, 0.611, 95.9, 11.4, 7.0, 45.9, 0.878, 194.3, 0.0, 0.9, 0.6, 0.5, 0.0, 0.0, 194.0, 0.0, 96.0,2020-09-16 04:00:00, -6999.0, -6999.0,38
None, 0.047, 96.1, 11.4, 3.0, 45.71, 0.685, 162.7, -1.0, 0.7, 0.0, -0.1, -1.0, 0.0, 163.0, 0.0, 96.0,2020-09-16 05:00:00, -6999.0, -6999.0,38
None, 0.123, 96.1, 11.4, 3.8, 22.24, 1.084, 176.3, -1.0, 1.1, 0.1, -0.1, -1.0, 0.0, 176.0, 0.0, 96.0,2020-09-16 06:00:00, -6999.0, -6999.0,38
None, 0.207, 96.4, 0.2, 4.1, 48.48, 0.869, 162.7, 0.0, 0.9, 0.2, -0.2, 0.0, 0.0, 163.0, 0.0, 96.0,2020-09-16 07:00:00, -6999.0, -6999.0,38
None, 1.908, 96.5, 1.9, 2.8, 67.2, 0.19, 319.5, 1.0, 0.2, 1.9, -0.2, 1.0, 0.0, 320.0, 0.0, 97.0,2020-09-16 08:00:00, -6999.0, -6999.0,38
None, 4.747, 95.4, 4.7, 6.1, 49.75, 1.069, 357.9, 4.0, 1.1, 4.7, -0.2, 4.0, 0.0, 358.0, 0.0, 95.0,2020-09-16 09:00:00, -6999.0, -6999.0,38
None, 7.823, 80.7, 7.9, 4.0, 69.29, 0.828, 293.9, 4.0, 0.8, 7.8, -0.2, 4.0, 0.0, 294.0, 0.0, 81.0,2020-09-16 10:00:00, -6999.0, -6999.0,38
None, 12.08, 70.08, 12.5, 8.7, 53.15, 1.529, 254.3, 7.0, 1.5, 12.1, -0.2, 7.0, 0.0, 254.0, 0.0, 70.0,2020-09-16 11:00:00, -6999.0, -6999.0,38
None, 15.81, 59.84, 16.0, 6.8, 48.02, 2.066, 182.1, 8.0, 2.1, 15.8, -0.2, 8.0, 0.0, 182.0, 0.0, 60.0,2020-09-16 12:00:00, -6999.0, -6999.0,38
None, 17.78, 51.98, 17.6, 20.5, 64.44, 8.68, 326.0, 8.0, 8.7, 17.8, -0.2, 8.0, 0.0, 326.0, 0.0, 52.0,2020-09-16 13:00:00, -6999.0, -6999.0,38
None, 20.31, 45.14, 20.7, 17.3, 24.21, 9.2, 346.4, 7.0, 9.2, 20.3, -0.2, 7.0, 0.0, 346.0, 0.0, 45.0,2020-09-16 14:00:00, -6999.0, -6999.0,38
None, 20.86, 46.95, 20.7, 15.0, 50.58, 3.953, 350.4, 8.0, 4.0, 20.9, -0.2, 8.0, 0.0, 350.0, 0.0, 47.0,2020-09-16 15:00:00, -6999.0, -6999.0,38
