ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity
0.0, 0.0,-5.0, 0.0,2021-04-02,175.0, 0.5,14,,,,,,,,,,,,
3.0, 0.0,-6.0, 3.0,2021-04-03,175.0, 1.0,14,,,,,,,,,,,,
, None,-8.0, None,2021-04-04,176.0, None,14,,,,,,,,,,,,
0.0, 0.0,-1.5, 0.0,2021-04-02,75.0, 5.0,14,,,,,,,,,,,,
2.0, 0.0,-3.5, 2.0,2021-04-03,74.0, 6.0,14,,,,,,,,,,,,
, None,-4.0, None,2021-04-04,75.0, None,14,,,,,,,,,,,,
0.0, 0.0,-7.0, 0.0,2021-04-02,203.0, -1.5,14,,,,,,,,,,,,
3.0, 0.0,-8.0, 3.0,2021-04-03,202.0, -1.0,14,,,,,,,,,,,,
0.0, 0.0,-9.0, 0.0,2021-04-04,205.0, -5.0,14,,,,,,,,,,,,
, None,-9.5, None,2021-04-05,204.0, None,14,,,,,,,,,,,,
,,,,2021-04-02 00:00:00,,,14,202.0, 73.0, 4.7, 0.0, -6.5, 2.2, -2.3, -2.6, 270.0, 0.0, 0.0, 71.0
,,,,2021-04-02 01:00:00,,,14,241.0, 73.0, 2.7, 0.0, -6.8, 4.8, -2.6, -2.1, 291.0, 0.0, 0.0, 71.0
,,,,2021-04-02 02:00:00,,,14,248.0, 71.0, 2.2, 0.0, -7.1, 2.2, -2.6, -2.6, 202.0, 0.0, 0.0, 72.0
,,,,2021-04-02 03:00:00,,,14,286.0, 71.0, 4.8, 0.0, -6.6, 4.7, -2.1, -2.6, 241.0, 0.0, 0.0, 71.0
,,,,2021-04-02 04:00:00,,,14,315.0, 72.0, 2.2, 0.0, -6.9, 1.6, -2.6, -2.9, 248.0, 0.0, 0.0, 72.0
,,,,2021-04-02 05:00:00,,,14,216.0, 71.0, 4.7, 0.0, -7.1, 5.0, -2.6, -2.8, 286.0, 0.0, 0.0, 72.0
,,,,2021-04-02 06:00:00,,,14,190.0, 72.0, 1.6, 0.0, -7.2, 6.4, -2.9, -2.0, 315.0, 0.0, 0.0, 76.0
,,,,2021-04-02 07:00:00,,,14,226.0, 72.0, 5.0, 0.0, -7.1, 6.3, -2.8, -0.5, 216.0, 0.0, 0.0, 72.0
,,,,2021-04-02 08:00:00,,,14,213.0, 76.0, 6.4, 0.0, -5.7, 7.5, -2.0, 0.9, 190.0, 0.0, 0.0, 66.0
,,,,2021-04-02 09:00:00,,,14,193.0, 72.0, 6.3, 0.0, -4.9, 8.9, -0.5, 1.5, 226.0, 0.0, 0.0, 62.0
,,,,2021-04-02 10:00:00,,,14,196.0, 66.0, 7.5, 0.0, -4.7, 9.8, 0.9, 2.2, 213.0, 0.0, 0.0, 55.0
