CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
7.14, None, None, None, None, None, None, None, None, 7.1, 7.1, None, 0.1, None, 10.2, None, None,2020-06-10 00:00:00, None, None, None,24
6.447, None, None, None, None, None, None, None, None, 6.4, 6.4, None, 0.1, None, 10.2, None, None,2020-06-10 01:00:00, None, None, None,24
6.131, None, None, None, None, None, None, None, None, 6.1, 6.1, None, 0.1, None, 10.2, None, None,2020-06-10 02:00:00, None, None, None,24
6.027, None, None, None, None, None, None, None, None, 6.0, 6.0, None, 0.0, None, 10.2, None, None,2020-06-10 03:00:00, None, None, None,24
6.046, None, None, None, None, None, None, None, None, 6.0, 6.0, None, -0.1, None, 10.2, None, None,2020-06-10 04:00:00, None, None, None,24
5.521, None, None, None, None, None, None, None, None, 5.5, 5.5, None, 0.0, None, 10.2, None, None,2020-06-10 05:00:00, None, None, None,24
5.617, None, None, None, None, None, None, None, None, 5.6, 5.3, None, 0.0, None, 10.2, None, None,2020-06-10 06:00:00, None, None, None,24
6.409, None, None, None, None, None, None, None, None, 6.4, 5.6, None, -0.1, None, 6.4, None, None,2020-06-10 07:00:00, None, None, None,24
7.65, None, None, None, None, None, None, None, None, 7.7, 5.6, None, -1.0, None, 7.7, None, None,2020-06-10 08:00:00, None, None, None,24
9.19, None, None, None, None, None, None, None, None, 9.2, 5.6, None, -1.0, None, 9.2, None, None,2020-06-10 09:00:00, None, None, None,24
9.59, None, None, None, None, None, None, None, None, 9.6, 5.6, None, -2.0, None, 10.1, None, None,2020-06-10 10:00:00, None, None, None,24
12.48, None, None, None, None, None, None, None, None, 12.5, 5.6, None, -2.0, None, 12.5, None, None,2020-06-10 11:00:00, None, None, None,24
15.63, None, None, None, None, None, None, None, None, 15.6, 5.6, None, -7.0, None, 16.2, None, None,2020-06-10 12:00:00, None, None, None,24
16.66, None, None, None, None, None, None, None, None, 16.7, 5.6, None, -5.0, None, 17.2, None, None,2020-06-10 13:00:00, None, None, None,24
17.71, None, None, None, None, None, None, None, None, 17.7, 5.6, None, -0.1, None, 18.3, None, None,2020-06-10 14:00:00, None, None, None,24
18.37, None, None, None, None, None, None, None, None, 18.4, 5.6, None, 1.0, None, 19.9, None, None,2020-06-10 15:00:00, None, None, None,24
17.05, None, None, None, None, None, None, None, None, 17.1, 5.6, None, -2.0, None, 19.9, None, None,2020-06-10 17:00:00, None, None, None,24
15.99, None, None, None, None, None, None, None, None, 16.0, 5.6, None, 2.0, None, 19.9, None, None,2020-06-10 18:00:00, None, None, None,24
14.11, None, None, None, None, None, None, None, None, 14.1, 14.0, None, 9.0, None, 16.0, None, None,2020-06-10 19:00:00, None, None, None,24
13.07, None, None, None, None, None, None, None, None, 13.1, 13.1, None, 3.0, None, 16.0, None, None,2020-06-10 20:00:00, None, None, None,24
11.85, None, None, None, None, None, None, None, None, 11.9, 11.8, None, 2.0, None, 16.0, None, None,2020-06-10 21:00:00, None, None, None,24
11.54, None, None, None, None, None, None, None, None, 11.5, 11.3, None, 1.0, None, 16.0, None, None,2020-06-10 22:00:00, None, None, None,24
11.14, None, None, None, None, None, None, None, None, 11.1, 11.1, None, 1.0, None, 16.0, None, None,2020-06-10 23:00:00, None, None, None,24
11.0, None, None, None, None, None, None, None, None, 11.0, 10.9, None, 0.1, None, 16.0, None, None,2020-06-11 00:00:00, None, None, None,24
10.62, None, None, None, None, None, None, None, None, 10.6, 10.6, None, 0.1, None, 16.0, None, None,2020-06-11 01:00:00, None, None, None,24
9.73, None, None, None, None, None, None, None, None, 9.7, 9.7, None, 1.0, None, 16.0, None, None,2020-06-11 02:00:00, None, None, None,24
8.58, None, None, None, None, None, None, None, None, 8.6, 8.6, None, 1.0, None, 16.0, None, None,2020-06-11 03:00:00, None, None, None,24
8.82, None, None, None, None, None, None, None, None, 8.8, 8.4, None, 0.1, None, 16.0, None, None,2020-06-11 04:00:00, None, None, None,24
8.17, None, None, None, None, None, None, None, None, 8.2, 8.0, None, 0.1, None, 16.0, None, None,2020-06-11 05:00:00, None, None, None,24
8.22, None, None, None, None, None, None, None, None, 8.2, 7.9, None, 0.1, None, 16.0, None, None,2020-06-11 06:00:00, None, None, None,24
8.69, None, None, None, None, None, None, None, None, 8.7, 7.9, None, -0.1, None, 8.8, None, None,2020-06-11 07:00:00, None, None, None,24
8.72, None, None, None, None, None, None, None, None, 8.7, 7.9, None, -0.1, None, 8.8, None, None,2020-06-11 08:00:00, None, None, None,24
10.06, None, None, None, None, None, None, None, None, 10.1, 7.9, None, -3.0, None, 10.8, None, None,2020-06-11 09:00:00, None, None, None,24
11.67, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-06-11 10:00:00, None, None, None,24
14.4, None, None, None, None, None, None, None, None, 14.4, 7.9, None, -4.0, None, 14.6, None, None,2020-06-11 11:00:00, None, None, None,24
14.81, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-06-11 12:00:00, None, None, None,24
16.78, None, None, None, None, None, None, None, None, 16.8, 7.9, None, -1.0, None, 17.0, None, None,2020-06-11 13:00:00, None, None, None,24
17.75, None, None, None, None, None, None, None, None, 17.8, 7.9, None, -3.0, None, 18.5, None, None,2020-06-11 14:00:00, None, None, None,24
15.91, None, None, None, None, None, None, None, None, 15.9, 7.9, None, 3.0, None, 18.5, None, None,2020-06-11 15:00:00, None, None, None,24
16.6, None, None, None, None, None, None, None, None, 16.6, 7.9, None, 3.0, None, 18.5, None, None,2020-06-11 16:00:00, None, None, None,24
14.81, None, None, None, None, None, None, None, None, 14.8, 7.9, None, 1.0, None, 18.5, None, None,2020-06-11 17:00:00, None, None, None,24
14.33, None, None, None, None, None, None, None, None, 14.3, 7.9, None, 2.0, None, 18.5, None, None,2020-06-11 18:00:00, None, None, None,24
13.74, None, None, None, None, None, None, None, None, 13.7, 13.2, None, 2.0, None, 14.4, None, None,2020-06-11 19:00:00, None, None, None,24
13.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2020-06-11 20:00:00, None, None, None,24
