CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, None, 92.8, None, None, None, 11.13, 18.78, None, 221.0, -36.0, None, -35.1, -35.1, 0.0, -36.0, None, None, -33.4, None, None, 93.0, None,2022-06-11 00:00:00, None, None, None, None,24
None, None, 95.1, None, None, None, 12.51, 18.1, None, 216.2, -36.0, None, -35.2, -36.0, 0.0, -36.0, None, None, -33.4, None, None, 95.0, None,2022-06-11 01:00:00, None, None, None, None,24
None, None, 96.0, None, None, None, 13.6, 16.39, None, 226.0, -36.0, None, -35.1, -36.0, 0.0, -36.0, None, None, -33.4, None, None, 96.0, None,2022-06-11 02:00:00, None, None, None, None,24
None, None, 96.5, None, None, None, 16.8, 15.11, None, 235.8, -36.0, None, -35.5, -36.0, 0.0, -36.0, None, None, -33.4, None, None, 97.0, None,2022-06-11 03:00:00, None, None, None, None,24
None, None, 97.0, None, None, None, 12.08, 18.5, None, 257.5, -36.0, None, -35.8, -36.0, 0.0, -36.0, None, None, -33.4, None, None, 97.0, None,2022-06-11 04:00:00, None, None, None, None,24
None, None, 97.0, None, None, None, 9.77, 15.43, None, 254.9, -36.0, None, -35.9, -36.0, 0.0, -36.0, None, None, -33.4, None, None, 97.0, None,2022-06-11 05:00:00, None, None, None, None,24
None, None, 97.0, None, None, None, 14.98, 13.7, None, 226.4, -36.0, None, -36.0, -36.0, 0.0, -36.0, None, None, -33.4, None, None, 97.0, None,2022-06-11 06:00:00, None, None, None, None,24
None, None, 96.6, None, None, None, 10.29, 13.97, None, 221.5, -36.0, None, -35.8, -36.0, 0.0, -36.0, None, None, -35.8, None, None, 97.0, None,2022-06-11 07:00:00, None, None, None, None,24
None, None, 96.6, None, None, None, 9.41, 12.96, None, 226.4, -36.0, None, -35.8, -36.0, 0.0, -36.0, None, None, -35.7, None, None, 97.0, None,2022-06-11 08:00:00, None, None, None, None,24
None, None, 96.4, None, None, None, 19.39, 11.63, None, 213.0, -36.0, None, -35.6, -36.0, 0.0, -36.0, None, None, -35.5, None, None, 96.0, None,2022-06-11 09:00:00, None, None, None, None,24
None, None, 95.0, None, None, None, 13.37, 16.28, None, 209.5, -36.0, None, -35.2, -36.0, 0.0, -36.0, None, None, -35.2, None, None, 95.0, None,2022-06-11 10:00:00, None, None, None, None,24
None, None, 94.5, None, None, None, 18.52, 11.99, None, 202.4, -38.0, None, -37.4, -37.4, 0.0, -38.0, None, None, -35.1, None, None, 95.0, None,2022-06-11 11:00:00, None, None, None, None,24
None, None, 91.2, None, None, None, 16.2, 12.96, None, 213.3, -36.0, None, -34.8, -37.8, 0.0, -36.0, None, None, -34.6, None, None, 91.0, None,2022-06-11 12:00:00, None, None, None, None,24
