CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 6.384, 52.47, None, None, None, None, 17.32, 0.0, 11.12, 218.0, -3.0, None, 6.4, 6.2, None, None, None, None, 11.4, None, None, 52.0, None,2022-06-11 00:00:00, 59.0, None, 58.98,24
None, 5.858, 59.45, None, None, None, None, 17.73, 0.0, 10.73, 219.0, -2.0, None, 5.9, 5.9, None, None, None, None, 11.4, None, None, 59.0, None,2022-06-11 01:00:00, 59.0, None, 58.72,24
None, 5.125, 62.51, None, None, None, None, 18.76, 0.0, 10.04, 217.8, -1.0, None, 5.1, 5.1, None, None, None, None, 11.4, None, None, 63.0, None,2022-06-11 02:00:00, 59.0, None, 58.74,24
None, 4.934, 65.49, None, None, None, None, 19.17, 0.0, 9.9, 218.7, -1.0, None, 4.9, 4.7, None, None, None, None, 11.4, None, None, 65.0, None,2022-06-11 03:00:00, 59.0, None, 58.81,24
None, 4.555, 67.45, None, None, None, None, 16.96, 0.0, 9.36, 219.4, -1.0, None, 4.6, 4.6, None, None, None, None, 11.4, None, None, 67.0, None,2022-06-11 04:00:00, 59.0, None, 59.03,24
None, 4.325, 69.18, None, None, None, None, 19.65, 0.0, 8.26, 219.3, -1.0, None, 4.3, 4.1, None, None, None, None, 11.4, None, None, 69.0, None,2022-06-11 05:00:00, 59.0, None, 59.15,24
None, 4.176, 70.81, None, None, None, None, 26.22, 0.0, 6.235, 210.8, -1.0, None, 4.2, 4.1, None, None, None, None, 11.4, None, None, 71.0, None,2022-06-11 06:00:00, 59.0, None, 59.0,24
None, 4.993, 66.35, None, None, None, None, 29.0, 0.0, 5.426, 214.2, -1.0, None, 5.0, 4.2, None, None, None, None, 5.2, None, None, 66.0, None,2022-06-11 07:00:00, 59.0, None, 59.02,24
None, 5.1, 65.9, None, None, None, None, 32.85, 0.0, 4.695, 215.8, -1.0, None, 5.1, 4.2, None, None, None, None, 5.2, None, None, 66.0, None,2022-06-11 08:00:00, 59.0, None, 59.08,24
None, 6.747, 60.47, None, None, None, None, 43.01, 0.0, 3.755, 241.5, 0.0, None, 6.7, 4.2, None, None, None, None, 6.7, None, None, 60.0, None,2022-06-11 09:00:00, 59.0, None, 58.77,24
None, 6.967, 60.99, None, None, None, None, 50.95, -1.0, 3.176, 243.2, -1.0, None, 7.0, 4.2, None, None, None, None, 8.3, None, None, 61.0, None,2022-06-11 10:00:00, 58.0, None, 57.99,24
