CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
19.29, None, None, None, None, None, None, None, None, 19.3, 18.6, None, 3.0, None, 25.9, None, None,2021-07-09 00:00:00, None, None, None,28
17.67, None, None, None, None, None, None, None, None, 17.7, 17.7, None, 2.0, None, 25.9, None, None,2021-07-09 01:00:00, None, None, None,28
17.61, None, None, None, None, None, None, None, None, 17.6, 17.4, None, 2.0, None, 25.9, None, None,2021-07-09 02:00:00, None, None, None,28
16.44, None, None, None, None, None, None, None, None, 16.4, 16.4, None, 2.0, None, 25.9, None, None,2021-07-09 03:00:00, None, None, None,28
14.97, None, None, None, None, None, None, None, None, 15.0, 15.0, None, 2.0, None, 25.9, None, None,2021-07-09 04:00:00, None, None, None,28
14.14, None, None, None, None, None, None, None, None, 14.1, 14.1, None, 1.0, None, 25.9, None, None,2021-07-09 05:00:00, None, None, None,28
14.3, None, None, None, None, None, None, None, None, 14.3, 13.7, None, 0.1, None, 25.9, None, None,2021-07-09 06:00:00, None, None, None,28
13.73, None, None, None, None, None, None, None, None, 13.7, 13.6, None, 0.1, None, 14.3, None, None,2021-07-09 07:00:00, None, None, None,28
16.57, None, None, None, None, None, None, None, None, 16.6, 13.6, None, -0.1, None, 16.6, None, None,2021-07-09 08:00:00, None, None, None,28
17.23, None, None, None, None, None, None, None, None, 17.2, 13.6, None, -7.0, None, 17.5, None, None,2021-07-09 09:00:00, None, None, None,28
19.32, None, None, None, None, None, None, None, None, 19.3, 13.6, None, -2.0, None, 19.4, None, None,2021-07-09 10:00:00, None, None, None,28
23.28, None, None, None, None, None, None, None, None, 23.3, 13.6, None, -7.0, None, 23.3, None, None,2021-07-09 11:00:00, None, None, None,28
25.23, None, None, None, None, None, None, None, None, 25.2, 13.6, None, -16.0, None, 25.8, None, None,2021-07-09 12:00:00, None, None, None,28
28.28, None, None, None, None, None, None, None, None, 28.3, 13.6, None, -3.0, None, 28.7, None, None,2021-07-09 13:00:00, None, None, None,28
29.35, None, None, None, None, None, None, None, None, 29.4, 13.6, None, -1.0, None, 30.0, None, None,2021-07-09 14:00:00, None, None, None,28
26.99, None, None, None, None, None, None, None, None, 27.0, 13.6, None, 1.0, None, 30.0, None, None,2021-07-09 15:00:00, None, None, None,28
28.34, None, None, None, None, None, None, None, None, 28.3, 13.6, None, 2.0, None, 30.0, None, None,2021-07-09 16:00:00, None, None, None,28
None, None, None, None, None, None, None, None, None, 29.5, 13.6, None, -6.0, None, None, -460.0, None,2021-07-09 17:00:00, None, None, None,28
None, None, None, None, None, None, None, None, None, 28.1, 13.6, None, 3.0, None, None, -468.0, None,2021-07-09 18:00:00, None, None, None,28
25.33, None, None, None, None, None, None, None, None, 25.3, 25.3, None, 8.0, None, 28.1, None, None,2021-07-09 19:00:00, None, None, None,28
23.44, None, None, None, None, None, None, None, None, 23.4, 23.4, None, 8.0, None, 28.1, None, None,2021-07-09 20:00:00, None, None, None,28
21.99, None, None, None, None, None, None, None, None, 22.0, 22.0, None, 4.0, None, 28.1, None, None,2021-07-09 21:00:00, None, None, None,28
21.55, None, None, None, None, None, None, None, None, 21.6, 21.6, None, 4.0, None, 28.1, None, None,2021-07-09 22:00:00, None, None, None,28
21.1, None, None, None, None, None, None, None, None, 21.1, 21.1, None, 2.0, None, 28.1, None, None,2021-07-09 23:00:00, None, None, None,28
20.76, None, None, None, None, None, None, None, None, 20.8, 20.8, None, 2.0, None, 28.1, None, None,2021-07-10 00:00:00, None, None, None,28
19.94, None, None, None, None, None, None, None, None, 19.9, 19.9, None, 2.0, None, 28.1, None, None,2021-07-10 01:00:00, None, None, None,28
19.13, None, None, None, None, None, None, None, None, 19.1, 19.1, None, 2.0, None, 28.1, None, None,2021-07-10 02:00:00, None, None, None,28
19.31, None, None, None, None, None, None, None, None, 19.3, 18.8, None, 1.0, None, 28.1, None, None,2021-07-10 03:00:00, None, None, None,28
17.42, None, None, None, None, None, None, None, None, 17.4, 17.2, None, 1.0, None, 28.1, None, None,2021-07-10 04:00:00, None, None, None,28
16.04, None, None, None, None, None, None, None, None, 16.0, 16.0, None, 1.0, None, 28.1, None, None,2021-07-10 05:00:00, None, None, None,28
17.11, None, None, None, None, None, None, None, None, 17.1, 15.5, None, 1.0, None, 28.1, None, None,2021-07-10 06:00:00, None, None, None,28
16.26, None, None, None, None, None, None, None, None, 16.3, 16.3, None, -0.1, None, 17.1, None, None,2021-07-10 07:00:00, None, None, None,28
18.18, None, None, None, None, None, None, None, None, 18.2, 15.7, None, -0.1, None, 18.6, None, None,2021-07-10 08:00:00, None, None, None,28
20.19, None, None, None, None, None, None, None, None, 20.2, 15.7, None, -6.0, None, 20.2, None, None,2021-07-10 09:00:00, None, None, None,28
21.44, None, None, None, None, None, None, None, None, 21.4, 15.7, None, -3.0, None, 21.5, None, None,2021-07-10 10:00:00, None, None, None,28
25.26, None, None, None, None, None, None, None, None, 25.3, 15.7, None, -8.0, None, 25.3, None, None,2021-07-10 11:00:00, None, None, None,28
28.71, None, None, None, None, None, None, None, None, 28.7, 15.7, None, -10.0, None, 28.8, None, None,2021-07-10 12:00:00, None, None, None,28
26.94, None, None, None, None, None, None, None, None, 26.9, 15.7, None, 1.0, None, 29.0, None, None,2021-07-10 13:00:00, None, None, None,28
28.77, None, None, None, None, None, None, None, None, 28.8, 15.7, None, 4.0, None, 29.0, None, None,2021-07-10 14:00:00, None, None, None,28
None, None, None, None, None, None, None, None, None, 26.5, 15.7, None, -0.1, None, None, None, None,2021-07-10 15:00:00, None, None, None,28
None, None, None, None, None, None, None, None, None, 27.9, 15.7, None, -1.0, None, None, None, None,2021-07-10 16:00:00, None, None, None,28
None, None, None, None, None, None, None, None, None, 28.2, 15.7, None, -0.1, None, None, None, None,2021-07-10 17:00:00, None, None, None,28
None, None, None, None, None, None, None, None, None, 26.5, 15.7, None, 3.0, None, None, None, None,2021-07-10 18:00:00, None, None, None,28
21.52, None, None, None, None, None, None, None, None, 21.5, 21.5, None, 4.0, None, 26.5, None, None,2021-07-10 21:00:00, None, None, None,28
20.87, None, None, None, None, None, None, None, None, 20.9, 20.7, None, 4.0, None, 26.5, None, None,2021-07-10 22:00:00, None, None, None,28
20.79, None, None, None, None, None, None, None, None, 20.8, 20.7, None, 2.0, None, 26.5, None, None,2021-07-10 23:00:00, None, None, None,28
19.61, None, None, None, None, None, None, None, None, 19.6, 19.6, None, 1.0, None, 26.5, None, None,2021-07-11 00:00:00, None, None, None,28
18.91, None, None, None, None, None, None, None, None, 18.9, 18.7, None, 2.0, None, 26.5, None, None,2021-07-11 01:00:00, None, None, None,28
18.29, None, None, None, None, None, None, None, None, 18.3, 18.2, None, 1.0, None, 26.5, None, None,2021-07-11 02:00:00, None, None, None,28
16.54, None, None, None, None, None, None, None, None, 16.5, 16.5, None, 1.0, None, 26.5, None, None,2021-07-11 03:00:00, None, None, None,28
15.55, None, None, None, None, None, None, None, None, 15.6, 15.6, None, 1.0, None, 26.5, None, None,2021-07-11 04:00:00, None, None, None,28
14.15, None, None, None, None, None, None, None, None, 14.2, 13.6, None, 0.1, None, 26.5, None, None,2021-07-11 05:00:00, None, None, None,28
13.93, None, None, None, None, None, None, None, None, 13.9, 13.6, None, -0.1, None, 26.5, None, None,2021-07-11 06:00:00, None, None, None,28
14.89, None, None, None, None, None, None, None, None, 14.9, 13.9, None, -0.1, None, 14.9, None, None,2021-07-11 07:00:00, None, None, None,28
12.93, None, None, None, None, None, None, None, None, 12.9, 12.2, None, 0.1, None, 16.1, None, None,2021-07-11 08:00:00, None, None, None,28
13.89, None, None, None, None, None, None, None, None, 13.9, 12.2, None, -0.1, None, 16.1, None, None,2021-07-11 09:00:00, None, None, None,28
17.36, None, None, None, None, None, None, None, None, 17.4, 12.2, None, -1.0, None, 17.4, None, None,2021-07-11 10:00:00, None, None, None,28
21.32, None, None, None, None, None, None, None, None, 21.3, 12.2, None, -3.0, None, 21.6, None, None,2021-07-11 11:00:00, None, None, None,28
24.37, None, None, None, None, None, None, None, None, 24.4, 12.2, None, -12.0, None, 24.4, None, None,2021-07-11 12:00:00, None, None, None,28
25.7, None, None, None, None, None, None, None, None, 25.7, 12.2, None, -8.0, None, 28.5, None, None,2021-07-11 13:00:00, None, None, None,28
28.13, None, None, None, None, None, None, None, None, 28.1, 12.2, None, -0.1, None, 29.3, None, None,2021-07-11 14:00:00, None, None, None,28
28.32, None, None, None, None, None, None, None, None, 28.3, 12.2, None, -2.0, None, 29.3, None, None,2021-07-11 15:00:00, None, None, None,28
28.99, None, None, None, None, None, None, None, None, 29.0, 12.2, None, -0.1, None, 29.4, None, None,2021-07-11 16:00:00, None, None, None,28
27.1, None, None, None, None, None, None, None, None, 27.1, 12.2, None, 2.0, None, 29.4, None, None,2021-07-11 17:00:00, None, None, None,28
25.43, None, None, None, None, None, None, None, None, 25.4, 12.2, None, 3.0, None, 29.4, None, None,2021-07-11 18:00:00, None, None, None,28
21.93, None, None, None, None, None, None, None, None, 21.9, 21.9, None, 6.0, None, 25.4, None, None,2021-07-11 19:00:00, None, None, None,28
20.54, None, None, None, None, None, None, None, None, 20.5, 20.5, None, 8.0, None, 25.4, None, None,2021-07-11 20:00:00, None, None, None,28
19.47, None, None, None, None, None, None, None, None, 19.5, 19.5, None, 2.0, None, 25.4, None, None,2021-07-11 21:00:00, None, None, None,28
18.99, None, None, None, None, None, None, None, None, 19.0, 18.8, None, 3.0, None, 25.4, None, None,2021-07-11 22:00:00, None, None, None,28
18.57, None, None, None, None, None, None, None, None, 18.6, 18.5, None, 1.0, None, 25.4, None, None,2021-07-11 23:00:00, None, None, None,28
18.36, None, None, None, None, None, None, None, None, 18.4, 18.1, None, 2.0, None, 25.4, None, None,2021-07-12 00:00:00, None, None, None,28
17.72, None, None, None, None, None, None, None, None, 17.7, 17.6, None, 1.0, None, 25.4, None, None,2021-07-12 01:00:00, None, None, None,28
17.0, None, None, None, None, None, None, None, None, 17.0, 17.0, None, 0.1, None, 25.4, None, None,2021-07-12 02:00:00, None, None, None,28
16.2, None, None, None, None, None, None, None, None, 16.2, 16.2, None, -0.1, None, 25.4, None, None,2021-07-12 03:00:00, None, None, None,28
15.24, None, None, None, None, None, None, None, None, 15.2, 15.2, None, -0.1, None, 25.4, None, None,2021-07-12 04:00:00, None, None, None,28
14.56, None, None, None, None, None, None, None, None, 14.6, 14.5, None, -0.1, None, 25.4, None, None,2021-07-12 05:00:00, None, None, None,28
14.17, None, None, None, None, None, None, None, None, 14.2, 14.2, None, -0.1, None, 25.4, None, None,2021-07-12 06:00:00, None, None, None,28
14.1, None, None, None, None, None, None, None, None, 14.1, 14.0, None, -0.1, None, 14.3, None, None,2021-07-12 07:00:00, None, None, None,28
