pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, 15.09, 84.7, 27.5, 85.0, 12.0, 15.1, 15.1, 1001.7, 0.0, 12.0, 954.0, 0.0,2021-07-09 00:00:00, -6999.0, 954.0,28
None, 14.66, 86.0, 27.5, 86.0, 12.0, 14.7, 14.6, 1002.7, 0.0, 12.0, 955.0, 0.0,2021-07-09 01:00:00, -6999.0, 955.0,28
None, 16.5, 71.6, 27.5, 72.0, 11.0, 16.5, 14.0, 1002.6, 0.0, 11.0, 955.0, 0.0,2021-07-09 02:00:00, -6999.0, 955.0,28
None, 13.68, 83.2, 27.5, 83.0, 11.0, 13.7, 13.7, 1003.7, 0.0, 11.0, 956.0, 0.0,2021-07-09 03:00:00, -6999.0, 956.0,28
None, 12.42, 90.0, 27.5, 90.0, 11.0, 12.4, 12.4, 1003.7, 0.0, 11.0, 956.0, 0.0,2021-07-09 04:00:00, -6999.0, 956.0,28
None, 11.43, 92.6, 27.5, 93.0, 10.0, 11.4, 11.4, 1004.8, 0.0, 10.0, 957.0, 0.0,2021-07-09 05:00:00, -6999.0, 957.0,28
None, 11.25, 94.6, 27.5, 95.0, 10.0, 11.3, 11.1, 1004.8, 0.0, 10.0, 957.0, 0.0,2021-07-09 06:00:00, -6999.0, 957.0,28
None, 14.51, 80.3, 14.5, 80.0, 11.0, 14.5, 11.2, 1004.7, 0.0, 11.0, 957.0, 0.0,2021-07-09 07:00:00, -6999.0, 957.0,28
None, 16.2, 77.2, 16.2, 77.0, 12.0, 16.2, 11.2, 1005.8, 0.0, 12.0, 958.0, 0.0,2021-07-09 08:00:00, -6999.0, 958.0,28
None, 18.88, 56.01, 19.1, 56.0, 10.0, 18.9, 11.2, 1005.8, 0.0, 10.0, 958.0, 0.0,2021-07-09 09:00:00, -6999.0, 958.0,28
