CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 14.76, 42.6, None, None, None, None, 12.16, 10.97, 196.7, 2.0, None, 14.8, 14.4, None, None, None, 16.6, None, None, 43.0, None,2021-07-09 00:00:00, None, None,28
None, 14.51, 41.47, None, None, None, None, 20.93, 11.33, 237.0, 2.0, None, 14.5, 14.4, None, None, None, 16.6, None, None, 41.0, None,2021-07-09 01:00:00, None, None,28
None, 14.18, 43.44, None, None, None, None, 5.132, 12.72, 237.2, 2.0, None, 14.2, 14.1, None, None, None, 16.6, None, None, 43.0, None,2021-07-09 02:00:00, None, None,28
None, 14.18, 42.26, None, None, None, None, 4.604, 9.99, 225.0, 2.0, None, 14.2, 14.0, None, None, None, 16.6, None, None, 42.0, None,2021-07-09 03:00:00, None, None,28
None, None, None, None, None, None, None, None, None, None, 2.0, None, 13.5, 13.5, None, None, None, 16.6, None, None, 44.0, None,2021-07-09 04:00:00, None, None,28
None, 14.1, 42.8, None, None, None, None, 18.94, 4.282, 210.7, 2.0, None, 14.1, 13.5, None, None, None, 16.6, None, None, 43.0, None,2021-07-09 05:00:00, None, None,28
None, 13.53, 47.93, None, None, None, None, 40.2, 5.164, 161.8, 3.0, None, 13.5, 13.4, None, None, None, 16.6, None, None, 48.0, None,2021-07-09 06:00:00, None, None,28
None, 14.5, 42.48, None, None, None, None, 29.49, 9.08, 97.5, 2.0, None, 14.5, 13.3, None, None, None, 14.7, None, None, 42.0, None,2021-07-09 07:00:00, None, None,28
None, 14.13, 44.04, None, None, None, None, 19.11, 5.095, 219.1, 2.0, None, 14.1, 13.3, None, None, None, 14.7, None, None, 44.0, None,2021-07-09 08:00:00, None, None,28
None, 14.12, 49.21, None, None, None, None, 12.98, 5.011, 223.4, 4.0, None, 14.1, 13.3, None, None, None, 14.7, None, None, 49.0, None,2021-07-09 09:00:00, None, None,28
None, 15.24, 51.85, None, None, None, None, 20.25, 4.749, 223.1, 6.0, None, 15.2, 13.3, None, None, None, 15.2, None, None, 52.0, None,2021-07-09 10:00:00, None, None,28
None, 18.01, 46.45, None, None, None, None, 41.7, 3.902, 204.1, 6.0, None, 18.0, 13.3, None, None, None, 17.9, None, None, 46.0, None,2021-07-09 11:00:00, None, None,28
None, 16.72, 46.07, None, None, None, None, 33.88, 7.6, 213.2, 5.0, None, 16.7, 13.3, None, None, None, 18.4, None, None, 46.0, None,2021-07-09 12:00:00, None, None,28
None, 19.81, 40.21, None, None, None, None, 35.75, 9.84, 211.9, 6.0, None, 19.8, 13.3, None, None, None, 20.1, None, None, 40.0, None,2021-07-09 13:00:00, None, None,28
None, 19.95, 34.7, None, None, None, None, 34.08, 9.09, 210.9, 4.0, None, 20.0, 13.3, None, None, None, 20.9, None, None, 35.0, None,2021-07-09 14:00:00, None, None,28
None, 21.02, 32.83, None, None, None, None, 26.49, 10.33, 197.8, 4.0, None, 21.0, 13.3, None, None, None, 21.2, None, None, 33.0, None,2021-07-09 15:00:00, None, None,28
None, 20.36, 35.29, None, None, None, None, 24.47, 12.54, 204.4, 4.0, None, 20.4, 13.3, None, None, None, 21.9, None, None, 35.0, None,2021-07-09 16:00:00, None, None,28
None, 19.23, 37.64, None, None, None, None, 19.52, 12.57, 206.7, 5.0, None, 19.2, 13.3, None, None, None, 21.9, None, None, 38.0, None,2021-07-09 17:00:00, None, None,28
None, 19.43, 36.65, None, None, None, None, 18.75, 12.03, 216.7, 4.0, None, 19.4, 13.3, None, None, None, 21.9, None, None, 37.0, None,2021-07-09 18:00:00, None, None,28
None, 19.12, 37.24, None, None, None, None, None, None, None, 4.0, None, 19.1, 19.2, None, None, None, 20.3, None, None, 37.0, None,2021-07-09 19:00:00, None, None,28
None, 18.29, 40.36, None, None, None, None, 11.27, 9.24, 222.3, 5.0, None, 18.3, 18.3, None, None, None, 20.3, None, None, 40.0, None,2021-07-09 20:00:00, None, None,28
None, 16.82, 43.48, None, None, None, None, 7.966, 10.37, 216.7, 4.0, None, 16.8, 16.9, None, None, None, 20.3, None, None, 43.0, None,2021-07-09 21:00:00, None, None,28
None, 16.6, 44.14, None, None, None, None, None, None, None, 4.0, None, 16.6, 16.6, None, None, None, 20.3, None, None, 44.0, None,2021-07-09 22:00:00, None, None,28
None, 16.45, 43.02, None, None, None, None, 10.03, 13.5, 195.8, 4.0, None, 16.5, 16.5, None, None, None, 20.3, None, None, 43.0, None,2021-07-09 23:00:00, None, None,28
None, 16.12, 42.4, None, None, None, None, 6.164, 12.98, 205.0, 3.0, None, 16.1, 16.0, None, None, None, 20.3, None, None, 42.0, None,2021-07-10 00:00:00, None, None,28
None, 16.07, 40.7, None, None, None, None, 5.161, 13.25, 205.2, 3.0, None, 16.1, 15.8, None, None, None, 20.3, None, None, 41.0, None,2021-07-10 01:00:00, None, None,28
None, 16.27, 38.44, None, None, None, None, 15.14, 7.731, 218.9, 2.0, None, 16.3, 15.8, None, None, None, 20.3, None, None, 38.0, None,2021-07-10 02:00:00, None, None,28
None, 15.7, 39.92, None, None, None, None, 13.29, 10.93, 220.2, 2.0, None, 15.7, 15.6, None, None, None, 20.3, None, None, 40.0, None,2021-07-10 03:00:00, None, None,28
None, 15.54, 39.55, None, None, None, None, 5.527, 12.03, 215.6, 2.0, None, 15.5, 15.4, None, None, None, 20.3, None, None, 40.0, None,2021-07-10 04:00:00, None, None,28
None, 15.35, 38.19, None, None, None, None, 9.04, 10.89, 219.8, 1.0, None, 15.4, 15.2, None, None, None, 20.3, None, None, 38.0, None,2021-07-10 05:00:00, None, None,28
None, 15.6, 36.45, None, None, None, None, 18.02, 9.53, 199.7, 1.0, None, 15.6, 15.1, None, None, None, 20.3, None, None, 36.0, None,2021-07-10 06:00:00, None, None,28
None, 15.38, 37.33, None, None, None, None, 11.25, 9.14, 196.1, 1.0, None, 15.4, 15.2, None, None, None, 15.6, None, None, 37.0, None,2021-07-10 07:00:00, None, None,28
None, 15.19, 37.41, None, None, None, None, 9.74, 9.96, 220.3, 1.0, None, 15.2, 15.1, None, None, None, 15.6, None, None, 37.0, None,2021-07-10 08:00:00, None, None,28
None, 15.9, 36.93, None, None, None, None, 12.01, 10.23, 216.3, 1.0, None, 15.9, 15.1, None, None, None, 16.0, None, None, 37.0, None,2021-07-10 09:00:00, None, None,28
None, 17.04, 35.53, None, None, None, None, 14.45, 10.72, 199.3, 2.0, None, 17.0, 15.1, None, None, None, 17.2, None, None, 36.0, None,2021-07-10 10:00:00, None, None,28
None, 17.95, 30.41, None, None, None, None, 19.25, 10.38, 198.3, 0.0, None, 18.0, 15.1, None, None, None, 18.4, None, None, 30.0, None,2021-07-10 11:00:00, None, None,28
None, 19.84, 29.13, None, None, None, None, 21.51, 10.97, 195.3, 1.0, None, 19.8, 15.1, None, None, None, 19.9, None, None, 29.0, None,2021-07-10 12:00:00, None, None,28
None, 20.42, 28.7, None, None, None, None, 24.88, 13.1, 206.9, 2.0, None, 20.4, 15.1, None, None, None, 20.1, None, None, 29.0, None,2021-07-10 13:00:00, None, None,28
None, 20.15, 27.67, None, None, None, None, 31.58, 12.5, 210.8, 1.0, None, 20.2, 15.1, None, None, None, 21.5, None, None, 28.0, None,2021-07-10 14:00:00, None, None,28
None, 22.02, 25.76, None, None, None, None, 27.89, 10.26, 203.4, 1.0, None, 22.0, 15.1, None, None, None, 22.2, None, None, 26.0, None,2021-07-10 15:00:00, None, None,28
