station_observations
TempC, SolarRadiationWm, RH, Wetness, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-27.771, 0.6, 84.2, 0.0, 0.0, 946.25, 0.0, 0.0, 2016-01-01 00:00:00, None, -29.7
-28.533, 0.6, 83.6, 0.0, 0.0, 946.05, 0.0, 0.0, 2016-01-01 01:00:00, None, -30.5
-28.792, 0.6, 83.9, 0.0, 0.0, 945.85, 0.0, 0.0, 2016-01-01 02:00:00, None, -30.7
-29.187, 0.6, 82.8, 0.0, 0.0, 945.85, 0.0, 0.0, 2016-01-01 03:00:00, None, -31.2
-29.453, 0.6, 82.7, 0.0, 0.0, 945.55, 0.0, 0.0, 2016-01-01 04:00:00, None, -31.5
-27.959, 0.6, 83.0, 0.0, 0.0, 945.35, 0.0, 0.0, 2016-01-01 05:00:00, None, -30.0
-28.149, 0.6, 82.6, 0.0, 0.0, 944.85, 0.0, 0.0, 2016-01-01 06:00:00, None, -30.2
-28.923, 0.6, 82.7, 0.0, 0.0, 944.65, 0.0, 0.0, 2016-01-01 07:00:00, None, -31.0
-29.52, 0.6, 82.3, 0.0, 0.0, 944.85, 0.0, 0.0, 2016-01-01 08:00:00, None, -31.6
-27.646, 15.6, 83.1, 0.0, 0.0, 945.15, 0.0, 0.0, 2016-01-01 09:00:00, None, -29.7
-22.937, 126.9, 82.7, 1.76, 0.0, 944.65, 0.0, 0.0, 2016-01-01 10:00:00, None, -25.1
-17.04, 211.9, 82.7, 0.0, 0.0, 943.45, 0.0, 0.0, 2016-01-01 11:00:00, None, -19.3
-15.224, 225.6, 81.2, 0.0, 0.0, 942.45, 0.0, 0.0, 2016-01-01 12:00:00, None, -17.7
-15.224, 216.9, 79.8, 0.0, 0.0, 941.95, 0.0, 0.0, 2016-01-01 13:00:00, None, -17.9
-14.197, 111.9, 79.7, 0.0, 0.0, 941.85, 0.0, 0.0, 2016-01-01 14:00:00, None, -17.0
-18.12, 68.1, 81.9, 0.0, 0.0, 941.45, 0.0, 0.0, 2016-01-01 15:00:00, None, -20.5
-22.117, 0.6, 85.1, 0.0, 0.0, 941.65, 0.0, 0.0, 2016-01-01 16:00:00, None, -24.0
-22.833, 0.6, 86.3, 0.0, 0.0, 941.95, 0.0, 0.0, 2016-01-01 17:00:00, None, -24.5
-25.327, 0.6, 85.6, 0.0, 0.0, 941.95, 0.0, 0.0, 2016-01-01 18:00:00, None, -27.1
-26.019, 0.6, 85.0, 0.0, 0.0, 941.95, 0.0, 0.0, 2016-01-01 19:00:00, None, -27.8
-23.781, 0.6, 85.7, 2.35, 0.0, 941.95, 0.0, 0.0, 2016-01-01 20:00:00, None, -25.5
-25.101, 0.6, 85.9, 3.53, 0.0, 941.75, 0.0, 0.0, 2016-01-01 21:00:00, None, -26.8
-24.821, 0.6, 85.9, 5.88, 0.0, 941.75, 0.0, 0.0, 2016-01-01 22:00:00, None, -26.5
-26.49, 0.6, 84.6, 5.88, 0.0, 941.75, 0.0, 0.0, 2016-01-01 23:00:00, None, -28.3
-25.556, 0.6, 85.0, 7.06, 0.0, 941.85, 0.0, 0.0, 2016-01-02 00:00:00, None, -27.4
-25.613, 0.6, 85.0, 8.24, 0.0, 941.85, 0.0, 0.0, 2016-01-02 01:00:00, None, -27.4
-25.556, 0.6, 84.8, 8.82, 0.0, 941.45, 0.0, 0.0, 2016-01-02 02:00:00, None, -27.4
-27.092, 0.6, 84.5, 9.41, 0.0, 941.25, 0.0, 0.0, 2016-01-02 03:00:00, None, -28.9
-26.849, 0.6, 84.1, 10.0, 0.0, 940.95, 0.0, 0.0, 2016-01-02 04:00:00, None, -28.8
-26.849, 0.6, 84.6, 10.0, 0.0, 940.85, 0.0, 0.0, 2016-01-02 05:00:00, None, -28.7
-26.49, 0.6, 84.3, 11.18, 0.0, 940.75, 0.0, 0.0, 2016-01-02 06:00:00, None, -28.4
-26.49, 0.6, 84.2, 11.76, 0.0, 940.65, 0.0, 0.0, 2016-01-02 07:00:00, None, -28.4
-27.337, 0.6, 83.7, 11.76, 0.0, 940.45, 0.0, 0.0, 2016-01-02 08:00:00, None, -29.3
-27.275, 11.9, 83.1, 12.35, 0.0, 940.55, 0.0, 0.0, 2016-01-02 09:00:00, None, -29.3
-21.617, 139.4, 84.1, 15.88, 0.0, 940.35, 0.0, 0.0, 2016-01-02 10:00:00, None, -23.6
-18.922, 208.1, 83.8, 8.82, 0.0, 939.25, 0.0, 0.0, 2016-01-02 11:00:00, None, -21.0
-18.076, 231.9, 83.1, 0.0, 0.0, 938.25, 0.0, 0.0, 2016-01-02 12:00:00, None, -20.3
