snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
-562.0, None,2022-10-08 00:00:00,8.9, None, None, None,41
-562.0, None,2022-10-08 01:00:00,8.6, None, None, None,41
-562.0, None,2022-10-08 02:00:00,7.9, None, None, None,41
-562.0, None,2022-10-08 03:00:00,7.8, None, None, None,41
-562.0, None,2022-10-08 04:00:00,7.8, None, None, None,41
-562.0, None,2022-10-08 05:00:00,7.2, None, None, None,41
-562.0, None,2022-10-08 06:00:00,5.8, None, None, None,41
-562.0, None,2022-10-08 07:00:00,6.1, None, None, None,41
-562.0, None,2022-10-08 08:00:00,6.4, None, None, None,41
-562.0, None,2022-10-08 09:00:00,6.4, None, None, None,41
-562.0, None,2022-10-08 10:00:00,8.3, None, None, None,41
-562.0, None,2022-10-08 11:00:00,8.3, None, None, None,41
-562.0, None,2022-10-08 12:00:00,10.5, None, None, None,41
-562.0, None,2022-10-08 13:00:00,10.2, None, None, None,41
-562.0, None,2022-10-08 14:00:00,10.2, None, None, None,41
-562.0, None,2022-10-08 15:00:00,10.9, None, None, None,41
-562.0, None,2022-10-08 16:00:00,10.0, None, None, None,41
-562.0, None,2022-10-08 17:00:00,11.4, None, None, None,41
-562.0, None,2022-10-08 18:00:00,9.6, None, None, None,41
-562.0, None,2022-10-08 19:00:00,8.2, None, None, None,41
-562.0, None,2022-10-08 20:00:00,9.1, None, None, None,41
-562.0, None,2022-10-08 21:00:00,10.0, None, None, None,41
-562.0, None,2022-10-08 22:00:00,9.9, None, None, None,41
-562.0, None,2022-10-08 23:00:00,9.5, None, None, None,41
-562.0, None,2022-10-09 00:00:00,9.5, None, None, None,41
-562.0, None,2022-10-09 01:00:00,9.5, None, None, None,41
-562.0, None,2022-10-09 02:00:00,9.3, None, None, None,41
-562.0, None,2022-10-09 03:00:00,9.1, None, None, None,41
-562.0, None,2022-10-09 04:00:00,8.4, None, None, None,41
-562.0, None,2022-10-09 05:00:00,8.3, None, None, None,41
-562.0, None,2022-10-09 06:00:00,8.2, None, None, None,41
-562.0, None,2022-10-09 07:00:00,8.6, None, None, None,41
-562.0, None,2022-10-09 08:00:00,8.5, None, None, None,41
-562.0, None,2022-10-09 09:00:00,8.7, None, None, None,41
-562.0, None,2022-10-09 10:00:00,8.7, None, None, None,41
-562.0, None,2022-10-09 11:00:00,8.8, None, None, None,41
-562.0, None,2022-10-09 12:00:00,8.4, None, None, None,41
-562.0, None,2022-10-09 13:00:00,9.3, None, None, None,41
-562.0, None,2022-10-09 14:00:00,10.7, None, None, None,41
-562.0, None,2022-10-09 15:00:00,10.2, None, None, None,41
-562.0, None,2022-10-09 16:00:00,10.5, None, None, None,41
-562.0, None,2022-10-09 17:00:00,10.1, None, None, None,41
-562.0, None,2022-10-09 18:00:00,10.8, None, None, None,41
-562.0, None,2022-10-09 19:00:00,10.9, None, None, None,41
-562.0, None,2022-10-09 20:00:00,10.1, None, None, None,41
-562.0, None,2022-10-09 21:00:00,9.2, None, None, None,41
-562.0, None,2022-10-09 22:00:00,9.7, None, None, None,41
-562.0, None,2022-10-09 23:00:00,9.2, None, None, None,41
-562.0, None,2022-10-10 00:00:00,9.4, None, None, None,41
-562.0, None,2022-10-10 01:00:00,7.8, None, None, None,41
-562.0, None,2022-10-10 02:00:00,6.8, None, None, None,41
-562.0, None,2022-10-10 03:00:00,4.4, None, None, None,41
-562.0, None,2022-10-10 04:00:00,5.2, None, None, None,41
-562.0, None,2022-10-10 05:00:00,4.5, None, None, None,41
