BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,64.5, None,2021-04-23 00:00:00, None,17
None, None, None,61.4, None,2021-04-23 01:00:00, None,17
None, None, None,64.6, None,2021-04-23 02:00:00, None,17
None, None, None,65.4, None,2021-04-23 03:00:00, None,17
None, None, None,66.6, None,2021-04-23 04:00:00, None,17
None, None, None,74.9, None,2021-04-23 05:00:00, None,17
None, None, None,77.8, None,2021-04-23 06:00:00, None,17
None, None, None,63.6, None,2021-04-23 07:00:00, None,17
None, None, None,47.2, None,2021-04-23 08:00:00, None,17
None, None, None,42.4, None,2021-04-23 09:00:00, None,17
None, None, None,35.6, None,2021-04-23 10:00:00, None,17
None, None, None,33.3, None,2021-04-23 11:00:00, None,17
None, None, None,32.3, None,2021-04-23 12:00:00, None,17
None, None, None,31.6, None,2021-04-23 13:00:00, None,17
None, None, None,32.1, None,2021-04-23 14:00:00, None,17
None, None, None,28.6, None,2021-04-23 15:00:00, None,17
None, None, None,31.9, None,2021-04-23 16:00:00, None,17
None, None, None,29.8, None,2021-04-23 17:00:00, None,17
None, None, None,28.4, None,2021-04-23 18:00:00, None,17
None, None, None,38.4, None,2021-04-23 19:00:00, None,17
None, None, None,45.4, None,2021-04-23 20:00:00, None,17
None, None, None,58.2, None,2021-04-23 21:00:00, None,17
None, None, None,62.1, None,2021-04-23 22:00:00, None,17
None, None, None,53.2, None,2021-04-23 23:00:00, None,17
None, None, None,50.3, None,2021-04-24 00:00:00, None,17
None, None, None,52.8, None,2021-04-24 01:00:00, None,17
None, None, None,62.9, None,2021-04-24 02:00:00, None,17
None, None, None,59.2, None,2021-04-24 03:00:00, None,17
None, None, None,52.0, None,2021-04-24 04:00:00, None,17
None, None, None,63.5, None,2021-04-24 05:00:00, None,17
None, None, None,67.2, None,2021-04-24 06:00:00, None,17
None, None, None,58.7, None,2021-04-24 07:00:00, None,17
None, None, None,45.0, None,2021-04-24 08:00:00, None,17
None, None, None,37.0, None,2021-04-24 09:00:00, None,17
None, None, None,33.7, None,2021-04-24 10:00:00, None,17
None, None, None,29.7, None,2021-04-24 11:00:00, None,17
None, None, None,26.5, None,2021-04-24 12:00:00, None,17
None, None, None,23.6, None,2021-04-24 13:00:00, None,17
None, None, None,22.1, None,2021-04-24 14:00:00, None,17
None, None, None,20.3, None,2021-04-24 15:00:00, None,17
None, None, None,18.8, None,2021-04-24 16:00:00, None,17
None, None, None,18.2, None,2021-04-24 17:00:00, None,17
None, None, None,20.8, None,2021-04-24 18:00:00, None,17
None, None, None,26.8, None,2021-04-24 19:00:00, None,17
None, None, None,31.8, None,2021-04-24 20:00:00, None,17
None, None, None,40.0, None,2021-04-24 21:00:00, None,17
None, None, None,45.8, None,2021-04-24 22:00:00, None,17
None, None, None,54.5, None,2021-04-24 23:00:00, None,17
None, None, None,54.3, None,2021-04-25 00:00:00, None,17
None, None, None,63.4, None,2021-04-25 01:00:00, None,17
None, None, None,69.6, None,2021-04-25 02:00:00, None,17
None, None, None,70.7, None,2021-04-25 03:00:00, None,17
None, None, None,75.8, None,2021-04-25 04:00:00, None,17
None, None, None,77.2, None,2021-04-25 05:00:00, None,17
None, None, None,76.4, None,2021-04-25 06:00:00, None,17
None, None, None,73.0, None,2021-04-25 07:00:00, None,17
None, None, None,57.5, None,2021-04-25 08:00:00, None,17
None, None, None,45.0, None,2021-04-25 09:00:00, None,17
None, None, None,30.7, None,2021-04-25 10:00:00, None,17
None, None, None,21.8, None,2021-04-25 11:00:00, None,17
None, None, None,20.0, None,2021-04-25 12:00:00, None,17
None, None, None,18.2, None,2021-04-25 13:00:00, None,17
