pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None,1.6, 266.0, None, None, 850.0, 1300.0, None,2019-04-30 00:00:00, None,18
None, None, None, None,0.4, 266.0, None, None, 851.0, 1300.0, None,2019-04-30 01:00:00, None,18
None, None, None, None,-1.0, 266.0, None, None, 851.0, 1301.0, None,2019-04-30 02:00:00, None,18
None, None, None, None,-1.2, 266.0, None, None, 851.0, 1300.0, None,2019-04-30 03:00:00, None,18
None, None, None, None,-2.6, 266.0, None, None, 852.0, 1300.0, None,2019-04-30 04:00:00, None,18
None, None, None, None,-2.7, 266.0, None, None, 852.0, 1300.0, None,2019-04-30 05:00:00, None,18
None, None, None, None,-2.9, 266.0, None, None, 852.0, 1300.0, None,2019-04-30 06:00:00, None,18
None, None, None, None,-2.8, 266.0, None, None, 852.0, 1300.0, None,2019-04-30 07:00:00, None,18
None, None, None, None,-3.1, 266.0, None, None, 852.0, 1300.0, None,2019-04-30 08:00:00, None,18
None, None, None, None,-3.1, 266.0, None, None, 852.0, 1301.0, None,2019-04-30 09:00:00, None,18
None, None, None, None,-3.7, 266.0, None, None, 852.0, 1301.0, None,2019-04-30 10:00:00, None,18
None, None, None, None,-3.1, 266.0, None, None, 852.0, 1301.0, None,2019-04-30 11:00:00, None,18
None, None, None, None,-2.8, 266.0, None, None, 852.0, 1301.0, None,2019-04-30 12:00:00, None,18
None, None, None, None,-2.6, 266.0, None, None, 852.0, 1301.0, None,2019-04-30 13:00:00, None,18
None, None, None, None,-1.5, 266.0, None, None, 851.0, 1301.0, None,2019-04-30 14:00:00, None,18
None, None, None, None,-1.3, 266.0, None, None, 851.0, 1300.0, None,2019-04-30 15:00:00, None,18
