WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
117.0,2020-12-30 00:00:00, None, 99.0,53
98.9,2020-12-30 01:00:00, None, 99.0,53
105.0,2020-12-30 02:00:00, None, 99.0,53
138.0,2020-12-30 03:00:00, None, 99.0,53
152.5,2020-12-30 04:00:00, None, 99.2,53
241.9,2020-12-30 05:00:00, None, 99.0,53
131.9,2020-12-30 06:00:00, None, 99.1,53
136.8,2020-12-30 07:00:00, None, 97.5,53
134.8,2020-12-30 08:00:00, None, 99.1,53
115.7,2020-12-30 09:00:00, None, 99.1,53
137.0,2020-12-30 10:00:00, None, 99.1,53
131.3,2020-12-30 11:00:00, None, 99.0,53
118.2,2020-12-30 12:00:00, None, 99.4,53
151.3,2020-12-30 13:00:00, None, 99.7,53
172.3,2020-12-30 14:00:00, None, 99.4,53
74.9,2020-12-30 15:00:00, None, 99.7,53
93.7,2020-12-30 16:00:00, None, 99.9,53
113.8,2020-12-30 17:00:00, None, 99.6,53
329.8,2020-12-30 18:00:00, None, 100.0,53
352.9,2020-12-30 19:00:00, None, 99.7,53
96.9,2020-12-30 20:00:00, None, 100.0,53
117.8,2020-12-30 21:00:00, None, 99.8,53
125.5,2020-12-30 22:00:00, None, 99.6,53
91.1,2020-12-30 23:00:00, None, 99.6,53
60.4,2020-12-31 00:00:00, None, 100.0,53
