SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
None,5.5, 0.0,0.0,6.4, None,2018-10-29 00:00:00,311.0,100.0,44
None,5.4, None,0.0,6.3, None,2018-10-29 00:15:00,321.0,100.0,44
None,5.5, None,0.0,6.3, None,2018-10-29 00:30:00,318.0,100.0,44
None,5.7, None,0.0,5.3, None,2018-10-29 00:45:00,314.0,100.0,44
None,5.6, 0.0,0.0,4.9, None,2018-10-29 01:00:00,318.0,100.0,44
None,5.4, None,0.0,5.8, None,2018-10-29 01:15:00,323.0,100.0,44
None,5.5, None,0.0,5.3, None,2018-10-29 01:30:00,316.0,100.0,44
None,5.5, None,0.0,4.2, None,2018-10-29 01:45:00,319.0,100.0,44
None,5.3, 0.0,0.0,4.5, None,2018-10-29 02:00:00,321.0,100.0,44
None,5.6, None,0.0,5.1, None,2018-10-29 02:15:00,313.0,100.0,44
None,5.6, None,0.0,5.2, None,2018-10-29 02:30:00,306.0,100.0,44
None,5.8, None,0.0,5.3, None,2018-10-29 02:45:00,313.0,100.0,44
None,5.6, 0.0,0.0,5.2, None,2018-10-29 03:00:00,326.0,100.0,44
None,5.2, None,0.0,3.2, None,2018-10-29 03:15:00,342.0,100.0,44
None,4.9, None,0.0,2.5, None,2018-10-29 03:30:00,13.0,100.0,44
None,4.8, None,0.0,2.4, None,2018-10-29 03:45:00,22.0,100.0,44
None,4.7, 0.0,0.0,2.3, None,2018-10-29 04:00:00,123.0,100.0,44
None,4.5, None,0.0,2.2, None,2018-10-29 04:15:00,123.0,100.0,44
None,4.5, None,0.0,2.3, None,2018-10-29 04:30:00,87.0,100.0,44
None,4.8, None,0.0,2.6, None,2018-10-29 04:45:00,126.0,100.0,44
None,4.8, 0.0,0.0,2.2, None,2018-10-29 05:00:00,91.0,100.0,44
None,4.8, None,0.0,5.5, None,2018-10-29 05:15:00,133.0,100.0,44
None,4.8, None,0.0,4.9, None,2018-10-29 05:30:00,122.0,100.0,44
None,4.9, None,0.0,4.6, None,2018-10-29 05:45:00,127.0,100.0,44
None,4.9, 0.0,0.0,5.0, None,2018-10-29 06:00:00,130.0,100.0,44
None,4.8, None,0.0,4.5, None,2018-10-29 06:15:00,125.0,100.0,44
None,4.6, None,0.0,4.7, None,2018-10-29 06:30:00,126.0,100.0,44
None,4.4, None,0.0,6.5, None,2018-10-29 06:45:00,135.0,100.0,44
None,4.4, 0.0,0.0,5.8, None,2018-10-29 07:00:00,133.0,100.0,44
None,4.6, None,0.0,7.7, None,2018-10-29 07:15:00,137.0,100.0,44
None,4.8, None,0.0,4.5, None,2018-10-29 07:30:00,141.0,100.0,44
None,4.9, None,0.0,6.8, None,2018-10-29 07:45:00,133.0,100.0,44
None,5.2, 1.0,0.254,2.0, None,2018-10-29 08:00:00,273.0,100.0,44
None,5.3, None,0.254,2.1, None,2018-10-29 08:15:00,126.0,100.0,44
None,5.5, None,0.509,3.5, None,2018-10-29 08:30:00,189.0,100.0,44
None,5.7, None,0.762,4.4, None,2018-10-29 08:45:00,166.0,100.0,44
None,5.7, 2.0,0.762,3.0, None,2018-10-29 09:00:00,191.0,100.0,44
None,5.7, None,0.508,2.8, None,2018-10-29 09:15:00,216.0,100.0,44
None,5.6, None,0.763,3.2, None,2018-10-29 09:30:00,328.0,100.0,44
None,5.5, None,0.508,2.4, None,2018-10-29 09:45:00,168.0,100.0,44
None,5.5, 3.0,0.254,4.1, None,2018-10-29 10:00:00,146.0,100.0,44
None,6.1, None,0.0,3.8, None,2018-10-29 10:15:00,153.0,100.0,44
None,6.8, None,0.0,3.2, None,2018-10-29 10:30:00,148.0,100.0,44
None,7.6, None,0.0,2.8, None,2018-10-29 10:45:00,158.0,99.0,44
None,7.9, 0.0,0.0,3.8, None,2018-10-29 11:00:00,191.0,99.0,44
None,9.1, None,0.0,4.1, None,2018-10-29 11:15:00,203.0,93.0,44
None,9.7, None,0.0,4.5, None,2018-10-29 11:30:00,208.0,82.0,44
None,9.4, None,0.0,5.4, None,2018-10-29 11:45:00,237.0,86.0,44
None,8.7, 0.0,0.0,3.7, None,2018-10-29 12:00:00,240.0,88.0,44
None,9.0, None,0.0,5.1, None,2018-10-29 12:15:00,288.0,89.0,44
None,8.8, None,0.0,4.5, None,2018-10-29 12:30:00,317.0,86.0,44
None,8.8, None,0.0,4.5, None,2018-10-29 12:45:00,288.0,87.0,44
None,8.6, 1.0,0.0,4.1, None,2018-10-29 13:00:00,260.0,88.0,44
None,8.8, None,0.0,5.1, None,2018-10-29 13:15:00,241.0,86.0,44
None,8.8, None,0.0,6.2, None,2018-10-29 13:30:00,239.0,86.0,44
None,9.1, None,0.0,5.4, None,2018-10-29 13:45:00,271.0,85.0,44
None,9.1, -1.0,0.0,5.3, None,2018-10-29 14:00:00,285.0,87.0,44
None,9.3, None,0.0,4.3, None,2018-10-29 14:15:00,309.0,87.0,44
None,9.6, None,0.0,4.7, None,2018-10-29 14:30:00,284.0,86.0,44
None,9.1, None,0.0,5.4, None,2018-10-29 14:45:00,301.0,89.0,44
None,8.9, 0.0,0.0,5.0, None,2018-10-29 15:00:00,281.0,89.0,44
None,8.8, None,0.0,4.4, None,2018-10-29 15:15:00,253.0,89.0,44
None,8.7, None,0.0,3.6, None,2018-10-29 15:30:00,252.0,91.0,44
None,8.6, None,0.0,3.9, None,2018-10-29 15:45:00,292.0,91.0,44
None,8.7, 0.0,0.0,3.9, None,2018-10-29 16:00:00,240.0,90.0,44
None,8.7, None,0.0,3.8, None,2018-10-29 16:15:00,271.0,90.0,44
None,8.6, None,0.0,5.0, None,2018-10-29 16:30:00,261.0,90.0,44
None,8.3, None,0.0,3.1, None,2018-10-29 16:45:00,325.0,91.0,44
None,8.1, 0.0,0.0,3.6, None,2018-10-29 17:00:00,287.0,92.0,44
None,7.7, None,0.0,3.2, None,2018-10-29 17:15:00,308.0,94.0,44
None,7.5, None,0.0,3.0, None,2018-10-29 17:30:00,333.0,95.0,44
None,7.3, None,0.0,4.5, None,2018-10-29 17:45:00,300.0,96.0,44
None,7.0, 0.0,0.0,3.3, None,2018-10-29 18:00:00,311.0,96.0,44
None,6.9, None,0.0,2.7, None,2018-10-29 18:15:00,328.0,97.0,44
None,6.7, None,0.0,2.7, None,2018-10-29 18:30:00,76.0,97.0,44
None,6.6, None,0.0,3.7, None,2018-10-29 18:45:00,313.0,98.0,44
None,6.8, 0.0,0.0,3.0, None,2018-10-29 19:00:00,27.0,98.0,44
None,7.2, None,0.0,2.9, None,2018-10-29 19:15:00,72.0,98.0,44
None,7.4, None,0.0,3.2, None,2018-10-29 19:30:00,240.0,96.0,44
None,7.0, None,0.0,3.7, None,2018-10-29 19:45:00,301.0,96.0,44
None,7.0, 0.0,0.0,2.9, None,2018-10-29 20:00:00,227.0,96.0,44
None,6.8, None,0.0,3.6, None,2018-10-29 20:15:00,170.0,97.0,44
None,6.5, None,0.0,2.4, None,2018-10-29 20:30:00,73.0,97.0,44
None,6.4, None,0.0,3.0, None,2018-10-29 20:45:00,162.0,98.0,44
None,6.2, 0.0,0.0,4.4, None,2018-10-29 21:00:00,149.0,98.0,44
None,6.4, None,0.0,3.6, None,2018-10-29 21:15:00,158.0,99.0,44
None,6.2, None,0.0,5.5, None,2018-10-29 21:30:00,153.0,99.0,44
None,5.9, None,0.0,5.2, None,2018-10-29 21:45:00,141.0,99.0,44
None,5.6, 0.0,0.0,5.9, None,2018-10-29 22:00:00,135.0,99.0,44
None,5.6, None,0.0,4.5, None,2018-10-29 22:15:00,137.0,99.0,44
None,5.8, None,0.0,4.6, None,2018-10-29 22:30:00,138.0,99.0,44
None,6.0, None,0.254,5.8, None,2018-10-29 22:45:00,307.0,99.0,44
None,6.1, 1.0,1.016,6.3, None,2018-10-29 23:00:00,313.0,100.0,44
None,6.1, None,0.255,4.9, None,2018-10-29 23:15:00,314.0,99.0,44
None,6.1, None,0.0,4.7, None,2018-10-29 23:30:00,321.0,100.0,44
None,6.1, None,0.762,4.5, None,2018-10-29 23:45:00,324.0,100.0,44
None,6.1, 1.0,0.254,4.7, None,2018-10-30 00:00:00,321.0,100.0,44
None,6.0, None,0.254,3.9, None,2018-10-30 00:15:00,316.0,100.0,44
None,6.0, None,0.0,5.2, None,2018-10-30 00:30:00,319.0,100.0,44
None,6.0, None,0.254,3.3, None,2018-10-30 00:45:00,320.0,100.0,44
None,5.9, 1.0,0.0,4.2, None,2018-10-30 01:00:00,325.0,100.0,44
None,5.8, None,0.0,4.4, None,2018-10-30 01:15:00,329.0,100.0,44
None,5.8, None,0.0,4.1, None,2018-10-30 01:30:00,335.0,100.0,44
None,5.8, None,0.254,3.7, None,2018-10-30 01:45:00,349.0,100.0,44
None,5.9, 0.0,0.254,3.7, None,2018-10-30 02:00:00,337.0,100.0,44
None,5.8, None,0.0,2.4, None,2018-10-30 02:15:00,17.0,100.0,44
None,5.7, None,0.0,2.3, None,2018-10-30 02:30:00,11.0,100.0,44
None,5.8, None,0.0,3.0, None,2018-10-30 02:45:00,356.0,100.0,44
None,6.0, 1.0,0.0,2.9, None,2018-10-30 03:00:00,355.0,100.0,44
None,6.1, None,0.254,1.5, None,2018-10-30 03:15:00,70.0,100.0,44
None,6.2, None,0.0,3.3, None,2018-10-30 03:30:00,327.0,100.0,44
None,6.2, None,0.0,2.3, None,2018-10-30 03:45:00,13.0,100.0,44
None,6.1, -1.0,0.0,2.5, None,2018-10-30 04:00:00,26.0,100.0,44
None,6.0, None,0.0,3.1, None,2018-10-30 04:15:00,8.0,100.0,44
None,5.8, None,0.0,2.3, None,2018-10-30 04:30:00,48.0,100.0,44
None,5.5, None,0.0,2.4, None,2018-10-30 04:45:00,51.0,100.0,44
None,5.3, 1.0,0.0,2.3, None,2018-10-30 05:00:00,50.0,100.0,44
None,5.3, None,0.0,1.8, None,2018-10-30 05:15:00,83.0,100.0,44
None,5.5, None,0.0,1.8, None,2018-10-30 05:30:00,45.0,100.0,44
None,5.8, None,0.0,2.9, None,2018-10-30 05:45:00,32.0,100.0,44
None,5.9, -1.0,0.0,1.7, None,2018-10-30 06:00:00,56.0,100.0,44
None,6.0, None,0.0,3.9, None,2018-10-30 06:15:00,343.0,100.0,44
None,6.0, None,0.0,2.3, None,2018-10-30 06:30:00,37.0,100.0,44
None,6.0, None,0.0,2.2, None,2018-10-30 06:45:00,40.0,100.0,44
None,6.0, 1.0,0.0,1.8, None,2018-10-30 07:00:00,41.0,100.0,44
None,6.1, None,0.0,2.0, None,2018-10-30 07:15:00,96.0,100.0,44
None,6.2, None,0.0,1.2, None,2018-10-30 07:30:00,201.0,100.0,44
None,6.3, None,0.0,1.5, None,2018-10-30 07:45:00,67.0,100.0,44
None,6.4, 0.0,0.0,1.3, None,2018-10-30 08:00:00,94.0,100.0,44
None,6.5, None,0.0,1.7, None,2018-10-30 08:15:00,45.0,100.0,44
None,6.8, None,0.0,1.7, None,2018-10-30 08:30:00,25.0,100.0,44
None,6.9, None,0.0,1.2, None,2018-10-30 08:45:00,41.0,100.0,44
None,7.0, 0.0,0.0,1.7, None,2018-10-30 09:00:00,55.0,100.0,44
None,7.2, None,0.0,1.2, None,2018-10-30 09:15:00,110.0,100.0,44
None,7.2, None,0.0,1.8, None,2018-10-30 09:30:00,351.0,100.0,44
None,7.4, None,0.0,1.4, None,2018-10-30 09:45:00,129.0,100.0,44
None,7.8, 0.0,0.254,2.3, None,2018-10-30 10:00:00,285.0,100.0,44
None,8.0, None,0.0,2.2, None,2018-10-30 10:15:00,227.0,100.0,44
