wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
6.8,4.0,109.0, 89.0,2021-06-11 00:00:00,24
8.3,2.7,115.0, 92.0,2021-06-11 01:00:00,24
7.9,3.4,110.0, 89.0,2021-06-11 02:00:00,24
15.8,4.4,112.0, 90.0,2021-06-11 03:00:00,24
10.4,4.8,112.0, 87.0,2021-06-11 04:00:00,24
15.5,5.6,115.0, 80.0,2021-06-11 05:00:00,24
15.8,7.5,120.0, 68.0,2021-06-11 06:00:00,24
16.9,9.2,116.0, 59.0,2021-06-11 07:00:00,24
18.0,11.0,123.0, 50.0,2021-06-11 08:00:00,24
20.2,12.4,103.0, 46.0,2021-06-11 09:00:00,24
20.9,13.3,115.0, 37.0,2021-06-11 10:00:00,24
19.4,12.9,132.0, 35.0,2021-06-11 11:00:00,24
16.2,13.7,109.0, 32.0,2021-06-11 12:00:00,24
18.4,14.2,99.0, 33.0,2021-06-11 13:00:00,24
18.4,15.3,117.0, 30.0,2021-06-11 14:00:00,24
22.7,14.7,105.0, 35.0,2021-06-11 15:00:00,24
21.2,14.1,117.0, 34.0,2021-06-11 16:00:00,24
16.6,13.6,117.0, 38.0,2021-06-11 17:00:00,24
24.5,13.2,118.0, 37.0,2021-06-11 18:00:00,24
22.0,12.2,108.0, 44.0,2021-06-11 19:00:00,24
20.9,11.0,111.0, 50.0,2021-06-11 20:00:00,24
17.6,10.8,123.0, 51.0,2021-06-11 21:00:00,24
19.1,10.3,129.0, 51.0,2021-06-11 22:00:00,24
14.4,9.6,138.0, 55.0,2021-06-11 23:00:00,24
18.0,8.4,106.0, 66.0,2021-06-12 00:00:00,24
9.4,8.0,115.0, 66.0,2021-06-12 01:00:00,24
14.0,6.5,110.0, 73.0,2021-06-12 02:00:00,24
12.2,6.1,120.0, 77.0,2021-06-12 03:00:00,24
15.5,6.6,123.0, 73.0,2021-06-12 04:00:00,24
19.1,8.2,113.0, 66.0,2021-06-12 05:00:00,24
16.6,9.7,104.0, 61.0,2021-06-12 06:00:00,24
14.8,11.5,101.0, 58.0,2021-06-12 07:00:00,24
8.3,13.2,111.0, 51.0,2021-06-12 08:00:00,24
17.6,14.7,92.0, 44.0,2021-06-12 09:00:00,24
19.4,16.3,112.0, 37.0,2021-06-12 10:00:00,24
20.9,16.1,103.0, 34.0,2021-06-12 11:00:00,24
20.5,17.2,97.0, 32.0,2021-06-12 12:00:00,24
20.5,16.4,107.0, 32.0,2021-06-12 13:00:00,24
16.9,17.1,141.0, 31.0,2021-06-12 14:00:00,24
20.5,18.6,100.0, 29.0,2021-06-12 15:00:00,24
19.8,18.4,112.0, 29.0,2021-06-12 16:00:00,24
22.0,16.9,108.0, 34.0,2021-06-12 17:00:00,24
14.4,16.1,94.0, 38.0,2021-06-12 18:00:00,24
10.4,13.9,108.0, 45.0,2021-06-12 19:00:00,24
13.3,13.3,131.0, 41.0,2021-06-12 20:00:00,24
13.0,10.3,118.0, 52.0,2021-06-12 21:00:00,24
13.0,12.5,116.0, 46.0,2021-06-12 22:00:00,24
13.3,13.5,109.0, 38.0,2021-06-12 23:00:00,24
7.9,12.8,103.0, 49.0,2021-06-13 00:00:00,24
6.1,12.3,101.0, 53.0,2021-06-13 01:00:00,24
6.5,11.2,70.0, 62.0,2021-06-13 02:00:00,24
10.8,10.9,89.0, 64.0,2021-06-13 03:00:00,24
14.4,12.6,122.0, 55.0,2021-06-13 04:00:00,24
14.0,12.1,121.0, 62.0,2021-06-13 05:00:00,24
8.6,11.4,45.0, 79.0,2021-06-13 06:00:00,24
14.0,11.6,52.0, 84.0,2021-06-13 07:00:00,24
20.2,14.7,93.0, 69.0,2021-06-13 08:00:00,24
25.9,16.4,118.0, 56.0,2021-06-13 09:00:00,24
30.2,17.9,105.0, 53.0,2021-06-13 10:00:00,24
16.6,17.3,118.0, 54.0,2021-06-13 11:00:00,24
10.8,15.7,143.0, 70.0,2021-06-13 12:00:00,24
17.3,17.5,104.0, 58.0,2021-06-13 13:00:00,24
5.0,17.2,268.0, 65.0,2021-06-13 14:00:00,24
7.2,18.9,114.0, 57.0,2021-06-13 15:00:00,24
15.5,18.7,117.0, 53.0,2021-06-13 16:00:00,24
21.2,17.4,109.0, 59.0,2021-06-13 17:00:00,24
14.4,17.1,99.0, 60.0,2021-06-13 18:00:00,24
18.4,17.0,147.0, 43.0,2021-06-13 19:00:00,24
10.1,16.2,147.0, 43.0,2021-06-13 20:00:00,24
17.6,15.5,122.0, 53.0,2021-06-13 21:00:00,24
23.8,15.3,129.0, 62.0,2021-06-13 22:00:00,24
20.2,14.5,121.0, 66.0,2021-06-13 23:00:00,24
22.3,14.1,129.0, 64.0,2021-06-14 00:00:00,24
20.5,13.3,114.0, 65.0,2021-06-14 01:00:00,24
21.6,13.2,115.0, 64.0,2021-06-14 02:00:00,24
14.4,12.8,137.0, 65.0,2021-06-14 03:00:00,24
18.0,12.6,135.0, 66.0,2021-06-14 04:00:00,24
20.5,12.6,134.0, 67.0,2021-06-14 05:00:00,24
20.2,13.1,128.0, 67.0,2021-06-14 06:00:00,24
25.9,15.2,126.0, 60.0,2021-06-14 07:00:00,24
17.6,17.5,155.0, 51.0,2021-06-14 08:00:00,24
19.4,17.3,111.0, 52.0,2021-06-14 09:00:00,24
6.8,17.8,105.0, 50.0,2021-06-14 10:00:00,24
8.3,18.5,156.0, 44.0,2021-06-14 11:00:00,24
4.7,19.9,265.0, 41.0,2021-06-14 12:00:00,24
6.8,19.9,94.0, 39.0,2021-06-14 13:00:00,24
1.4,19.8,0.0, 40.0,2021-06-14 14:00:00,24
13.0,13.9,65.0, 61.0,2021-06-14 15:00:00,24
6.1,14.6,114.0, 76.0,2021-06-14 16:00:00,24
10.4,15.2,160.0, 55.0,2021-06-14 17:00:00,24
11.9,15.3,150.0, 51.0,2021-06-14 18:00:00,24
16.9,14.4,129.0, 56.0,2021-06-14 19:00:00,24
6.5,11.8,110.0, 75.0,2021-06-14 20:00:00,24
9.4,11.7,122.0, 70.0,2021-06-14 21:00:00,24
10.8,10.7,119.0, 81.0,2021-06-14 22:00:00,24
11.9,10.3,132.0, 77.0,2021-06-14 23:00:00,24
7.6,9.5,96.0, 76.0,2021-06-15 00:00:00,24
7.9,10.6,150.0, 60.0,2021-06-15 01:00:00,24
7.9,10.1,166.0, 59.0,2021-06-15 02:00:00,24
9.7,8.7,144.0, 67.0,2021-06-15 03:00:00,24
9.0,8.4,132.0, 71.0,2021-06-15 04:00:00,24
5.0,8.4,105.0, 81.0,2021-06-15 05:00:00,24
6.8,11.2,165.0, 60.0,2021-06-15 06:00:00,24
7.9,12.7,193.0, 49.0,2021-06-15 07:00:00,24
3.6,14.3,190.0, 48.0,2021-06-15 08:00:00,24
12.6,15.7,251.0, 39.0,2021-06-15 09:00:00,24
6.5,16.1,25.0, 38.0,2021-06-15 10:00:00,24
6.5,16.0,301.0, 40.0,2021-06-15 11:00:00,24
8.6,12.4,309.0, 58.0,2021-06-15 12:00:00,24
15.8,15.9,210.0, 42.0,2021-06-15 13:00:00,24
11.5,17.4,284.0, 34.0,2021-06-15 15:00:00,24
19.1,14.5,267.0, 47.0,2021-06-15 16:00:00,24
1.8,13.9,0.0, 47.0,2021-06-15 17:00:00,24
2.9,12.3,168.0, 71.0,2021-06-15 18:00:00,24
3.6,11.6,53.0, 75.0,2021-06-15 19:00:00,24
4.0,10.2,324.0, 86.0,2021-06-15 20:00:00,24
7.6,9.9,300.0, 87.0,2021-06-15 21:00:00,24
4.0,8.9,328.0, 93.0,2021-06-15 22:00:00,24
11.9,8.8,130.0, 90.0,2021-06-15 23:00:00,24
7.6,8.2,199.0, 95.0,2021-06-16 00:00:00,24
5.0,8.4,161.0, 93.0,2021-06-16 01:00:00,24
7.9,7.7,208.0, 95.0,2021-06-16 02:00:00,24
5.4,7.8,180.0, 90.0,2021-06-16 03:00:00,24
5.4,7.5,147.0, 95.0,2021-06-16 04:00:00,24
3.6,7.8,189.0, 94.0,2021-06-16 05:00:00,24
10.4,9.1,194.0, 78.0,2021-06-16 06:00:00,24
9.7,11.1,158.0, 65.0,2021-06-16 07:00:00,24
10.1,12.8,173.0, 57.0,2021-06-16 08:00:00,24
9.0,13.8,281.0, 45.0,2021-06-16 09:00:00,24
6.8,15.5,164.0, 46.0,2021-06-16 10:00:00,24
1.8,15.0,0.0, 39.0,2021-06-16 11:00:00,24
12.6,17.4,176.0, 32.0,2021-06-16 12:00:00,24
13.3,17.9,293.0, 31.0,2021-06-16 13:00:00,24
8.6,18.1,254.0, 33.0,2021-06-16 14:00:00,24
16.2,19.1,309.0, 29.0,2021-06-16 15:00:00,24
13.3,18.9,278.0, 29.0,2021-06-16 16:00:00,24
6.8,17.8,317.0, 29.0,2021-06-16 17:00:00,24
13.0,17.6,316.0, 28.0,2021-06-16 18:00:00,24
6.8,16.2,321.0, 33.0,2021-06-16 19:00:00,24
7.2,13.2,321.0, 44.0,2021-06-16 20:00:00,24
10.8,12.0,325.0, 47.0,2021-06-16 21:00:00,24
11.9,9.7,306.0, 54.0,2021-06-16 22:00:00,24
12.6,10.1,328.0, 50.0,2021-06-16 23:00:00,24
11.5,8.2,315.0, 58.0,2021-06-17 00:00:00,24
4.3,7.9,299.0, 58.0,2021-06-17 01:00:00,24
4.7,7.1,179.0, 62.0,2021-06-17 02:00:00,24
1.4,5.9,0.0, 69.0,2021-06-17 03:00:00,24
3.2,7.6,318.0, 63.0,2021-06-17 04:00:00,24
10.1,9.6,326.0, 58.0,2021-06-17 05:00:00,24
9.4,11.4,311.0, 52.0,2021-06-17 06:00:00,24
6.8,12.7,296.0, 49.0,2021-06-17 07:00:00,24
7.6,13.8,300.0, 43.0,2021-06-17 08:00:00,24
6.1,15.0,71.0, 42.0,2021-06-17 09:00:00,24
6.8,15.8,110.0, 36.0,2021-06-17 10:00:00,24
10.4,17.0,127.0, 34.0,2021-06-17 11:00:00,24
2.9,18.0,253.0, 30.0,2021-06-17 12:00:00,24
13.0,18.9,150.0, 28.0,2021-06-17 13:00:00,24
7.6,19.8,113.0, 32.0,2021-06-17 14:00:00,24
7.9,20.3,82.0, 29.0,2021-06-17 15:00:00,24
7.9,20.5,84.0, 31.0,2021-06-17 16:00:00,24
10.4,20.2,88.0, 29.0,2021-06-17 17:00:00,24
7.6,19.1,58.0, 33.0,2021-06-17 18:00:00,24
5.0,18.5,43.0, 34.0,2021-06-17 19:00:00,24
9.7,16.9,76.0, 40.0,2021-06-17 20:00:00,24
5.0,16.4,2.0, 41.0,2021-06-17 21:00:00,24
6.8,15.9,246.0, 41.0,2021-06-17 22:00:00,24
13.0,15.6,226.0, 40.0,2021-06-17 23:00:00,24
