wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
2.2,4.3, 211.0,100.0,2021-06-11 00:00:00,24
4.7,3.5, 356.0,100.0,2021-06-11 01:00:00,24
11.5,2.2, 11.0,100.0,2021-06-11 02:00:00,24
3.6,1.4, 332.0,100.0,2021-06-11 03:00:00,24
5.8,1.2, 359.0,100.0,2021-06-11 04:00:00,24
4.3,3.4, 22.0,100.0,2021-06-11 05:00:00,24
2.5,7.3, 40.0,79.0,2021-06-11 06:00:00,24
15.5,10.7, 167.0,45.0,2021-06-11 07:00:00,24
16.6,12.1, 172.0,39.0,2021-06-11 08:00:00,24
16.9,14.3, 167.0,35.0,2021-06-11 09:00:00,24
13.0,14.1, 166.0,33.0,2021-06-11 10:00:00,24
14.4,14.1, 176.0,38.0,2021-06-11 11:00:00,24
16.9,14.7, 165.0,37.0,2021-06-11 12:00:00,24
11.9,13.8, 170.0,42.0,2021-06-11 13:00:00,24
9.4,13.2, 188.0,44.0,2021-06-11 14:00:00,24
10.1,13.3, 84.0,46.0,2021-06-11 15:00:00,24
3.2,14.0, 14.0,41.0,2021-06-11 16:00:00,24
7.9,13.3, 147.0,44.0,2021-06-11 17:00:00,24
9.0,12.7, 150.0,47.0,2021-06-11 18:00:00,24
3.6,11.3, 237.0,55.0,2021-06-11 19:00:00,24
2.5,10.1, 221.0,66.0,2021-06-11 20:00:00,24
7.6,9.4, 190.0,74.0,2021-06-11 21:00:00,24
4.7,8.2, 212.0,90.0,2021-06-11 22:00:00,24
2.9,7.5, 227.0,100.0,2021-06-11 23:00:00,24
2.5,7.6, 198.0,100.0,2021-06-12 00:00:00,24
6.5,7.5, 167.0,100.0,2021-06-12 01:00:00,24
3.6,6.9, 214.0,100.0,2021-06-12 02:00:00,24
1.8,6.5, 236.0,100.0,2021-06-12 03:00:00,24
1.8,7.0, 243.0,100.0,2021-06-12 04:00:00,24
8.6,8.0, 185.0,100.0,2021-06-12 05:00:00,24
9.0,9.5, 193.0,82.0,2021-06-12 06:00:00,24
16.9,10.0, 169.0,76.0,2021-06-12 07:00:00,24
18.4,10.8, 177.0,70.0,2021-06-12 08:00:00,24
23.8,13.0, 176.0,58.0,2021-06-12 09:00:00,24
20.9,14.3, 161.0,53.0,2021-06-12 10:00:00,24
18.0,14.3, 167.0,52.0,2021-06-12 11:00:00,24
11.9,13.2, 346.0,59.0,2021-06-12 12:00:00,24
19.1,16.7, 176.0,47.0,2021-06-12 13:00:00,24
17.6,15.4, 168.0,48.0,2021-06-12 14:00:00,24
