CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-10.44, None, None,2017-03-12 00:00:00, None, None,37.44,9.97,54.51, None, None, None, None, None, None, 191.6,11
None,-10.54, None, None,2017-03-12 01:00:00, None, None,31.89,10.35,65.85, None, None, None, None, None, None, 192.1,11
None,-11.27, None, None,2017-03-12 04:00:00, None, None,33.37,9.75,51.27, None, None, None, None, None, None, 191.1,11
None,-11.1, None, None,2017-03-12 05:00:00, None, None,30.26,10.28,91.4, None, None, None, None, None, None, 191.4,11
None,-11.14, None, None,2017-03-12 06:00:00, None, None,21.82,12.72,90.6, None, None, None, None, None, None, 191.4,11
None,-10.96, None, None,2017-03-12 07:00:00, None, None,19.14,20.51,94.1, None, None, None, None, None, None, 190.8,11
None,-10.61, None, None,2017-03-12 11:00:00, None, None,22.06,22.46,24.99, None, None, None, None, None, None, 191.4,11
None,-10.17, None, None,2017-03-12 13:00:00, None, None,27.41,16.45,34.68, None, None, None, None, None, None, 192.2,11
None,-7.87, None, None,2017-03-12 15:00:00, None, None,24.72,13.29,28.4, None, None, None, None, None, None, 195.6,11
None,-7.32, None, None,2017-03-12 16:00:00, None, None,43.87,7.76,69.44, None, None, None, None, None, None, 199.3,11
None,-7.76, None, None,2017-03-12 17:00:00, None, None,36.02,9.84,67.15, None, None, None, None, None, None, 201.5,11
None,-7.69, None, None,2017-03-12 19:00:00, None, None,25.5,24.13,30.06, None, None, None, None, None, None, 203.3,11
None,-7.43, None, None,2017-03-12 20:00:00, None, None,20.18,24.16,40.83, None, None, None, None, None, None, 206.5,11
None,-7.11, None, None,2017-03-12 21:00:00, None, None,21.06,21.95,31.66, None, None, None, None, None, None, 212.5,11
None,-7.05, None, None,2017-03-12 22:00:00, None, None,26.05,17.6,78.6, None, None, None, None, None, None, 210.3,11
None,-6.493, None, None,2017-03-12 23:00:00, None, None,22.74,19.35,74.8, None, None, None, None, None, None, 208.8,11
None,-6.21, None, None,2017-03-13 00:00:00, None, None,25.04,17.93,58.28, None, None, None, None, None, None, 207.0,11
None,-5.481, None, None,2017-03-13 01:00:00, None, None,25.92,15.63,19.46, None, None, None, None, None, None, 212.8,11
None,-4.96, None, None,2017-03-13 02:00:00, None, None,24.56,14.17,20.73, None, None, None, None, None, None, 214.8,11
None,-5.675, None, None,2017-03-13 05:00:00, None, None,20.46,17.47,24.9, None, None, None, None, None, None, 220.4,11
None,-5.249, None, None,2017-03-13 06:00:00, None, None,23.96,15.89,20.48, None, None, None, None, None, None, 222.4,11
