time,tasmin,tasmax,pcp,week_of_year
2019-04-30,-2.9,11.4, 0.0,18
2019-05-01,1.1,13.8, 0.0,18
2019-05-02,5.0,15.9, 0.0,18
2019-05-03,5.0,14.7, 0.0,18
2019-05-04,4.5,14.6, 0.0,18
2019-05-05,2.1,15.3, 0.0,18
2019-05-06,1.3,15.3, 0.0,18
