WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None, 0.684, None, 83.2,2016-07-22 00:00:00,14.57,30
None, None, None, 0.815998, None, 82.7,2016-07-22 01:00:00,14.67,30
None, None, None, 0.889998, None, 83.3,2016-07-22 02:00:00,14.47,30
None, None, None, 1.302, None, 84.2,2016-07-22 03:00:00,14.17,30
None, None, None, 0.592998, None, 85.9,2016-07-22 04:00:00,14.13,30
None, None, None, 0.444999, None, 89.3,2016-07-22 05:00:00,13.81,30
None, None, None, 1.036, None, 86.5,2016-07-22 06:00:00,13.66,30
None, None, None, 0.768998, None, 86.0,2016-07-22 07:00:00,13.58,30
None, None, None, 0.755999, None, 86.5,2016-07-22 08:00:00,13.69,30
None, None, None, 0.802999, None, 88.3,2016-07-22 09:00:00,13.78,30
None, None, None, 2.416, None, 84.7,2016-07-22 10:00:00,14.34,30
None, None, None, 1.062, None, 90.0,2016-07-22 11:00:00,13.96,30
None, None, None, 2.28, None, 85.3,2016-07-22 12:00:00,14.51,30
None, None, None, 2.564, None, 86.4,2016-07-22 13:00:00,14.17,30
None, None, None, 2.996, None, 85.0,2016-07-22 14:00:00,14.12,30
None, None, None, 3.002, None, 89.0,2016-07-22 15:00:00,13.72,30
None, None, None, 2.495, None, 91.1,2016-07-22 16:00:00,13.63,30
None, None, None, 2.543, None, 89.2,2016-07-22 17:00:00,13.97,30
None, None, None, 2.689, None, 90.7,2016-07-22 18:00:00,13.43,30
None, None, None, 1.64, None, 92.8,2016-07-22 19:00:00,13.12,30
None, None, None, 1.143, None, 94.0,2016-07-22 20:00:00,12.76,30
None, None, None, 1.112, None, 93.6,2016-07-22 21:00:00,12.74,30
None, None, None, 0.853999, None, 93.8,2016-07-22 22:00:00,12.77,30
None, None, None, 0.654999, None, 93.9,2016-07-22 23:00:00,12.81,30
None, None, None, 0.535, None, 93.9,2016-07-23 00:00:00,12.74,30
None, None, None, 0.620998, None, 94.3,2016-07-23 01:00:00,12.67,30
None, None, None, 0.638998, None, 94.0,2016-07-23 02:00:00,12.67,30
None, None, None, 0.676998, None, 95.7,2016-07-23 03:00:00,12.5,30
None, None, None, 0.6, None, 97.4,2016-07-23 04:00:00,12.36,30
None, None, None, 0.657998, None, 97.8,2016-07-23 05:00:00,12.28,30
None, None, None, 0.575999, None, 98.3,2016-07-23 06:00:00,12.32,30
None, None, None, 0.722, None, 98.5,2016-07-23 07:00:00,12.48,30
