WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.079,69.15,2016-07-22 00:00:00,17.7,30
None, None, 1.474,67.81,2016-07-22 01:00:00,17.49,30
None, None, 1.474,70.9,2016-07-22 02:00:00,17.12,30
None, None, 1.0,75.8,2016-07-22 03:00:00,16.57,30
None, None, 1.14,78.5,2016-07-22 04:00:00,16.42,30
None, None, 0.119998,81.1,2016-07-22 05:00:00,16.51,30
None, None, 0.6,79.5,2016-07-22 06:00:00,16.94,30
None, None, 2.268,79.9,2016-07-22 07:00:00,17.43,30
None, None, 3.512,74.8,2016-07-22 08:00:00,18.39,30
None, None, 5.223,71.8,2016-07-22 09:00:00,19.04,30
None, None, 6.38,69.45,2016-07-22 10:00:00,18.99,30
None, None, 6.276,69.28,2016-07-22 11:00:00,19.28,30
None, None, 3.676,66.69,2016-07-22 12:00:00,19.89,30
None, None, 2.496,61.99,2016-07-22 13:00:00,20.67,30
None, None, 4.866,58.63,2016-07-22 14:00:00,21.36,30
None, None, 5.423,55.62,2016-07-22 15:00:00,21.71,30
None, None, 4.632,58.4,2016-07-22 16:00:00,21.34,30
None, None, 3.874,59.59,2016-07-22 17:00:00,21.28,30
None, None, 3.089,60.03,2016-07-22 18:00:00,21.41,30
None, None, 1.05,57.37,2016-07-22 19:00:00,21.6,30
None, None, 0.584999,61.13,2016-07-22 20:00:00,20.83,30
None, None, 1.345,67.98,2016-07-22 21:00:00,19.1,30
None, None, 2.121,69.88,2016-07-22 22:00:00,18.18,30
None, None, 1.418,68.7,2016-07-22 23:00:00,18.44,30
None, None, 2.57,70.8,2016-07-23 00:00:00,17.92,30
None, None, 2.898,71.5,2016-07-23 01:00:00,17.46,30
None, None, 3.955,69.6,2016-07-23 02:00:00,17.37,30
None, None, 2.933,68.91,2016-07-23 03:00:00,17.14,30
None, None, 2.649,73.6,2016-07-23 04:00:00,16.3,30
None, None, 2.293,74.2,2016-07-23 05:00:00,16.01,30
None, None, 2.542,72.3,2016-07-23 06:00:00,16.41,30
None, None, 2.555,69.5,2016-07-23 07:00:00,17.4,30
None, None, 3.172,73.0,2016-07-23 08:00:00,17.05,30
None, None, 5.445,74.1,2016-07-23 09:00:00,17.08,30
None, None, 5.14,72.5,2016-07-23 10:00:00,17.26,30
None, None, 5.077,71.0,2016-07-23 11:00:00,17.82,30
None, None, 5.386,65.78,2016-07-23 12:00:00,18.48,30
None, None, 5.739,65.2,2016-07-23 13:00:00,18.85,30
None, None, 4.077,62.09,2016-07-23 14:00:00,19.68,30
None, None, 3.353,60.18,2016-07-23 15:00:00,20.28,30
None, None, 2.449,63.09,2016-07-23 16:00:00,20.46,30
None, None, 2.002,60.19,2016-07-23 17:00:00,20.81,30
None, None, 2.896,61.25,2016-07-23 18:00:00,20.69,30
None, None, 2.744,63.52,2016-07-23 19:00:00,20.25,30
None, None, 0.675998,63.72,2016-07-23 20:00:00,20.1,30
None, None, 0.924,70.3,2016-07-23 21:00:00,19.17,30
