pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -8.44, 91.3, -0.9, 91.0, -9.0, -8.4, -8.6, -9.0, 0.0, 1.0,2021-03-26 00:00:00, 118.0, 118.4,13
None, -7.915, 93.0, -0.9, 93.0, -9.0, -7.9, -8.6, -9.0, 0.0, 0.0,2021-03-26 01:00:00, 119.0, 118.6,13
None, -6.979, 93.7, -0.9, 94.0, -7.0, -7.0, -8.6, -7.0, 0.1, 0.0,2021-03-26 02:00:00, 119.0, 118.6,13
None, -6.139, 93.0, -0.9, 93.0, -7.0, -6.1, -8.6, -7.0, 0.2, 0.0,2021-03-26 03:00:00, 119.0, 118.5,13
None, -5.743, 94.4, -0.9, 94.0, -6.0, -5.7, -8.6, -6.0, 0.2, 0.0,2021-03-26 04:00:00, 118.0, 118.4,13
None, -4.896, 94.6, -0.9, 95.0, -6.0, -4.9, -8.6, -6.0, 0.1, 0.0,2021-03-26 05:00:00, 118.0, 118.3,13
None, -4.642, 94.6, -0.9, 95.0, -5.0, -4.6, -8.6, -5.0, 0.1, 0.0,2021-03-26 06:00:00, 118.0, 118.2,13
None, -4.468, 95.1, -4.5, 95.0, -5.0, -4.5, -4.7, -5.0, 0.1, 0.0,2021-03-26 07:00:00, 118.0, 118.2,13
None, -4.246, 95.2, -4.2, 95.0, -5.0, -4.2, -4.7, -5.0, 0.0, 0.0,2021-03-26 08:00:00, 118.0, 118.2,13
None, -2.774, 94.1, -2.8, 94.0, -3.0, -2.8, -4.7, -3.0, 0.5, 0.0,2021-03-26 09:00:00, 118.0, 118.3,13
None, -1.815, 88.9, -1.8, 89.0, -3.0, -1.8, -4.7, -3.0, 0.6, 3.0,2021-03-26 10:00:00, 121.0, 120.7,13
None, -1.261, 90.4, -1.2, 90.0, -3.0, -1.3, -4.7, -3.0, 0.0, -1.0,2021-03-26 11:00:00, 120.0, 120.1,13
None, -0.928, 85.9, -0.5, 86.0, -2.0, -0.9, -4.7, -2.0, 0.2, 2.0,2021-03-26 12:00:00, 121.0, 121.2,13
None, -0.215, 79.63, -0.1, 80.0, -3.0, -0.2, -4.7, -3.0, 0.0, -1.0,2021-03-26 13:00:00, 120.0, 120.1,13
None, 0.069, 80.2, 0.5, 80.0, -3.0, 0.1, -4.7, -3.0, 0.0, 1.0,2021-03-26 14:00:00, 121.0, 120.8,13
None, 0.376, 79.37, 0.7, 79.0, -2.0, 0.4, -4.7, -2.0, 0.2, 0.0,2021-03-26 15:00:00, 121.0, 120.8,13
None, 0.239, 84.2, 1.0, 84.0, -2.0, 0.2, -4.7, -2.0, 0.0, -1.0,2021-03-26 16:00:00, 120.0, 119.8,13
None, 0.837, 85.9, 1.0, 86.0, -1.0, 0.8, -4.7, -1.0, 0.1, 0.0,2021-03-26 17:00:00, 119.0, 119.4,13
None, 0.396, 91.9, 1.0, 92.0, -1.0, 0.4, -4.7, -1.0, -0.1, 1.0,2021-03-26 18:00:00, 120.0, 120.3,13
None, -0.136, 92.8, 0.4, 93.0, -1.0, -0.1, -0.2, -1.0, -0.3, 0.0,2021-03-26 19:00:00, 120.0, 120.1,13
None, -0.5, 94.0, 0.4, 94.0, -1.0, -0.5, -0.5, -1.0, 0.0, -1.0,2021-03-26 20:00:00, 119.0, 119.2,13
None, -0.564, 96.5, 0.4, 97.0, -1.0, -0.6, -0.6, -1.0, 0.3, 2.0,2021-03-26 21:00:00, 121.0, 120.9,13
None, -0.675, 97.4, 0.4, 97.0, -1.0, -0.7, -0.7, -1.0, 0.4, 1.0,2021-03-26 22:00:00, 122.0, 121.6,13
None, -0.453, 96.3, 0.4, 96.0, -1.0, -0.5, -0.7, -1.0, 0.1, 0.0,2021-03-26 23:00:00, 122.0, 121.8,13
None, -0.278, 94.0, 0.4, 94.0, -1.0, -0.3, -0.7, -1.0, 0.1, -1.0,2021-03-27 00:00:00, 121.0, 120.5,13
None, -0.5, 94.6, 0.4, 95.0, -1.0, -0.5, -0.7, -1.0, 0.0, -1.0,2021-03-27 01:00:00, 120.0, 119.9,13
None, -0.247, 92.8, 0.4, 93.0, -1.0, -0.2, -0.7, -1.0, 0.1, 2.0,2021-03-27 02:00:00, 121.0, 121.2,13
None, -0.168, 89.9, 0.4, 90.0, -2.0, -0.2, -0.7, -2.0, 0.1, -1.0,2021-03-27 03:00:00, 120.0, 120.1,13
None, -0.849, 95.9, 0.4, 96.0, -1.0, -0.8, -0.8, -1.0, 0.0, 1.0,2021-03-27 04:00:00, 121.0, 121.0,13
None, -0.817, 95.2, 0.4, 95.0, -1.0, -0.8, -0.9, -1.0, 0.0, 2.0,2021-03-27 05:00:00, 121.0, 121.4,13
None, -1.039, 96.8, 0.4, 97.0, -2.0, -1.0, -1.1, -2.0, 0.0, 1.0,2021-03-27 06:00:00, 122.0, 122.1,13
