RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
94.7, None, None, None, 0.429, 84.3, -5.0, -5.4, None, None, None, None, 220.0, None, 219.8, None, None, -4.214, None, -2.1, 95.0, 43.1, None, -4.2, None, 0.0, -1.0,2021-03-26 00:00:00, None,13
94.5, None, None, None, 1.137, 59.01, -5.0, -5.4, None, None, None, None, 221.0, None, 220.7, None, None, -4.613, None, -2.1, 95.0, 33.28, None, -4.6, None, 0.0, 1.0,2021-03-26 01:00:00, None,13
92.6, None, None, None, 1.56, 64.0, -6.0, -5.4, None, None, None, None, 221.0, None, 220.8, None, None, -5.052, None, -2.1, 93.0, 40.5, None, -5.1, None, 0.0, 0.0,2021-03-26 02:00:00, None,13
93.9, None, None, None, 1.149, 68.52, -6.0, -5.7, None, None, None, None, 221.0, None, 220.7, None, None, -5.602, None, -2.1, 94.0, 37.02, None, -5.6, None, 0.0, 0.0,2021-03-26 03:00:00, None,13
91.9, None, None, None, 1.609, 61.31, -7.0, -6.4, None, None, None, None, 221.0, None, 220.6, None, None, -6.315, None, -2.1, 92.0, 35.55, None, -6.3, None, 0.0, 0.0,2021-03-26 04:00:00, None,13
92.0, None, None, None, 1.63, 72.45, -9.0, -7.5, None, None, None, None, 221.0, None, 220.6, None, None, -7.553, None, -2.1, 92.0, 29.47, None, -7.6, None, 0.0, 0.0,2021-03-26 05:00:00, None,13
92.0, None, None, None, 1.232, 83.8, -9.0, -8.2, None, None, None, None, 220.0, None, 220.4, None, None, -8.14, None, -2.1, 92.0, 40.42, None, -8.1, None, 0.0, 0.0,2021-03-26 06:00:00, None,13
90.0, None, None, None, 1.174, 87.9, -9.0, -8.2, None, None, None, None, 220.0, None, None, None, None, -7.332, None, -7.4, 90.0, 35.18, None, -7.3, None, 0.1, 0.0,2021-03-26 07:00:00, None,13
90.1, None, None, None, 0.881, 88.5, -8.0, -8.2, None, None, None, None, None, None, None, None, None, -6.633, None, -6.7, 90.0, 30.84, None, -6.6, None, None, None,2021-03-26 08:00:00, None,13
84.7, None, None, None, 1.244, 70.82, -6.0, -8.2, None, None, None, None, 220.0, None, None, None, None, -4.515, None, -4.5, 85.0, 37.18, None, -4.5, None, 0.0, 0.0,2021-03-26 09:00:00, None,13
82.1, None, None, None, 2.285, 58.2, -6.0, -8.2, None, None, None, None, 221.0, None, 220.6, None, None, -3.36, None, -3.2, 82.0, 45.95, None, -3.4, None, 0.2, 0.0,2021-03-26 10:00:00, None,13
81.9, None, None, None, 3.523, 51.87, -5.0, -8.2, None, None, None, None, 221.0, None, 221.2, None, None, -2.661, None, -2.7, 82.0, 43.81, None, -2.7, None, 0.0, 1.0,2021-03-26 11:00:00, None,13
81.4, None, None, None, 4.067, 51.41, -5.0, -8.2, None, None, None, None, 221.0, None, 221.4, None, None, -2.186, None, -2.3, 81.0, 45.24, None, -2.2, None, 0.0, 0.0,2021-03-26 12:00:00, None,13
79.47, None, None, None, 4.068, 46.63, -5.0, -8.2, None, None, None, None, 221.0, None, 221.4, None, None, -1.802, None, -1.8, 79.0, 39.34, None, -1.8, None, 0.0, 0.0,2021-03-26 13:00:00, None,13
74.9, None, None, None, 3.775, 58.35, -5.0, -8.2, None, None, None, None, 221.0, None, 221.2, None, None, -1.378, None, -0.3, 75.0, 51.72, None, -1.4, None, 0.1, 0.0,2021-03-26 14:00:00, None,13
80.3, None, None, None, 3.826, 56.74, -4.0, -8.2, None, None, None, None, 221.0, None, 221.2, None, None, -1.678, None, -0.3, 80.0, 43.01, None, -1.7, None, -0.1, 0.0,2021-03-26 15:00:00, None,13
81.5, None, None, None, 4.354, 56.83, -4.0, -8.2, None, None, None, None, 221.0, None, 221.0, None, None, -1.696, None, -0.3, 82.0, 45.32, None, -1.7, None, 0.0, 0.0,2021-03-26 16:00:00, None,13
85.2, None, None, None, 3.277, 54.97, -4.0, -8.2, None, None, None, None, 221.0, None, 221.1, None, None, -1.699, None, -0.3, 85.0, 42.36, None, -1.7, None, 0.1, 0.0,2021-03-26 17:00:00, None,13
89.5, None, None, None, 3.607, 53.3, -3.0, -8.2, None, None, None, None, 222.0, None, 222.0, None, None, -1.849, None, -0.3, 90.0, 35.97, None, -1.8, None, 0.1, 1.0,2021-03-26 18:00:00, None,13
90.4, None, None, None, 2.688, 64.58, -3.0, -2.0, None, None, None, None, 220.0, None, 220.3, None, None, -1.998, None, -1.8, 90.0, 33.46, None, -2.0, None, 0.0, -2.0,2021-03-26 19:00:00, None,13
87.3, None, None, None, 2.812, 59.05, -3.0, -2.0, None, None, None, None, 220.0, None, 220.0, None, None, -1.631, None, -1.6, 87.0, 41.38, None, -1.6, None, 0.0, 0.0,2021-03-26 20:00:00, None,13
88.9, None, None, None, 2.144, 62.76, -3.0, -2.0, None, None, None, None, 221.0, None, 220.5, None, None, -1.878, None, -1.6, 89.0, 30.1, None, -1.9, None, 0.1, 1.0,2021-03-26 21:00:00, None,13
87.7, None, None, None, 2.024, 66.5, -3.0, -2.0, None, None, None, None, 221.0, None, 220.5, None, None, -1.762, None, -1.6, 88.0, 32.35, None, -1.8, None, 0.0, 0.0,2021-03-26 22:00:00, None,13
87.8, None, None, None, 1.231, 73.85, -3.0, -2.0, None, None, None, None, 219.0, None, 218.5, None, None, -1.663, None, -1.5, 88.0, 31.07, None, -1.7, None, 0.0, -2.0,2021-03-26 23:00:00, None,13
88.7, None, None, None, 1.635, 76.58, -3.0, -2.1, None, None, None, None, 220.0, None, 219.8, None, None, -2.006, None, -1.5, 89.0, 30.96, None, -2.0, None, 0.0, 2.0,2021-03-27 00:00:00, None,13
88.0, None, None, None, 1.005, 80.4, -3.0, -2.1, None, None, None, None, 220.0, None, 220.0, None, None, -1.737, None, -1.5, 88.0, 27.93, None, -1.7, None, 0.0, 0.0,2021-03-27 01:00:00, None,13
88.4, None, None, None, 1.504, 69.67, -4.0, -2.1, None, None, None, None, 220.0, None, 219.8, None, None, -2.094, None, -1.4, 88.0, 33.07, None, -2.1, None, 0.0, 0.0,2021-03-27 02:00:00, None,13
90.5, None, None, None, 1.975, 70.62, -4.0, -2.7, None, None, None, None, 220.0, None, 219.7, None, None, -2.691, None, -1.4, 91.0, 29.63, None, -2.7, None, 0.0, 0.0,2021-03-27 03:00:00, None,13
90.7, None, None, None, 1.941, 76.73, -4.0, -3.1, None, None, None, None, 220.0, None, 219.7, None, None, -3.079, None, -1.4, 91.0, 23.82, None, -3.1, None, 0.0, 0.0,2021-03-27 04:00:00, None,13
92.1, None, None, None, 0.913, 87.0, -4.0, -3.5, None, None, None, None, 219.0, None, 219.4, None, None, -3.317, None, -1.4, 92.0, 28.22, None, -3.3, None, 0.0, 0.0,2021-03-27 05:00:00, None,13
93.4, None, None, None, 0.842, 87.7, -5.0, -4.1, None, None, None, None, 218.0, None, 218.0, None, None, -4.027, None, -1.4, 93.0, 31.25, None, -4.0, None, 0.0, -1.0,2021-03-27 06:00:00, None,13
