pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 2.936, 89.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-01 00:00:00, None, None, None,40
None, None, 1.983, 74.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 00:00:00, None, None, None,40
None, None, 0.536, 74.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 09:00:00, None, None, None,40
None, None, 4.257, 66.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 10:00:00, None, None, None,40
None, None, 5.834, 56.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 11:00:00, None, None, None,40
None, None, 7.306, 49.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 12:00:00, None, None, None,40
None, None, 8.73, 43.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 14:00:00, None, None, None,40
None, None, 9.47, 39.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 15:00:00, None, None, None,40
None, None, 8.39, 42.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 16:00:00, None, None, None,40
None, None, 6.431, 58.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 17:00:00, None, None, None,40
None, None, 5.004, 61.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 18:00:00, None, None, None,40
None, None, 3.585, 68.77, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 19:00:00, None, None, None,40
None, None, 3.695, 54.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 20:00:00, None, None, None,40
None, None, 3.906, 50.43, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 21:00:00, None, None, None,40
None, None, 2.983, 52.93, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 22:00:00, None, None, None,40
None, None, 2.212, 55.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 23:00:00, None, None, None,40
None, None, 1.845, 56.33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 00:00:00, None, None, None,40
None, None, 1.382, 58.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 01:00:00, None, None, None,40
None, None, 0.866, 60.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 02:00:00, None, None, None,40
None, None, 0.34, 62.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 03:00:00, None, None, None,40
None, None, 0.185, 60.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 04:00:00, None, None, None,40
None, None, -0.197, 62.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 05:00:00, None, None, None,40
None, None, -0.26, 62.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 06:00:00, None, None, None,40
None, None, -0.642, 61.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 07:00:00, None, None, None,40
