CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-3.365,61.2, None, None, None,14.64,16.61,38.46, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-10-02 09:00:00, None, None, None, None,40
-3.219,59.5, None, None, None,21.17,16.9,39.83, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-10-02 10:00:00, None, None, None, None,40
-2.502,54.94, None, None, None,20.55,18.28,36.06, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-10-02 11:00:00, None, None, None, None,40
-2.127,55.61, None, None, None,18.03,22.16,34.52, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-10-02 12:00:00, None, None, None, None,40
-1.467,57.15, None, None, None,15.8,22.83,37.71, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-10-02 13:00:00, None, None, None, None,40
-1.382,57.35, None, None, None,14.68,16.68,37.46, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-10-02 14:00:00, None, None, None, None,40
-1.395,53.94, None, None, None,13.96,18.81,34.1, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-10-02 15:00:00, None, None, None, None,40
-1.101,50.48, None, None, None,13.69,20.06,42.2, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-10-02 16:00:00, None, None, None, None,40
-0.642,46.69, None, None, None,10.85,22.53,43.23, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-10-02 17:00:00, None, None, None, None,40
-0.933,46.62, None, None, None,12.3,21.68,44.88, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-10-02 18:00:00, None, None, None, None,40
-1.301,46.16, None, None, None,9.49,21.58,45.28, None, None, None, None, None, -10.0, None, None, None, None, None, None,2017-10-02 19:00:00, None, None, None, None,40
-1.631,45.69, None, None, None,11.61,17.33,53.98, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-02 20:00:00, None, None, None, None,40
-1.471,45.83, None, None, None,6.946,19.29,39.74, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-02 21:00:00, None, None, None, None,40
-1.371,45.29, None, None, None,16.38,14.71,46.81, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-02 22:00:00, None, None, None, None,40
-1.419,45.63, None, None, None,12.41,14.44,63.43, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-02 23:00:00, None, None, None, None,40
-0.981,42.98, None, None, None,28.49,8.88,48.92, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-03 00:00:00, None, None, None, None,40
-0.495,41.01, None, None, None,22.69,8.3,34.59, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-03 01:00:00, None, None, None, None,40
-0.495,41.82, None, None, None,16.01,8.68,351.9, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-03 02:00:00, None, None, None, None,40
-0.544,41.28, None, None, None,42.21,3.494,322.8, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-03 03:00:00, None, None, None, None,40
-0.203,40.26, None, None, None,75.0,0.48,74.6, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-03 04:00:00, None, None, None, None,40
0.04,40.26, None, None, None,35.69,4.557,206.9, None, None, None, None, None, -12.0, None, None, None, None, None, None,2017-10-03 05:00:00, None, None, None, None,40
-0.252,39.58, None, None, None,9.21,8.52,189.9, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-03 06:00:00, None, None, None, None,40
-0.3,40.46, None, None, None,13.9,5.85,214.7, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-03 07:00:00, None, None, None, None,40
1.099,37.06, None, None, None,19.94,3.723,200.2, None, None, None, None, None, -12.0, None, None, None, None, None, None,2017-10-03 08:00:00, None, None, None, None,40
0.868,37.24, None, None, None,9.54,7.28,187.7, None, None, None, None, None, -12.0, None, None, None, None, None, None,2017-10-03 09:00:00, None, None, None, None,40
2.337,34.57, None, None, None,28.37,2.171,206.3, None, None, None, None, None, -12.0, None, None, None, None, None, None,2017-10-03 10:00:00, None, None, None, None,40
1.933,38.44, None, None, None,44.28,0.841,28.29, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-03 11:00:00, None, None, None, None,40
2.783,46.3, None, None, None,50.37,2.412,60.67, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-10-03 12:00:00, None, None, None, None,40
1.69,47.1, None, None, None,50.21,2.317,222.6, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-10-03 13:00:00, None, None, None, None,40
3.436,48.59, None, None, None,35.06,4.203,216.6, None, None, None, None, None, -6.0, None, None, None, None, None, None,2017-10-03 14:00:00, None, None, None, None,40
3.873,44.99, None, None, None,42.4,1.86,268.9, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-10-03 15:00:00, None, None, None, None,40
3.436,45.81, None, None, None,23.7,5.861,230.5, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-10-03 16:00:00, None, None, None, None,40
4.336,49.08, None, None, None,25.92,6.584,210.0, None, None, None, None, None, -5.0, None, None, None, None, None, None,2017-10-03 17:00:00, None, None, None, None,40
3.049,51.41, None, None, None,22.17,5.411,198.7, None, None, None, None, None, -6.0, None, None, None, None, None, None,2017-10-03 18:00:00, None, None, None, None,40
2.442,49.32, None, None, None,22.28,4.387,186.4, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-10-03 19:00:00, None, None, None, None,40
2.177,51.31, None, None, None,11.53,4.154,185.5, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-10-03 20:00:00, None, None, None, None,40
2.25,51.46, None, None, None,49.93,1.43,288.0, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-10-03 21:00:00, None, None, None, None,40
2.447,50.51, None, None, None,14.42,7.63,62.47, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-10-03 22:00:00, None, None, None, None,40
2.253,49.01, None, None, None,10.43,11.44,69.98, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-10-03 23:00:00, None, None, None, None,40
2.301,47.86, None, None, None,12.82,12.75,59.47, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-10-04 00:00:00, None, None, None, None,40
1.669,51.33, None, None, None,10.73,13.03,52.69, None, None, None, None, None, -7.0, None, None, None, None, None, None,2017-10-04 01:00:00, None, None, None, None,40
2.836,33.92, None, None, None,5.857,16.32,69.05, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-04 02:00:00, None, None, None, None,40
2.642,35.49, None, None, None,11.44,13.53,72.9, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-04 03:00:00, None, None, None, None,40
4.101,27.67, None, None, None,6.647,13.68,77.7, None, None, None, None, None, -13.0, None, None, None, None, None, None,2017-10-04 04:00:00, None, None, None, None,40
3.468,27.87, None, None, None,9.54,11.71,66.87, None, None, None, None, None, -13.0, None, None, None, None, None, None,2017-10-04 05:00:00, None, None, None, None,40
4.927,19.92, None, None, None,13.14,11.64,74.6, None, None, None, None, None, -16.0, None, None, None, None, None, None,2017-10-04 06:00:00, None, None, None, None,40
4.052,24.54, None, None, None,14.77,9.12,51.33, None, None, None, None, None, -14.0, None, None, None, None, None, None,2017-10-04 07:00:00, None, None, None, None,40
5.687,19.03, None, None, None,9.01,15.32,75.3, None, None, None, None, None, -16.0, None, None, None, None, None, None,2017-10-04 08:00:00, None, None, None, None,40
6.141,17.46, None, None, None,7.13,15.34,79.6, None, None, None, None, None, -17.0, None, None, None, None, None, None,2017-10-04 09:00:00, None, None, None, None,40
7.67,14.74, None, None, None,11.1,12.46,69.9, None, None, None, None, None, -17.0, None, None, None, None, None, None,2017-10-04 10:00:00, None, None, None, None,40
7.62,13.04, None, None, None,10.94,11.58,67.55, None, None, None, None, None, -19.0, None, None, None, None, None, None,2017-10-04 11:00:00, None, None, None, None,40
7.37,14.53, None, None, None,9.12,16.15,72.5, None, None, None, None, None, -18.0, None, None, None, None, None, None,2017-10-04 12:00:00, None, None, None, None,40
8.64,12.02, None, None, None,7.79,17.85,75.0, None, None, None, None, None, -19.0, None, None, None, None, None, None,2017-10-04 13:00:00, None, None, None, None,40
8.9,14.94, None, None, None,7.6,15.64,75.4, None, None, None, None, None, -16.0, None, None, None, None, None, None,2017-10-04 14:00:00, None, None, None, None,40
9.19,23.22, None, None, None,11.46,13.48,72.9, None, None, None, None, None, -11.0, None, None, None, None, None, None,2017-10-04 15:00:00, None, None, None, None,40
9.63,25.93, None, None, None,18.58,12.11,72.6, None, None, None, None, None, -9.0, None, None, None, None, None, None,2017-10-04 16:00:00, None, None, None, None,40
9.58,28.45, None, None, None,13.69,9.3,83.0, None, None, None, None, None, -8.0, None, None, None, None, None, None,2017-10-04 17:00:00, None, None, None, None,40
9.69,31.3, None, None, None,17.94,7.79,56.67, None, None, None, None, None, -6.0, None, None, None, None, None, None,2017-10-04 18:00:00, None, None, None, None,40
9.42,32.33, None, None, None,17.11,6.637,48.4, None, None, None, None, None, -6.0, None, None, None, None, None, None,2017-10-04 19:00:00, None, None, None, None,40
