CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
2.687, None, None, None,10.36,8.2,198.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 09:00:00, None, None, None, None,40
3.898, None, None, None,16.78,6.363,188.5, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 10:00:00, None, None, None, None,40
2.627, None, None, None,23.41,8.87,188.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 11:00:00, None, None, None, None,40
3.624, None, None, None,28.51,8.67,197.8, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 12:00:00, None, None, None, None,40
3.949, None, None, None,27.15,10.48,196.9, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 13:00:00, None, None, None, None,40
3.844, None, None, None,37.69,7.22,208.9, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 14:00:00, None, None, None, None,40
4.446, None, None, None,44.85,4.697,226.3, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 15:00:00, None, None, None, None,40
5.039, None, None, None,43.03,5.193,226.5, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 16:00:00, None, None, None, None,40
4.914, None, None, None,42.65,5.231,236.3, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 17:00:00, None, None, None, None,40
2.883, None, None, None,42.59,4.435,244.9, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 18:00:00, None, None, None, None,40
1.627, None, None, None,38.05,7.29,209.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 19:00:00, None, None, None, None,40
1.095, None, None, None,23.25,12.45,192.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 20:00:00, None, None, None, None,40
0.705, None, None, None,24.88,11.6,193.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 21:00:00, None, None, None, None,40
0.913, None, None, None,23.06,14.78,192.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 22:00:00, None, None, None, None,40
0.61, None, None, None,26.17,14.39,187.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-02 23:00:00, None, None, None, None,40
0.923, None, None, None,27.07,14.31,186.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 00:00:00, None, None, None, None,40
0.761, None, None, None,24.2,15.13,188.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 01:00:00, None, None, None, None,40
0.799, None, None, None,22.77,15.26,183.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 02:00:00, None, None, None, None,40
0.846, None, None, None,21.43,12.69,188.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 03:00:00, None, None, None, None,40
0.989, None, None, None,21.48,16.68,190.7, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 04:00:00, None, None, None, None,40
0.97, None, None, None,23.16,12.74,199.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 05:00:00, None, None, None, None,40
0.932, None, None, None,18.86,14.2,196.3, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 06:00:00, None, None, None, None,40
0.762, None, None, None,12.84,17.42,196.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 07:00:00, None, None, None, None,40
0.629, None, None, None,18.22,13.5,195.9, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 08:00:00, None, None, None, None,40
0.875, None, None, None,14.24,18.24,197.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 09:00:00, None, None, None, None,40
1.483, None, None, None,15.26,18.0,196.8, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 10:00:00, None, None, None, None,40
1.787, None, None, None,17.86,17.41,197.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 11:00:00, None, None, None, None,40
2.026, None, None, None,19.36,14.25,194.3, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 12:00:00, None, None, None, None,40
3.118, None, None, None,14.51,16.16,191.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 13:00:00, None, None, None, None,40
2.89, None, None, None,15.24,14.58,195.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 14:00:00, None, None, None, None,40
3.316, None, None, None,14.13,15.62,195.5, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 15:00:00, None, None, None, None,40
3.566, None, None, None,10.9,14.9,197.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 16:00:00, None, None, None, None,40
3.138, None, None, None,9.43,15.48,198.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 17:00:00, None, None, None, None,40
3.68, None, None, None,11.73,16.88,197.1, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 18:00:00, None, None, None, None,40
3.67, None, None, None,10.44,13.78,204.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 19:00:00, None, None, None, None,40
4.338, None, None, None,14.23,8.32,196.4, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 20:00:00, None, None, None, None,40
3.727, None, None, None,9.73,10.0,204.8, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 21:00:00, None, None, None, None,40
4.605, None, None, None,9.97,13.17,198.3, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 22:00:00, None, None, None, None,40
4.882, None, None, None,6.787,14.23,203.0, None, None, None, None, None, None, None, None, None, None, None,2017-10-03 23:00:00, None, None, None, None,40
5.342, None, None, None,11.3,13.15,207.6, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 00:00:00, None, None, None, None,40
5.764, None, None, None,8.61,9.59,221.5, None, None, None, None, None, None, None, None, None, None, None,2017-10-04 01:00:00, None, None, None, None,40
