CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,4.221,21.71, None,2017-10-02 09:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,5.386,21.12, None,2017-10-02 10:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,5.964,20.77, None,2017-10-02 11:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,6.716,20.36, None,2017-10-02 12:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,40
None,7.49,20.01, None,2017-10-02 13:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,40
None,7.31,19.94, None,2017-10-02 14:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,40
None,7.35,19.81, None,2017-10-02 15:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,40
None,8.35,19.44, None,2017-10-02 16:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,40
None,8.4,19.24, None,2017-10-02 17:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,40
None,7.27,19.46, None,2017-10-02 18:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,40
None,6.614,19.72, None,2017-10-02 19:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,6.341,19.68, None,2017-10-02 20:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,6.032,19.83, None,2017-10-02 21:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,40
None,5.479,20.0, None,2017-10-02 22:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,5.323,19.92, None,2017-10-02 23:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,5.701,19.81, None,2017-10-03 00:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
None,5.682,19.81, None,2017-10-03 01:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,40
