pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
0.0, None, 1.0,739.0,171.0, None,2023-04-23 00:00:00, None, None, None, None,17
0.0, None, 0.0,739.0,171.0, None,2023-04-23 01:00:00, None, None, None, None,17
0.0, None, 0.0,739.0,171.0, None,2023-04-23 02:00:00, None, None, None, None,17
0.0, None, 0.0,739.0,171.0, None,2023-04-23 06:00:00, None, None, None, None,17
1.0, None, 1.0,739.0,172.0, None,2023-04-23 07:00:00, None, None, None, None,17
2.0, None, 1.0,739.0,173.0, None,2023-04-23 08:00:00, None, None, None, None,17
1.0, None, None,739.0,172.0, None,2023-04-23 09:00:00, None, None, None, None,17
2.0, None, 1.0,739.0,173.0, None,2023-04-23 10:00:00, None, None, None, None,17
2.0, None, 0.0,739.0,173.0, None,2023-04-23 11:00:00, None, None, None, None,17
2.0, None, 0.0,740.0,173.0, None,2023-04-23 12:00:00, None, None, None, None,17
2.0, None, None,740.0,172.0, None,2023-04-23 13:00:00, None, None, None, None,17
1.0, None, 0.0,740.0,172.0, None,2023-04-23 14:00:00, None, None, None, None,17
3.0, None, 1.0,741.0,173.0, None,2023-04-23 15:00:00, None, None, None, None,17
3.0, None, 0.0,741.0,173.0, None,2023-04-23 16:00:00, None, None, None, None,17
3.0, None, 0.0,741.0,173.0, None,2023-04-23 17:00:00, None, None, None, None,17
4.0, None, 1.0,741.0,174.0, None,2023-04-23 18:00:00, None, None, None, None,17
5.0, None, 1.0,741.0,175.0, None,2023-04-23 19:00:00, None, None, None, None,17
5.0, None, 0.0,741.0,175.0, None,2023-04-23 20:00:00, None, None, None, None,17
5.0, None, 0.0,741.0,175.0, None,2023-04-23 21:00:00, None, None, None, None,17
5.0, None, 0.0,741.0,175.0, None,2023-04-23 22:00:00, None, None, None, None,17
5.0, None, 0.0,741.0,175.0, None,2023-04-23 23:00:00, None, None, None, None,17
4.0, None, 0.0,741.0,175.0, None,2023-04-24 00:00:00, None, None, None, None,17
4.0, None, 0.0,741.0,175.0, None,2023-04-24 01:00:00, None, None, None, None,17
4.0, None, 0.0,740.0,175.0, None,2023-04-24 02:00:00, None, None, None, None,17
4.0, None, 0.0,740.0,175.0, None,2023-04-24 03:00:00, None, None, None, None,17
4.0, None, 0.0,739.0,175.0, None,2023-04-24 04:00:00, None, None, None, None,17
4.0, None, 0.0,739.0,175.0, None,2023-04-24 05:00:00, None, None, None, None,17
4.0, None, 0.0,739.0,175.0, None,2023-04-24 06:00:00, None, None, None, None,17
3.0, None, 0.0,739.0,175.0, None,2023-04-24 07:00:00, None, None, None, None,17
2.0, None, 0.0,739.0,175.0, None,2023-04-24 08:00:00, None, None, None, None,17
4.0, None, 1.0,739.0,176.0, None,2023-04-24 09:00:00, None, None, None, None,17
2.0, None, None,739.0,175.0, None,2023-04-24 10:00:00, None, None, None, None,17
2.0, None, 0.0,739.0,175.0, None,2023-04-24 11:00:00, None, None, None, None,17
2.0, None, 0.0,740.0,175.0, None,2023-04-24 12:00:00, None, None, None, None,17
3.0, None, 0.0,740.0,175.0, None,2023-04-24 13:00:00, None, None, None, None,17
3.0, None, 0.0,740.0,175.0, None,2023-04-24 14:00:00, None, None, None, None,17
2.0, None, 0.0,740.0,175.0, None,2023-04-24 15:00:00, None, None, None, None,17
2.0, None, 0.0,740.0,175.0, None,2023-04-24 16:00:00, None, None, None, None,17
2.0, None, 0.0,739.0,175.0, None,2023-04-24 17:00:00, None, None, None, None,17
1.0, None, 0.0,739.0,175.0, None,2023-04-24 18:00:00, None, None, None, None,17
0.0, None, 0.0,739.0,175.0, None,2023-04-24 19:00:00, None, None, None, None,17
0.0, None, 0.0,739.0,175.0, None,2023-04-24 20:00:00, None, None, None, None,17
0.0, None, 0.0,738.0,175.0, None,2023-04-24 21:00:00, None, None, None, None,17
0.0, None, 0.0,738.0,175.0, None,2023-04-24 22:00:00, None, None, None, None,17
0.0, None, 0.0,738.0,175.0, None,2023-04-24 23:00:00, None, None, None, None,17
0.0, None, 0.0,738.0,175.0, None,2023-04-25 00:00:00, None, None, None, None,17
0.0, None, 0.0,738.0,175.0, None,2023-04-25 01:00:00, None, None, None, None,17
0.0, None, 0.0,737.0,175.0, None,2023-04-25 02:00:00, None, None, None, None,17
0.0, None, 0.0,737.0,175.0, None,2023-04-25 03:00:00, None, None, None, None,17
0.0, None, 0.0,737.0,175.0, None,2023-04-25 04:00:00, None, None, None, None,17
0.0, None, 0.0,737.0,175.0, None,2023-04-25 05:00:00, None, None, None, None,17
1.0, None, 1.0,737.0,176.0, None,2023-04-25 06:00:00, None, None, None, None,17
1.0, None, 0.0,737.0,176.0, None,2023-04-25 07:00:00, None, None, None, None,17
1.0, None, 0.0,737.0,176.0, None,2023-04-25 08:00:00, None, None, None, None,17
1.0, None, 1.0,737.0,177.0, None,2023-04-25 09:00:00, None, None, None, None,17
1.0, None, None,736.0,176.0, None,2023-04-25 10:00:00, None, None, None, None,17
0.0, None, None,736.0,175.0, None,2023-04-25 11:00:00, None, None, None, None,17
2.0, None, 2.0,736.0,177.0, None,2023-04-25 12:00:00, None, None, None, None,17
2.0, None, 0.0,736.0,177.0, None,2023-04-25 13:00:00, None, None, None, None,17
2.0, None, 0.0,736.0,177.0, None,2023-04-25 14:00:00, None, None, None, None,17
1.0, None, None,736.0,176.0, None,2023-04-25 15:00:00, None, None, None, None,17
0.0, None, None,736.0,175.0, None,2023-04-25 16:00:00, None, None, None, None,17
0.0, None, 0.0,736.0,175.0, None,2023-04-25 17:00:00, None, None, None, None,17
1.0, None, 1.0,736.0,176.0, None,2023-04-25 18:00:00, None, None, None, None,17
1.0, None, 0.0,736.0,176.0, None,2023-04-25 19:00:00, None, None, None, None,17
1.0, None, 0.0,736.0,176.0, None,2023-04-25 20:00:00, None, None, None, None,17
1.0, None, 0.0,736.0,176.0, None,2023-04-25 21:00:00, None, None, None, None,17
1.0, None, 0.0,736.0,176.0, None,2023-04-25 22:00:00, None, None, None, None,17
1.0, None, 0.0,734.0,176.0, None,2023-04-25 23:00:00, None, None, None, None,17
1.0, None, 0.0,734.0,176.0, None,2023-04-26 00:00:00, None, None, None, None,17
1.0, None, 0.0,734.0,176.0, None,2023-04-26 01:00:00, None, None, None, None,17
1.0, None, 0.0,734.0,176.0, None,2023-04-26 02:00:00, None, None, None, None,17
1.0, None, 0.0,733.0,176.0, None,2023-04-26 03:00:00, None, None, None, None,17
0.0, None, None,732.0,175.0, None,2023-04-26 04:00:00, None, None, None, None,17
1.0, None, 1.0,732.0,176.0, None,2023-04-26 05:00:00, None, None, None, None,17
0.0, None, 0.0,732.0,176.0, None,2023-04-26 06:00:00, None, None, None, None,17
0.0, None, 0.0,731.0,176.0, None,2023-04-26 07:00:00, None, None, None, None,17
1.0, None, 1.0,731.0,177.0, None,2023-04-26 08:00:00, None, None, None, None,17
0.0, None, 0.0,731.0,177.0, None,2023-04-26 09:00:00, None, None, None, None,17
2.0, None, 1.0,731.0,178.0, None,2023-04-26 10:00:00, None, None, None, None,17
5.0, None, 2.0,732.0,180.0, None,2023-04-26 11:00:00, None, None, None, None,17
5.0, None, 2.0,733.0,182.0, None,2023-04-26 12:00:00, None, None, None, None,17
6.0, None, 1.0,734.0,183.0, None,2023-04-26 13:00:00, None, None, None, None,17
7.0, None, 1.0,734.0,184.0, None,2023-04-26 14:00:00, None, None, None, None,17
10.0, None, 2.0,735.0,186.0, None,2023-04-26 15:00:00, None, None, None, None,17
13.0, None, 2.0,736.0,188.0, None,2023-04-26 16:00:00, None, None, None, None,17
13.0, None, 0.0,737.0,188.0, None,2023-04-26 17:00:00, None, None, None, None,17
14.0, None, 2.0,738.0,190.0, None,2023-04-26 18:00:00, None, None, None, None,17
13.0, None, None,738.0,189.0, None,2023-04-26 19:00:00, None, None, None, None,17
14.0, None, 1.0,738.0,190.0, None,2023-04-26 20:00:00, None, None, None, None,17
14.0, None, 0.0,739.0,190.0, None,2023-04-26 21:00:00, None, None, None, None,17
14.0, None, 0.0,739.0,190.0, None,2023-04-26 22:00:00, None, None, None, None,17
14.0, None, 0.0,739.0,190.0, None,2023-04-26 23:00:00, None, None, None, None,17
14.0, None, 0.0,739.0,190.0, None,2023-04-27 00:00:00, None, None, None, None,17
14.0, None, 0.0,739.0,190.0, None,2023-04-27 01:00:00, None, None, None, None,17
14.0, None, 0.0,739.0,190.0, None,2023-04-27 02:00:00, None, None, None, None,17
14.0, None, 0.0,739.0,190.0, None,2023-04-27 03:00:00, None, None, None, None,17
15.0, None, 0.0,740.0,190.0, None,2023-04-27 04:00:00, None, None, None, None,17
14.0, None, 0.0,740.0,190.0, None,2023-04-27 05:00:00, None, None, None, None,17
14.0, None, 0.0,740.0,190.0, None,2023-04-27 06:00:00, None, None, None, None,17
15.0, None, 1.0,741.0,191.0, None,2023-04-27 07:00:00, None, None, None, None,17
14.0, None, 0.0,741.0,191.0, None,2023-04-27 08:00:00, None, None, None, None,17
13.0, None, None,741.0,190.0, None,2023-04-27 09:00:00, None, None, None, None,17
13.0, None, 1.0,741.0,191.0, None,2023-04-27 10:00:00, None, None, None, None,17
11.0, None, 0.0,741.0,191.0, None,2023-04-27 11:00:00, None, None, None, None,17
7.0, None, None,740.0,189.0, None,2023-04-27 12:00:00, None, None, None, None,17
7.0, None, 1.0,741.0,190.0, None,2023-04-27 13:00:00, None, None, None, None,17
5.0, None, None,741.0,189.0, None,2023-04-27 14:00:00, None, None, None, None,17
4.0, None, 1.0,742.0,190.0, None,2023-04-27 15:00:00, None, None, None, None,17
2.0, None, 0.0,742.0,190.0, None,2023-04-27 16:00:00, None, None, None, None,17
1.0, None, None,742.0,189.0, None,2023-04-27 17:00:00, None, None, None, None,17
None, None, 0.0,742.0,189.0, None,2023-04-27 18:00:00, None, None, None, None,17
0.0, None, 0.0,742.0,189.0, None,2023-04-27 19:00:00, None, None, None, None,17
None, None, None,742.0,188.0, None,2023-04-27 20:00:00, None, None, None, None,17
None, None, 1.0,742.0,189.0, None,2023-04-27 21:00:00, None, None, None, None,17
None, None, 0.0,742.0,189.0, None,2023-04-27 22:00:00, None, None, None, None,17
None, None, 0.0,741.0,189.0, None,2023-04-27 23:00:00, None, None, None, None,17
None, None, 0.0,741.0,189.0, None,2023-04-28 00:00:00, None, None, None, None,17
None, None, 0.0,741.0,189.0, None,2023-04-28 01:00:00, None, None, None, None,17
None, None, 0.0,741.0,189.0, None,2023-04-28 02:00:00, None, None, None, None,17
None, None, 0.0,741.0,189.0, None,2023-04-28 03:00:00, None, None, None, None,17
None, None, 0.0,741.0,189.0, None,2023-04-28 04:00:00, None, None, None, None,17
None, None, 0.0,740.0,189.0, None,2023-04-28 05:00:00, None, None, None, None,17
None, None, 0.0,740.0,189.0, None,2023-04-28 06:00:00, None, None, None, None,17
None, None, 0.0,740.0,189.0, None,2023-04-28 07:00:00, None, None, None, None,17
None, None, 0.0,740.0,189.0, None,2023-04-28 08:00:00, None, None, None, None,17
