pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
None, 1.99, 72.85, None, None, None, None, None, -2.0, None, None,2020-02-12 00:00:00, None,7
None, -0.33, 79.11, None, None, None, None, None, -3.0, None, None,2020-02-12 01:00:00, None,7
None, -1.639, 82.1, None, None, None, None, None, -4.0, None, None,2020-02-12 02:00:00, None,7
None, -2.408, 86.6, None, None, None, None, None, -4.0, None, None,2020-02-12 03:00:00, None,7
None, -2.309, 82.6, None, None, None, None, None, -4.0, None, None,2020-02-12 04:00:00, None,7
None, -1.974, 82.3, None, None, None, None, None, -4.0, None, None,2020-02-12 05:00:00, None,7
None, -1.941, 85.8, None, None, None, None, None, -4.0, None, None,2020-02-12 06:00:00, None,7
None, -2.985, 88.1, None, None, None, None, None, -4.0, None, None,2020-02-12 07:00:00, None,7
None, -3.838, 89.0, None, None, None, None, None, -5.0, None, None,2020-02-12 08:00:00, None,7
None, -3.736, 88.2, None, None, None, None, None, -5.0, None, None,2020-02-12 09:00:00, None,7
None, -0.974, 80.6, None, None, None, None, None, -4.0, None, None,2020-02-12 10:00:00, None,7
None, 1.458, 70.11, None, None, None, None, None, -3.0, None, None,2020-02-12 11:00:00, None,7
None, 2.221, 68.09, None, None, None, None, None, -3.0, None, None,2020-02-12 12:00:00, None,7
None, 3.231, 61.39, None, None, None, None, None, -3.0, None, None,2020-02-12 13:00:00, None,7
None, 3.509, 61.36, None, None, None, None, None, -3.0, None, None,2020-02-12 14:00:00, None,7
None, 3.207, 63.74, None, None, None, None, None, -3.0, None, None,2020-02-12 15:00:00, None,7
None, 3.046, 62.35, None, None, None, None, None, -3.0, None, None,2020-02-12 16:00:00, None,7
None, 0.226, 78.06, None, None, None, None, None, -3.0, None, None,2020-02-12 17:00:00, None,7
None, -1.527, 84.1, None, None, None, None, None, -3.0, None, None,2020-02-12 18:00:00, None,7
None, -2.622, 85.5, None, None, None, None, None, -5.0, None, None,2020-02-12 19:00:00, None,7
None, -3.12, 86.6, None, None, None, None, None, -5.0, None, None,2020-02-12 20:00:00, None,7
None, -3.768, 88.3, None, None, None, None, None, -5.0, None, None,2020-02-12 21:00:00, None,7
None, -4.319, 90.8, None, None, None, None, None, -5.0, None, None,2020-02-12 22:00:00, None,7
None, -4.452, 89.0, None, None, None, None, None, -6.0, None, None,2020-02-12 23:00:00, None,7
None, -4.734, 89.9, None, None, None, None, None, -6.0, None, None,2020-02-13 00:00:00, None,7
None, -5.028, 91.0, None, None, None, None, None, -6.0, None, None,2020-02-13 01:00:00, None,7
None, -5.242, 91.3, None, None, None, None, None, -6.0, None, None,2020-02-13 02:00:00, None,7
None, -4.616, 89.9, None, None, None, None, None, -6.0, None, None,2020-02-13 03:00:00, None,7
None, -4.559, 92.1, None, None, None, None, None, -5.0, None, None,2020-02-13 04:00:00, None,7
None, -3.879, 88.5, None, None, None, None, None, -5.0, None, None,2020-02-13 05:00:00, None,7
None, -3.167, 89.3, None, None, None, None, None, -4.0, None, None,2020-02-13 06:00:00, None,7
None, -2.3, 89.2, None, None, None, None, None, -4.0, None, None,2020-02-13 07:00:00, None,7
None, -0.764, 86.3, None, None, None, None, None, -2.0, None, None,2020-02-13 08:00:00, None,7
None, 0.674, 78.1, None, None, None, None, None, -3.0, None, None,2020-02-13 09:00:00, None,7
None, 1.274, 76.42, None, None, None, None, None, -3.0, None, None,2020-02-13 10:00:00, None,7
None, 1.789, 75.48, None, None, None, None, None, -2.0, None, None,2020-02-13 11:00:00, None,7
None, 1.917, 74.63, None, None, None, None, None, -2.0, None, None,2020-02-13 12:00:00, None,7
None, 1.936, 76.21, None, None, None, None, None, -2.0, None, None,2020-02-13 13:00:00, None,7
None, 2.168, 75.78, None, None, None, None, None, -2.0, None, None,2020-02-13 14:00:00, None,7
None, 2.25, 76.74, None, None, None, None, None, -2.0, None, None,2020-02-13 15:00:00, None,7
None, 2.065, 78.87, None, None, None, None, None, -1.0, None, None,2020-02-13 16:00:00, None,7
None, 1.111, 83.0, None, None, None, None, None, -1.0, None, None,2020-02-13 17:00:00, None,7
None, 0.247, 87.4, None, None, None, None, None, -2.0, None, None,2020-02-13 18:00:00, None,7
None, -1.127, 91.7, None, None, None, None, None, -2.0, None, None,2020-02-13 19:00:00, None,7
None, -2.532, 93.0, None, None, None, None, None, -3.0, None, None,2020-02-13 20:00:00, None,7
None, -2.805, 94.5, None, None, None, None, None, -3.0, None, None,2020-02-13 21:00:00, None,7
None, -2.007, 88.8, None, None, None, None, None, -3.0, None, None,2020-02-13 22:00:00, None,7
None, -2.502, 88.7, None, None, None, None, None, -4.0, None, None,2020-02-13 23:00:00, None,7
None, -2.625, 88.9, None, None, None, None, None, -4.0, None, None,2020-02-14 00:00:00, None,7
None, -2.555, 91.4, None, None, None, None, None, -3.0, None, None,2020-02-14 01:00:00, None,7
None, -2.615, 92.0, None, None, None, None, None, -4.0, None, None,2020-02-14 02:00:00, None,7
None, -2.848, 92.1, None, None, None, None, None, -4.0, None, None,2020-02-14 03:00:00, None,7
None, -3.643, 91.6, None, None, None, None, None, -4.0, None, None,2020-02-14 04:00:00, None,7
None, -3.375, 89.1, None, None, None, None, None, -5.0, None, None,2020-02-14 05:00:00, None,7
None, -2.452, 87.5, None, None, None, None, None, -4.0, None, None,2020-02-14 06:00:00, None,7
None, -2.037, 88.1, None, None, None, None, None, -4.0, None, None,2020-02-14 07:00:00, None,7
None, -1.986, 90.7, None, None, None, None, None, -3.0, None, None,2020-02-14 08:00:00, None,7
None, -0.913, 87.0, None, None, None, None, None, -3.0, None, None,2020-02-14 09:00:00, None,7
None, -0.113, 82.2, None, None, None, None, None, -2.0, None, None,2020-02-14 10:00:00, None,7
None, 1.417, 76.87, None, None, None, None, None, -2.0, None, None,2020-02-14 11:00:00, None,7
None, 4.93, 45.88, None, None, None, None, None, -6.0, None, None,2020-02-14 12:00:00, None,7
None, 4.179, 49.58, None, None, None, None, None, -6.0, None, None,2020-02-14 13:00:00, None,7
None, 2.579, 61.51, None, None, None, None, None, -4.0, None, None,2020-02-14 14:00:00, None,7
None, 2.677, 65.15, None, None, None, None, None, -3.0, None, None,2020-02-14 15:00:00, None,7
None, 2.409, 67.2, None, None, None, None, None, -3.0, None, None,2020-02-14 16:00:00, None,7
None, 1.616, 70.73, None, None, None, None, None, -3.0, None, None,2020-02-14 17:00:00, None,7
None, 0.407, 71.26, None, None, None, None, None, -4.0, None, None,2020-02-14 18:00:00, None,7
None, 0.122, 70.06, None, None, None, None, None, -5.0, None, None,2020-02-14 19:00:00, None,7
None, 0.208, 66.77, None, None, None, None, None, -5.0, None, None,2020-02-14 20:00:00, None,7
None, 2.221, 55.07, None, None, None, None, None, -6.0, None, None,2020-02-14 21:00:00, None,7
None, 1.374, 58.94, None, None, None, None, None, -6.0, None, None,2020-02-14 22:00:00, None,7
None, 0.53, 67.01, None, None, None, None, None, -5.0, None, None,2020-02-14 23:00:00, None,7
None, -0.468, 74.03, None, None, None, None, None, -4.0, None, None,2020-02-15 00:00:00, None,7
None, -0.645, 73.9, None, None, None, None, None, -4.0, None, None,2020-02-15 01:00:00, None,7
None, -0.721, 75.77, None, None, None, None, None, -4.0, None, None,2020-02-15 02:00:00, None,7
None, -0.317, 73.55, None, None, None, None, None, -4.0, None, None,2020-02-15 03:00:00, None,7
None, -1.43, 79.33, None, None, None, None, None, -4.0, None, None,2020-02-15 04:00:00, None,7
None, -0.898, 76.46, None, None, None, None, None, -4.0, None, None,2020-02-15 05:00:00, None,7
None, -1.401, 79.38, None, None, None, None, None, -4.0, None, None,2020-02-15 06:00:00, None,7
None, -1.254, 75.79, None, None, None, None, None, -4.0, None, None,2020-02-15 07:00:00, None,7
None, -0.999, 73.46, None, None, None, None, None, -5.0, None, None,2020-02-15 08:00:00, None,7
None, -0.273, 67.92, None, None, None, None, None, -5.0, None, None,2020-02-15 09:00:00, None,7
None, 0.122, 64.3, None, None, None, None, None, -6.0, None, None,2020-02-15 10:00:00, None,7
None, 0.772, 59.99, None, None, None, None, None, -6.0, None, None,2020-02-15 11:00:00, None,7
None, 1.867, 55.31, None, None, None, None, None, -6.0, None, None,2020-02-15 12:00:00, None,7
None, 2.528, 55.43, None, None, None, None, None, -5.0, None, None,2020-02-15 13:00:00, None,7
None, 2.496, 57.71, None, None, None, None, None, -5.0, None, None,2020-02-15 14:00:00, None,7
None, 2.474, 61.51, None, None, None, None, None, -4.0, None, None,2020-02-15 15:00:00, None,7
None, 2.478, 63.6, None, None, None, None, None, -4.0, None, None,2020-02-15 16:00:00, None,7
None, 1.884, 72.95, None, None, None, None, None, -2.0, None, None,2020-02-15 17:00:00, None,7
None, 0.683, 76.55, None, None, None, None, None, -3.0, None, None,2020-02-15 18:00:00, None,7
None, -0.621, 82.6, None, None, None, None, None, -3.0, None, None,2020-02-15 19:00:00, None,7
None, -1.603, 86.3, None, None, None, None, None, -3.0, None, None,2020-02-15 20:00:00, None,7
None, -2.288, 88.9, None, None, None, None, None, -4.0, None, None,2020-02-15 21:00:00, None,7
None, -3.032, 89.2, None, None, None, None, None, -5.0, None, None,2020-02-15 22:00:00, None,7
None, -3.565, 89.4, None, None, None, None, None, -5.0, None, None,2020-02-15 23:00:00, None,7
None, -3.181, 88.1, None, None, None, None, None, -5.0, None, None,2020-02-16 00:00:00, None,7
None, -3.502, 88.4, None, None, None, None, None, -5.0, None, None,2020-02-16 01:00:00, None,7
None, -3.167, 85.5, None, None, None, None, None, -5.0, None, None,2020-02-16 02:00:00, None,7
None, -2.996, 82.2, None, None, None, None, None, -5.0, None, None,2020-02-16 03:00:00, None,7
None, -3.003, 85.8, None, None, None, None, None, -5.0, None, None,2020-02-16 04:00:00, None,7
None, -1.867, 79.32, None, None, None, None, None, -5.0, None, None,2020-02-16 05:00:00, None,7
None, -1.63, 84.1, None, None, None, None, None, -4.0, None, None,2020-02-16 06:00:00, None,7
None, -1.405, 81.8, None, None, None, None, None, -4.0, None, None,2020-02-16 07:00:00, None,7
None, -1.931, 83.8, None, None, None, None, None, -4.0, None, None,2020-02-16 08:00:00, None,7
None, 0.679, 62.23, None, None, None, None, None, -6.0, None, None,2020-02-16 09:00:00, None,7
None, 2.803, 45.33, None, None, None, None, None, -8.0, None, None,2020-02-16 10:00:00, None,7
None, 2.703, 45.14, None, None, None, None, None, -8.0, None, None,2020-02-16 11:00:00, None,7
None, 3.46, 40.57, None, None, None, None, None, -9.0, None, None,2020-02-16 12:00:00, None,7
None, 3.646, 41.23, None, None, None, None, None, -8.0, None, None,2020-02-16 13:00:00, None,7
None, 4.387, 38.89, None, None, None, None, None, -8.0, None, None,2020-02-16 14:00:00, None,7
None, 4.198, 36.9, None, None, None, None, None, -9.0, None, None,2020-02-16 15:00:00, None,7
None, 3.533, 44.94, None, None, None, None, None, -7.0, None, None,2020-02-16 16:00:00, None,7
None, 2.102, 53.53, None, None, None, None, None, -6.0, None, None,2020-02-16 17:00:00, None,7
None, 0.565, 65.73, None, None, None, None, None, -5.0, None, None,2020-02-16 18:00:00, None,7
None, 0.644, 65.68, None, None, None, None, None, -5.0, None, None,2020-02-16 19:00:00, None,7
None, -0.259, 73.4, None, None, None, None, None, -4.0, None, None,2020-02-16 20:00:00, None,7
None, 0.006, 72.75, None, None, None, None, None, -4.0, None, None,2020-02-16 21:00:00, None,7
None, -0.535, 75.04, None, None, None, None, None, -4.0, None, None,2020-02-16 22:00:00, None,7
None, -1.301, 76.01, None, None, None, None, None, -5.0, None, None,2020-02-16 23:00:00, None,7
None, -0.415, 60.79, None, None, None, None, None, -7.0, None, None,2020-02-17 00:00:00, None,7
None, 1.086, 52.13, None, None, None, None, None, -8.0, None, None,2020-02-17 01:00:00, None,7
None, 0.207, 67.37, None, None, None, None, None, -5.0, None, None,2020-02-17 02:00:00, None,7
None, -0.635, 75.29, None, None, None, None, None, -4.0, None, None,2020-02-17 03:00:00, None,7
None, -2.046, 81.0, None, None, None, None, None, -5.0, None, None,2020-02-17 04:00:00, None,7
None, -3.565, 83.8, None, None, None, None, None, -6.0, None, None,2020-02-17 05:00:00, None,7
None, -4.781, 83.1, None, None, None, None, None, -7.0, None, None,2020-02-17 06:00:00, None,7
None, -4.805, 79.98, None, None, None, None, None, -8.0, None, None,2020-02-17 07:00:00, None,7
None, -3.781, 75.83, None, None, None, None, None, -7.0, None, None,2020-02-17 08:00:00, None,7
None, -1.957, 70.52, None, None, None, None, None, -6.0, None, None,2020-02-17 09:00:00, None,7
None, 0.457, 56.26, None, None, None, None, None, -7.0, None, None,2020-02-17 10:00:00, None,7
None, 1.37, 47.82, None, None, None, None, None, -9.0, None, None,2020-02-17 11:00:00, None,7
None, 1.981, 44.73, None, None, None, None, None, -9.0, None, None,2020-02-17 12:00:00, None,7
None, 1.533, 48.12, None, None, None, None, None, -8.0, None, None,2020-02-17 13:00:00, None,7
None, 1.665, 50.38, None, None, None, None, None, -8.0, None, None,2020-02-17 14:00:00, None,7
None, 2.202, 46.86, None, None, None, None, None, -8.0, None, None,2020-02-17 15:00:00, None,7
None, 1.877, 44.85, None, None, None, None, None, -9.0, None, None,2020-02-17 16:00:00, None,7
None, 0.972, 64.71, None, None, None, None, None, -5.0, None, None,2020-02-17 17:00:00, None,7
None, -0.349, 66.31, None, None, None, None, None, -5.0, None, None,2020-02-17 18:00:00, None,7
None, -0.623, 65.46, None, None, None, None, None, -6.0, None, None,2020-02-17 19:00:00, None,7
None, -1.543, 71.92, None, None, None, None, None, -5.0, None, None,2020-02-17 20:00:00, None,7
None, -2.763, 74.94, None, None, None, None, None, -6.0, None, None,2020-02-17 21:00:00, None,7
None, -3.081, 76.0, None, None, None, None, None, -6.0, None, None,2020-02-17 22:00:00, None,7
None, -3.871, 76.37, None, None, None, None, None, -7.0, None, None,2020-02-17 23:00:00, None,7
None, -3.83, 75.01, None, None, None, None, None, -7.0, None, None,2020-02-18 00:00:00, None,7
None, -3.608, 73.99, None, None, None, None, None, -7.0, None, None,2020-02-18 01:00:00, None,7
None, -3.275, 73.84, None, None, None, None, None, -7.0, None, None,2020-02-18 02:00:00, None,7
None, -3.418, 75.41, None, None, None, None, None, -7.0, None, None,2020-02-18 03:00:00, None,7
None, -3.742, 76.56, None, None, None, None, None, -7.0, None, None,2020-02-18 04:00:00, None,7
None, -3.853, 73.18, None, None, None, None, None, -8.0, None, None,2020-02-18 05:00:00, None,7
None, -4.219, 75.33, None, None, None, None, None, -8.0, None, None,2020-02-18 06:00:00, None,7
None, -4.694, 78.5, None, None, None, None, None, -8.0, None, None,2020-02-18 07:00:00, None,7
None, -4.502, 75.93, None, None, None, None, None, -8.0, None, None,2020-02-18 08:00:00, None,7
None, -3.638, 70.05, None, None, None, None, None, -8.0, None, None,2020-02-18 09:00:00, None,7
None, -2.259, 61.34, None, None, None, None, None, -8.0, None, None,2020-02-18 10:00:00, None,7
None, -1.257, 55.61, None, None, None, None, None, -8.0, None, None,2020-02-18 11:00:00, None,7
None, -0.405, 52.44, None, None, None, None, None, -8.0, None, None,2020-02-18 12:00:00, None,7
None, 1.446, 44.66, None, None, None, None, None, -9.0, None, None,2020-02-18 13:00:00, None,7
None, 2.371, 39.02, None, None, None, None, None, -10.0, None, None,2020-02-18 14:00:00, None,7
None, 1.701, 47.14, None, None, None, None, None, -8.0, None, None,2020-02-18 15:00:00, None,7
None, -0.054, 55.97, None, None, None, None, None, -8.0, None, None,2020-02-18 16:00:00, None,7
