pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -2.097, None, None, None, None, None, 0.0, None, None, -6999.0, -2.1, -2.1, 0.0, None, -1.4, -6999.0, None,2020-02-12 00:00:00, 166.0, 165.5,7
None, None, -2.717, None, None, None, None, None, 0.0, None, None, -6999.0, -2.7, -2.8, 0.0, None, -1.4, -6999.0, None,2020-02-12 01:00:00, 165.0, 165.3,7
8.9, None, -2.728, None, None, None, None, None, 0.0, None, None, -6999.0, -2.7, -2.9, 0.0, None, -1.4, -6999.0, None,2020-02-12 02:00:00, 165.0, 165.2,7
8.9, None, -2.688, None, None, None, None, None, 0.0, None, None, -6999.0, -2.7, -2.9, 0.1, None, -1.4, -6999.0, None,2020-02-12 03:00:00, 165.0, 164.8,7
8.6, None, -2.752, None, None, None, None, None, 0.0, None, None, -6999.0, -2.8, -2.9, 0.1, None, -1.4, -6999.0, None,2020-02-12 04:00:00, 165.0, 164.7,7
None, None, -2.809, None, None, None, None, None, 0.0, None, None, -6999.0, -2.8, -2.9, -0.1, None, -1.4, -6999.0, None,2020-02-12 05:00:00, 165.0, 164.5,7
None, None, -2.812, None, None, None, None, None, 0.0, None, None, -6999.0, -2.8, -2.9, 0.0, None, -1.4, -6999.0, None,2020-02-12 06:00:00, 164.0, 164.4,7
None, None, -2.868, None, None, None, None, None, 0.0, None, None, -6999.0, -2.9, -2.9, 0.0, None, -2.8, -6999.0, None,2020-02-12 07:00:00, 164.0, 164.2,7
None, None, -2.797, None, None, None, None, None, 0.0, None, None, -6999.0, -2.8, -2.9, 0.1, None, -2.8, -6999.0, None,2020-02-12 08:00:00, 164.0, 164.2,7
None, None, -2.141, None, None, None, None, None, 0.0, None, None, -6999.0, -2.1, -2.9, 0.3, None, -2.2, -6999.0, None,2020-02-12 09:00:00, 164.0, 164.0,7
None, None, -1.323, None, None, None, None, None, 0.0, None, None, -6999.0, -1.3, -2.9, 0.2, None, -1.3, -6999.0, None,2020-02-12 10:00:00, 164.0, 164.0,7
None, None, -0.501, None, None, None, None, None, 0.0, None, None, -6999.0, -0.5, -2.9, 0.1, None, -0.5, -6999.0, None,2020-02-12 11:00:00, 164.0, 164.0,7
None, None, -0.178, None, None, None, None, None, 0.0, None, None, -6999.0, -0.2, -2.9, 0.0, None, 0.0, -6999.0, None,2020-02-12 12:00:00, 164.0, 163.9,7
None, None, -0.087, None, None, None, None, None, None, None, None, -6999.0, -0.1, -2.9, None, None, 0.1, -6999.0, None,2020-02-12 13:00:00, None, 163.4,7
None, None, -0.205, None, None, None, None, None, 0.0, None, None, -6999.0, -0.2, -2.9, 0.0, None, 0.2, -6999.0, None,2020-02-12 14:00:00, 163.0, 163.0,7
None, None, -0.341, None, None, None, None, None, 0.0, None, None, -6999.0, -0.3, -2.9, -0.1, None, 0.2, -6999.0, None,2020-02-12 15:00:00, 163.0, 163.0,7
None, None, -0.702, None, None, None, None, None, 0.0, None, None, -6999.0, -0.7, -2.9, 0.0, None, 0.2, -6999.0, None,2020-02-12 16:00:00, 163.0, 163.1,7
None, None, -1.226, None, None, None, None, None, 0.0, None, None, -6999.0, -1.2, -2.9, -0.1, None, 0.2, -6999.0, None,2020-02-12 17:00:00, 163.0, 163.2,7
None, None, -1.49, None, None, None, None, None, 1.0, None, None, -6999.0, -1.5, -2.9, 0.0, None, 0.2, -6999.0, None,2020-02-12 18:00:00, 164.0, 163.8,7
None, None, -1.749, None, None, None, None, None, 1.0, None, None, -6999.0, -1.7, -1.8, 0.0, None, -1.5, -6999.0, None,2020-02-12 19:00:00, 164.0, 164.2,7
None, None, -1.907, None, None, None, None, None, -1.0, None, None, -6999.0, -1.9, -1.9, 0.0, None, -1.5, -6999.0, None,2020-02-12 20:00:00, 163.0, 163.4,7
None, None, -1.99, None, None, None, None, None, 0.0, None, None, -6999.0, -2.0, -2.0, 0.0, None, -1.5, -6999.0, None,2020-02-12 21:00:00, 163.0, 163.1,7
None, None, -2.177, None, None, None, None, None, 0.0, None, None, -6999.0, -2.2, -2.2, 0.1, None, -1.5, -6999.0, None,2020-02-12 22:00:00, 163.0, 162.9,7
None, None, -2.273, None, None, None, None, None, 0.0, None, None, -6999.0, -2.3, -2.3, -0.1, None, -1.5, -6999.0, None,2020-02-12 23:00:00, 163.0, 162.7,7
None, None, -2.614, None, None, None, None, None, 0.0, None, None, -6999.0, -2.6, -2.6, 0.1, None, -1.5, -6999.0, None,2020-02-13 00:00:00, 162.0, 162.3,7
None, None, -2.806, None, None, None, None, None, 0.0, None, None, -6999.0, -2.8, -2.8, 0.0, None, -1.5, -6999.0, None,2020-02-13 01:00:00, 162.0, 162.2,7
None, None, -2.762, None, None, None, None, None, 0.0, None, None, -6999.0, -2.8, -2.9, 0.0, None, -1.5, -6999.0, None,2020-02-13 02:00:00, 162.0, 162.1,7
None, None, -2.934, None, None, None, None, None, 0.0, None, None, -6999.0, -2.9, -2.9, 0.1, None, -1.5, -6999.0, None,2020-02-13 03:00:00, 162.0, 162.0,7
None, None, -3.177, None, None, None, None, None, 0.0, None, None, -6999.0, -3.2, -3.2, -0.1, None, -1.5, -6999.0, None,2020-02-13 04:00:00, 162.0, 161.7,7
None, None, -3.131, None, None, None, None, None, 0.0, None, None, -6999.0, -3.1, -3.6, 0.0, None, -1.5, -6999.0, None,2020-02-13 05:00:00, 162.0, 161.6,7
None, None, -2.96, None, None, None, None, None, 0.0, None, None, -6999.0, -3.0, -3.6, 0.0, None, -1.5, -6999.0, None,2020-02-13 06:00:00, 162.0, 161.5,7
None, None, -2.998, None, None, None, None, None, 0.0, None, None, -6999.0, -3.0, -3.2, 0.1, None, -3.0, -6999.0, None,2020-02-13 07:00:00, 161.0, 161.2,7
None, None, -2.8, None, None, None, None, None, 2.0, None, None, -6999.0, -2.8, -3.2, 0.3, None, -2.8, -6999.0, None,2020-02-13 08:00:00, 163.0, 162.5,7
None, None, -2.272, None, None, None, None, None, 0.0, None, None, -6999.0, -2.3, -3.2, 1.1, None, -2.3, -6999.0, None,2020-02-13 09:00:00, 162.0, 162.2,7
None, None, -1.969, None, None, None, None, None, 3.0, None, None, -6999.0, -2.0, -3.2, 1.0, None, -2.0, -6999.0, None,2020-02-13 10:00:00, 164.0, 164.4,7
None, None, -1.203, None, None, None, None, None, 0.0, None, None, -6999.0, -1.2, -3.2, 0.6, None, -1.1, -6999.0, None,2020-02-13 11:00:00, 164.0, 164.4,7
None, None, -0.966, None, None, None, None, None, 0.0, None, None, -6999.0, -1.0, -3.2, 0.2, None, -0.8, -6999.0, None,2020-02-13 12:00:00, 165.0, 164.6,7
None, None, -1.077, None, None, None, None, None, 0.0, None, None, -6999.0, -1.1, -3.2, 0.3, None, -0.8, -6999.0, None,2020-02-13 13:00:00, 165.0, 164.8,7
None, None, -0.966, None, None, None, None, None, 1.0, None, None, -6999.0, -1.0, -3.2, 0.4, None, -0.8, -6999.0, None,2020-02-13 14:00:00, 165.0, 165.2,7
