ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0,0.0, -5.5,0.0,2017-02-12,74.0, 3.5,7
0.0,0.0, -5.0,0.0,2017-02-13,73.0, 6.5,7
0.0,0.0, -5.0,0.0,2017-02-14,72.0, 5.0,7
0.6,0.6, 2.5,0.0,2017-02-15,71.0, 10.0,7
0.0,0.0, 2.5,0.0,2017-02-16,69.0, 9.5,7
0.0,0.0, -1.5,0.0,2017-02-17,64.0, 7.5,7
0.0,0.0, -7.0,0.0,2017-02-18,58.0, 1.5,7
